text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc
saɣraltēɣᵘm;	сагралтегум;	saɣraltēɣum	saɣralti	Vmip1s		75	3	0	root														
akw-mat-ērt	акв-мат-ерт	akw-mat-ērt	akw-mat-ērt	R		75	4	7	advmod														
jol	йол	jol	jol	R		75	5	7	advmod														
ta	та	ta	ta	Pd		75	6	7	nsubj														
patsət.	патсыт.	patsət	pati	Vmia3p		75	7	0	root					1									
																							
χot-jaktlasanᵘm,	xот-яктласанум,	xot-jaktlasanum	xot-jaktli	Vdia1sp		76	1	0	root				I cut them into pieces,										
																							
χumľe	xумле	xumľe	xumľe	Pq		77	1	2	advmod				(but) how am I going to bring them home?										
juw-totianum?!	юв-тотианум?!	juw-totianum	juw-toti	Vdip1sp		77	2	0	root														
																							
nē-mat-χotpa	не-мат-xотпа	nē-mat-xotpa	nē-mat-xotpa	Pz		78	1	3	obj														
at	ат	at	at	Qz		78	2	3	advmod														
ōńśēɣᵘm.	оньщегум.	ōńśēɣum	ōńśi	Vmip1s		78	3	0	root														
																							
noməlmatsᵘm:	номылматсум:	noməlmatsum	noməlmati	Vmia1s		79	1	0	root				I thought.										
																							
ńila	нила	ńila	ńila	Ml		80	1	2	nummod				I stitched together four skins.										
tōwəľ	товыль	tōwəľ	tōwəľ	N-sn		80	2	4	obj														
akwan	акван	akwan	akwan	R	N-sd	80	3	4	advmod							Lit. 'into one'.							
jūntsᵘm;	юнтсум;	jūntsum	jūnti	Vmia1s		80	4	0	root														
																							
wisanᵘm	висанум	wisanum	wāɣ	Vdia1sp		81	1	0	root				I saw those,										
																							
ńowəľanᵘm	ньовылянум	ńowəľanum	ńowəľ	N-pn1		82	1	2	nmod	poss			I put the flesh of all (elks) down (into them).										
sōχe	соxе	sōxe	sōx	A	N-sn3	82	2	3	obj														
tuw-punsanᵘm.	тув-пунсанум.	tuw-punsanum	tuw-puni	Vdia1sp		82	3	0	root														
																							
nu-mianəl	нумианыл	numianəl	numi	S	N-sb	83	1	3	obl	abl			I sew them together on the top.										
akwan	акван	akwan	akwan	R	N-sd	83	2	3	advmod														
jūntsanᵘm,	юнтсанум,	jūntsanum	jūnti	Vdia1sp		83	3	0	root														
																							
tan	тан	tan	tān	Pp3-pn		84	1	4	nsubj				They would not fall (on the way) home.										
kol	кол	kol	kol	N-sn		84	2	4	obl														
ul	ул	ul	ul	Qz		84	3	4	advmod														
pati̮ɣlēɣət.	патиглегыт.	patiɣlēɣət	patiɣli	Vmip3p		84	4	0	root														
																							
χūrᵘm	xурум	xūrum	xūrum	Ml		85	1	2	nummod				I made straps out of three skins.										
tōwəľ	товыль	tōwəľ	tōwəľ	N-sn		85	2	4	obj														
ńur-kwālɣi̮ɣ	нюр-квалгиг	ńur-kwālɣiɣ	ńur-kwāliɣ	N-st		85	3	4	obl							Cf. Riese 2001:24							
siltsᵘm,	силтсум,	siltsum	silti	Vmia1s		85	4	0	root							??							
																							
tuwl	тувл	tuwl	tuwəl	R		86	1	3	advmod				Then I joined them together.										
akwan	акван	akwan	akwan	R	N-sd	86	2	3	advmod														
ōltsanᵘm;	олтсанум;	ōltsanum	ōlti	Vdia1sp		86	3	0	root														
																							
ōwlan	овлан	ōwlan	ōwləŋ	R		87	1	3	advmod				First then I bound it there.										
tuw-	тув-	tuw	tuw	Pr		87	2	3	advmod														
nēɣaslᵘm.	негаслум.	nēɣaslum	nēɣli (2)	Vdia1ss		87	3	0	root					1									
																							
tuwl	тувл	tuwl	tuwəl	R		88	1	4	advmod				Then I went home (with) this.										
juw	юв	juw	juw	R		88	2	4	advmod														
ti	ти	ti	ti	Pd		88	3	4	obj														
jōmentasᵘm.	йоментасум.	jōmentasum	jōmanti	Vmia1s		88	4	0	root														
																							
ńur-kwāli̮ɣ	нюр-квалиг	ńur-kwāliɣ	ńur-kwāliɣ	N-sn		89	1	3	obj				I took along the straps first.										
ōwle	овле	ōwle	ōwləŋ	R		89	2	3	advmod														
jot-wislᵘm.	йот-вислум.	jot-wislum	jot-wiɣ	Vdia1ss		89	3	0	root														
																							
wislᵘm,	вислум,	wislum	wiɣ	Vdia1ss		90	1	0	root				I saw that,										
																							
juw-χartaslᵘm.	юв-xартаслум.	juw-xartaslum	juw-xarti	Vdia1ss		91	1	0	root				I dragged that home.										
																							
jaɣᵘmnəl	ягумныл	jaɣumnəl	jaɣ	N-sb1		92	1	4	obl	abl			From my father one bathhouse remained (as my inheritance?).										
akw	акв	akw	akw	Ml		92	2	3	amod	det													
pāńa	паня	pāńa	pāńa	N-sn		92	3	4	obj														
χuľti̮ɣləs.	xультиглыс.	xuľtiɣləs	xuľtiɣli	Vmia3s		92	4	0	root														
																							
ań	ань	ań	ań	R		93	1	7	advmod				I bound the straps into that bathhouse (sauna).										
ta	та	ta	ta	Pd		93	2	3	det														
pāńan	панян	pāńan	pāńa	N-sd		93	3	7	obl	lat													
ńur-kwāli̮ɣ	нюр-квалиг	ńur-kwāliɣ	ńur-kwāliɣ	N-sn		93	4	7	obj														
ōwle	овле	ōwle	ōwləŋ	R		93	5	7	advmod														
tuw	тув	tuw	tuw	Pr		93	6	7	advmod														
nēɣsəlaslum.	негсыласлум.	nēɣsəlaslum	nēɣsəli	Vdia1ss		93	7	0	root														
																							
pāńam	паням	pāńam	pāńa	N-sn1		94	1	2	obj				I heated up/lighted the bathhouse,										
nōŋχ-pēlamtalsᵘm.	ноӈx-пеламталсум.	nōŋx-pēlamtalsum	nōŋx-pēlamtalti	Vdia1ss		94	2	0	root														
																							
ań-manəŋ	ань-маныӈ	ań-manəŋ	ań-manəŋ	R		95	1	3	advmod				and now it was burning,										
pāńa	паня	pāńa	pāńa	N-sn		95	2	3	nsubj														
tājəltawes,	тайылтавес,	tājəltawes	tājəltawe	Vmia3s-p		95	3	0	root														
																							
ńur-kwāli̮ɣ	нюр-квалиг	ńur-kwāliɣ	ńur-kwāliɣ	N-sn		96	1	3	nsubj				the straps shrunk back,										
juw-	юв-	juw	juw	R		96	2	3	advmod							The <i>juw</i> can be interpreted as a verbal prefix, but the form is not given in the Kálmán's dictionary.							
śakarāls,	щакаралс,	śakarāls	śakərāli	Vmia3s		96	3	0	root														
																							
ań	ань	ań	ań	R		97	1	3	advmod				now the elks were dragged home.										
sōrpət	сорпыт	sōrpət	sōrp	N-pn		97	2	3	nsubj														
juw-χartaltawest.	юв-xарталтавест.	juw-xartaltawest	juw-xarti	Vmia3p-p		97	3	0	root														
																							
pāńa	паня	pāńa	pāńa	N-sn		98	1	3	nsubj				The bathhouse burned,										
ti	ти	ti	ti	Pd		98	2	1	det														
tājwes,	тайвес,	tājwes	tēɣ	Vmia3s-p		98	3	0	root														
																							
χot	xот	xot	xot	R		99	1	3	advmod				it perished away:										
ti	ти	ti	ti	Pd		99	2	3	nsubj														
χōlaltəs:	xолалтыс:	xōlaltəs	xōlalti	Vmia3s		99	3	0	root														
																							
akw-mat-ērt	акв-мат-ерт	akw-mat-ērt	akw-mat-ērt	R		100	1	5	advmod				Suddenly a voice resounded:										
mat	мат	mat	mat	Pi		100	2	3	det														
suj	суй	suj	suj	N-sn		100	3	5	nsubj														
ta	та	ta	ta	Pd		100	4	5	discourse														
sumləs:	сумлыс:	sumləs	sumli	Vmia3s		100	5	0	root														
																							
ńāləŋ-warśəŋ	нялыӈ-варщыӈ	ńāləŋ-warśəŋ	ńāləŋ-warśəŋ	A	Vmpp--a	101	1	2	amod				a cracking voice,										
suj,	суй,	suj	suj	N-sn		101	2	0	root														
																							
jiwət	йивыт	jiwət	jiw	N-pn		102	1	2	nsubj				trees were broken,										
saɣlāwet,	саглавет,	saɣlāwet	saɣli	Vmip3p		102	2	0	root														
																							
ań	ань	ań	ań	R		103	1	5	advmod				thus the elks came home.										
sōrpət	сорпыт	sōrpət	sōrp	N-pn		103	2	5	nsubj														
toχ	тоx	tox	tox	Qg		103	3	5	advmod														
ti	ти	ti	ti	Pd		103	4	3	det														
juw-joχtasət.	юв-йоxтасыт.	juw-joxtasət	juw-joxti	Vmia3p		103	5	0	root					2									
																							
15.	15.	15	15	Md		104	1	4	discourse		79	/img/other/man3.jpg	[Title] 15. Song of the Conversion			Lit. 'Song of going to the Cross'							
pērnan	пернан	pērnan	pērna	N-sd		104	2	3	nmod														
tūm	тум	tūm	tūm	N-sn		104	3	4	nmod														
ēri̮ɣ	ериг	ēriɣ	ēri̮ɣ	N-sn		104	4	0	root					1									
																							
sāməŋ	самын	sāməŋ	sāməŋ	A		105	1	2	amod				People hear all around the country:										
mā	ма	mā	mā	N-sn		105	2	3	nmod														
sāmt	самт	sāmt	sām	N-sl		105	3	6	obl	loc													
lakwa	лаква	lakwa	lakwa	S		105	4	3	case					1									
χum	хум	xum	xum	N-sn		105	5	6	nsubj														
χōntpēɣᵘm:	хонтпегым:	xōntpēɣum	xōntpi	Vmip1s		105	6	0	root					1									
																							
ńila	нила	ńila	ńila	Ml		106	1	2	nummod				Baptism of the Four-cornered (Cross) of the country is heard!			Lit. the 1sg.prs and <i>xum</i> may denote something like 'I and my people'.							
sāmpa	сампа	sāmpa	sāmpa	A		106	2	4	amod														
sāməŋ	самын	sāməŋ	sāməŋ	A		106	3	2	fixed														
pērna	перна	pērna	pērna	N-sn		106	4	5	nsubj					1									
sujtəltawe.	суйтылтаве.	sujtəltawe	sujtəlti	Vmip3s-p		106	5	0	root					1									
																							
sāməŋ	самын	sāməŋ	sāməŋ	A		107	1	2	amod				(People) hear all around the country:										
mā	ма	mā	mā	N-sn		107	2	3	nmod														
sāmt	самт	sāmt	sām	N-sl		107	3	5	obl	loc													
lakwa	лаква	lakwa	lakwa	S		107	4	3	case					1									
χōntpēɣᵘm:	хонтпегым:	xōntpēɣum	xōntpi	Vmip1s		107	5	0	root					1									
																							
ńila	нила	ńila	ńila	Ml		108	1	2	nummod				The baptism of the Four-cornered is being placed on everyone!										
sāmpa	сампа	sāmpa	sāmpa	A		108	2	4	amod														
sāməŋ	самын	sāməŋ	sāməŋ	A		108	3	2	fixed														
pērnal	пернал	pērnal	pērna	N-si		108	4	6	obl					1									
pusən	пусын	pusən	pus	Pi---d		108	5	6	obl	iobj													
punentawet	пунентавет	punentawet	punenti	Vmip3s-p		108	6	0	root					1									
																							
jaɣᵘm	ягым	jaɣum	jaɣ	N-sn1		109	1	3	obl				People assemble in the one-room loghouse built by my father.										
χum	хум	xum	xum	N-sn		109	2	1	nmod														
saɣrapālᵘm	саграпалым	saɣrapālum	saɣrapālti	Vmpa--m		109	3	7	acl					1									
akw-	акв-	akw-	akw-	Ml		109	4	5	nummod														
pis	пис	pis	pis	N-sn		109	5	6	nmod														
ōlpa	олпа	ōlpa	ōli	Vmpp--p		109	6	7	amod														
nor-kolt	нор-колт	nor-kolt	nor-kol	N-sl		109	7	9	obl	loc				1									
χum	хум	xum	xum	N-sn		109	8	9	nsubj														
ūnlentasᵘm -	унлентасым -	ūnlentasum	ūnlanti	Vmia1s		109	9	0	root														
																							
χotəl	хотыл	xotəl	xot	R	N-si	110	1	2	advmod				Whence they come?										
χuľi̮ɣli	хульигли	xuľiɣli	xuľiɣli	Vmip3s		110	2	0	root					1									
																							
ńaŋra	нянра	ńaŋra	ńaŋra	A		111	1	2	amod				They come (from) a strong-voiced thunderstorm.										
turpa	турпа	turpa	turpa	A		111	2	4	amod														
turəŋ	турын	turəŋ	turəŋ	A		111	3	2	fixed														
śaχl	шахл	śaxl	śaxəl	N-sn		111	4	5	obl	abl				1									
χuľi̮ɣli.	хульигли.	xuľiɣli	xuľiɣli	Vmip3s		111	5	0	root					1									
																							
am	ам	am	am	Pp1-sn		112	1	5	nsubj				I go out to my place.			Or nmod:poss of 3?							
kanəŋ	канын	kanəŋ	kanəŋ	A		112	2	3	amod														
ūs	ус	ūs	ūs	N-sn		112	3	4	nmod														
kanᵘmn	канымн	kanumn	kan	N-sd1		112	4	5	obl	lat				1									
kon-kwālēɣᵘm,	кон-квалегым,	kon-kwālēɣum	kon-kwāli	Vmip1s		112	5	0	root					1									
																							
sēməl	семыл	sēməl	sēməl	A		113	1	2	amod				I look up towards my god-father with the pair of my black currant (-like eyes).			Technically, <i>numi-tōrᵘm</i> could be split to 'up on the sky', but it does not make more sense from the morphosyntactic view.							
sosi̮ɣ	сосиг	sosiɣ	sosiɣ	N-sn		113	2	3	nmod														
kitχeɣᵘmtəl	китхегымтыл	kitxeɣumtəl	kitiɣ	N-di1	Ml	113	3	6	obl					1									
numi-tōrᵘm	нуми-торым	numi-tōrum	numi-tōrum	N-sn		113	4	5	amod														
jaɣᵘmn	ягымн	jaɣumn	jaɣ	N-sd1		113	5	6	obl	lat													
nōnχ-sunsēɣᵘm:	нонх-сунсегым:	nōnx-sunsēɣum	nōnχ-sunsi	Vmip1s		113	6	0	root					1									
																							
kāsew-	касев-	kāsew	kāsew	N-sn		114	1	2	nmod				I did not see the pieces of clouds of the size of a roach scale there.										
sām	сам	sām	sām (2)	N-sn		114	2	3	nmod														
janit	янит	janit	janit	A		114	3	5	acl														
tul-	тул-	tul	tul	N-sn		114	4	5	nmod					1									
raw	рав	raw	raw	N-sn		114	5	8	obj														
ōlme	олме	ōlme	ōli	Vmpa--m		114	6	3	mark														
at	ат	at	at	Qz		114	7	8	advmod														
wāɣᵘm.	вагым.	wāɣum	wāɣ	Vmip1s		114	8	0	root					1									
																							
lui	луи	lui	luji	A		115	1	2	amod				First, I look at the northern river bend:										
wōľ	воль	wōľ	wōľ	N-sn		115	2	4	obj														
ōwlen	овлен	ōwlen	ōwləŋ	R		115	3	4	advmod														
tuw-sunsēɣᵘm:	тув-сунсегым:	tuw-sunsēɣum	tuw-sunsi	Vmip1s		115	4	0	root					1									
																							
kurka-	курка-	kurka	kurka	N-sn		116	1	2	nmod				I see there a mighty ship with a hen-like nose.										
ńolpa	ньолпа	ńolpa	ńolpa	A		116	2	4	amod														
jomas	йомас	jomas	jomas	A		116	3	4	amod														
χāp	хап	xāp	xāp	N-sn		116	4	6	obj					1									
tūl	тул	tūl	tuwəl	R		116	5	6	advmod														
nēɣlᵘm.	неглым.	nēɣlum	nēɣli	Vmpa--m		116	6	0	root					1									
																							
kēr	кер	kēr	kēr	N-sn		117	1	2	nmod				Strong iron-hearted guns are being fired there.										
simpa	симпа	simpa	simpa	A		117	2	4	amod														
wāɣəŋ	вагын	wāɣəŋ	wāɣəŋ	A	Vmpp--a	117	3	4	amod														
pisaľət	писальыт	pisaľət	pisaľ	N-pn		117	4	6	nsubj					1									
tot	тот	tot	tot	Pr		117	5	6	advmod														
tārtalantawet,	тарталантавет,	tārtalantawet	tārtalanti	Vmip3p-p		117	6	0	root					1									
																							
kēr	кер	kēr	kēr	N-sn		118	1	2	nmod				Many iron-hearted cannons are being fired there.										
simpa	симпа	simpa	simpa	A		118	2	4	amod														
sāw	сав	sāw	sāw	A		118	3	4	amod														
puska	пуска	puska	puska	N-sn		118	4	6	nsubj					1									
tot	тот	tot	tot	Pr		118	5	6	advmod														
tārtalantawet:	тарталантавет:	tārtalantawet	tārtalanti	Vmip3p-p		118	6	0	root					1									
																							
sēməl	семыл	sēməl	sēməl	A		119	1	2	amod				The coffin of our black earth only shakes.										
mā	ма	mā	mā	N-sn		119	2	3	nmod														
āŋkuw	анкув	āŋkuw	āŋkw	N-sna		119	3	5	nsubj														
ness	несс	ness	ness	R		119	4	5	advmod														
sarɣenti.	саргенти.	sarɣenti	sarɣenti	Vmip3s		119	5	0	root					1									
																							
am	ам	am	am	Pp1-sn		120	1	5	nmod	poss			I put my quiver with black-iron(-tipped) arrows to ten-fingered hands.										
sēməl	семыл	sēməl	sēməl	A		120	2	4	amod														
kērpa	керпа	kērpa	kērpa	A		120	3	4	amod														
ńāləŋ	ньалын	ńāləŋ	ńāləŋ	A		120	4	5	amod														
ālᵘm	алым	ālum	ālum	N-sn		120	5	11	obj					1									
low	лов	low	low	Ml		120	6	7	nummod														
tuľap	туляп	tuľap	tuľap	A		120	7	9	amod														
kit	кит	kit	kit	Ml		120	8	9	nummod														
kātn	катн	kātn	kāt	N-sd		120	9	11	obl	lat				1									
am	ам	am	am	Pp1-sn		120	10	11	nsubj														
wi̮ɣlᵘm.	виглым.	wiɣlum	wiɣ	Vmip1s		120	11	0	root					1									
																							
kwālᵘm	квалым	kwālum	kwāli	Vmpa--m		121	1	5	advcl				I emerge as the leader (lit. head) of our forces.										
χōnt	хонт	xōnt	xōnt	N-sn		121	2	3	nmod	poss													
puŋke	пунке	puŋke	puŋk	N-sn3		121	3	4	nmod														
χum	хум	xum	xum	N-sn		121	4	1	obl	pred													
kwālēɣᵘm,	квалегым,	kwālēɣum	kwāli	Vmip1s		121	5	0	root					2									
																							
kurka-	курка-	kurka-	kurka	N-sn		122	1	2	nmod		80	/img/other/man4.jpg	I turn the mighty hen-nosed ship back.										
ńol	ньол	ńol	ńol	N-sn		122	2	4	amod														
jomas	йомас	jomas	jomas	A		122	3	4	amod														
χāp	хап	xāp	xāp	N-sn		122	4	5	obj					1									
juw-jōŋχtilᵘm	юв-йонхтилым	juw-jōŋxtilum	juw-jōŋxti	Vdip1ss		122	5	0	root					1									
																							
[*]	[*]	[*]	[*]	X		123	1	9	punct				Afterwards, me and my people build a two-room loghouse.	1									
ton	тон	ton	ton	Pd		123	2	3	nmod														
jui-pālt	юи-палт	juji-pālt	juji-pālt	R	N-sl	123	3	9	obl														
kit-	кит-	kit-	kit	Ml		123	4	5	nummod														
pis	пис	pis	pis	N-sn		123	5	6	nmod														
ōlpa	олпа	ōlpa	ōli	Vmpp--p		123	6	7	amod														
nor-kol	нор-кол	nor-kol	nor-kol	N-sn		123	7	9	obj					1									
χum	хум	xum	xum	N-sn		123	8	9	nsubj														
ūntteɣᵘm;	унттегым;	ūntteɣum;	ūntti	Vmip1s		123	9	0	root					1									
																							
ti	ти	ti	ti	Pd		124	1	5	det				In this two-roomed loghouse I and my people lay.										
kit-	кит-	kit-	kit	Ml		124	2	3	nummod														
pis	пис	pis	pis	N-sn		124	3	4	nmod														
ōlpa	олпа	ōlpa	ōli	Vmpp--p		124	4	5	amod														
nor-kolt	нор-колт	nor-kolt	nor-kol	N-sl		124	5	7	obj					1									
χum	хум	xum	xum	N-sn		124	6	7	nsubj														
χujɣəlāləlteɣᵘm.	хуйгылалылтегым.	xujɣəlāləlteɣum	xujenti	Vmip1s		124	7	0	root					1									
																							
akw-mat-ērt	акв-мат-ерт	akw-mat-ērt	akw-mat-ērt	R		125	1	7	advmod				Suddenly, a strong voice is raised from somewhere.										
χotəl	хотыл	xotəl	xot	R	N-si	125	2	7	advmod					1									
ńaŋra	нянра	ńaŋra	ńaŋra	A		125	3	6	amod														
turpa	турпа	turpa	turpa	A		125	4	6	amod														
turəŋ	турын	turəŋ	turəŋ	A		125	5	4	fixed														
śaχl	шахл	śaxl	śaxəl	N-sn		125	6	7	obl	abl				1									
χuľi̮ɣlanti.	хульигланти.	xuľiɣlanti	xuľiɣlanti	Vmip3s		125	7	0	root					1									
																							
am	ам	am	am	Pp1-sn		126	1	3	nsubj				And I go out.										
ōs	ос	ōs	ōs	C		126	2	3	cc														
kon-kwālēɣᵘm;	кон-квалегым;	kon-kwālēɣum;	kon-kwāli	Vmip1s		126	3	0	root					1									
																							
ruś	руш	ruś	ruś	A		127	1	2	amod				There I see a small part of a Russian flag on the northern river band.										
tōr	тор	tōr	tōr	N-sn		127	2	4	nmod														
sup-	суп-	sup-	sup	N-sn		127	3	4	nmod														
pis	пис	pis	pis	N-sn		127	4	9	obj														
lui	луи	lui	luji	A		127	5	6	amod														
wōľ	воль	wōľ	wōľ	N-sn		127	6	7	obl														
ōwlen	овлен	ōwlen	ōwləŋ	R		127	7	4	acl					1									
tuw	тув	tuw	tuw	Pr		127	8	9	advmod														
sunsēɣᵘm:	сунсегым:	sunsēɣum	sunsi	Vmip1s		127	9	0	root					1									
																							
kēr	кер	kēr	kēr	N-sn		128	1	2	nmod				Many iron-hearted cannons are being fired there.										
simpa	симпа	simpa	simpa	A		128	2	4	amod														
sāw	сав	sāw	sāw	A		128	3	4	amod														
puska	пуска	puska	puska	N-sn		128	4	6	nsubj					1									
tot	тот	tot	tot	Pr		128	5	6	advmod														
tārtalantawet.	тарталантавет.	tārtalantawet	tārtalanti	Vmip3p-p		128	6	0	root					1									
																							
tuw	тув	tuw	tuw	Pr		129	1	9	advmod				There I am somehow captured by two Cossacks attacking from behind (?).										
taɣnᵘm	тагным	taɣnum	taɣn	Vmpa--m		129	2	3	fixed														
χōpᵘmt	хопымт	xōpumt	xōpi	Vmpa--m	N-sl	129	3	7	obl					1									
ponsite	понсите	ponsite	ponsi	N-pn3		129	4	5	obj														
jakti	якти	jakti	jakti	Vmip3s	Vmpp--i	129	5	7	acl							Here the form seems to be an i-participle (Riese 2001:66 §5.6.2.1.), but, generally, the phrase ('in fainting-their buttocks-cutting') makes little sense.							
kit	кит	kit	kit	Ml		129	6	7	nummod														
χōsaχn	хосахн	xōsaxn	xōsax	N-sd		129	7	9	obl					1		Lative agent in a passive construction.							
χuń	хунь	xuń	xuń	R		129	8	9	advmod														
pūɣawem,	пугавем,	pūɣawem	pūwi	Vmip1s-p		129	9	0	root					1									
																							
ti	ти	ti	ti	Pd		130	1	2	det				Somehow, I am caught like a duckling born in this summer.										
tūw	тув	tūw	tūw	N-sn		130	2	5	3														
tēli	тели	tēli	tēli	Vmip3s		130	3	5	acl														
laptal	лаптал	laptal	laptal	N-sn		130	4	5	nmod														
pirwa	пирва	pirwa	pirwa	N-sn		130	5	8	obl														
jort	йорт	jort	jort	S		130	6	5	case					1									
χuń	хунь	xuń	xuń	R		130	7	8	advmod														
pūɣawem.	пугавем.	pūɣawem	pūwi	Vmip1s-p		130	8	0	root					1									
																							
kāləŋəś	калыныш	kāləŋəś	kāləŋəś	R		131	1	3	advmod				Exactly as I think, the whore of the bishop himself is brought.										
koss	косс	koss	koss	C		131	2	3	mark														
χōntilᵘm:	хонтилым:	xōntilum	xōnti	Vdip1ss		131	3	7	advcl					1									
ārkeri	аркери	ārkeri	ārkeri	N-sn		131	4	7	nsubj														
pōsar	посар	pōsar	pōsar	N-sn		131	5	4	nmod														
takwi	такви	takwi	takwi	A		131	6	4	amod														
totentawe.	тотентаве.	totentawe	totenti	Vmip3s-p		131	7	0	root					1									
																							
āś	аш	āś	āś	N-sn		132	1	2	nmod				There, me and my people are put into shackles, never put on our fathers.										
puntlettal	пунтлеттал	puntlettal	punenti	Vmpa--t		132	2	3	acl							The stem is unclear, but it seems to carry the negative particle suffix -<i>tal</i>.							
lāɣl-kērəl	лагл-керыл	lāɣl-kērəl	lāɣl-kēr	N-si		132	3	6	obl					1									
χum	хум	xum	xum	N-sn		132	4	6	nsubj														
tot	тот	tot	tot	Pr		132	5	6	advmod														
punawem;	пунавем;	punawem;	puni	Vmip1s-p		132	6	0	root					1									
																							
kuťuw	куťув	kuťuw	kuťuw	N-sn		133	1	5	acl				(As) sleeping dogs, me and my people are thrown badly down.										
χujne	хуйне	xujne	xuji	Vmpp--n		133	2	1	amod														
ľūľ	люль	ľūľ	ľūľ	A		133	3	4	advmod														
joln	йолн	joln	jol	R	N-sd	133	4	6	advmod					1									
χum	хум	xum	xum	N-sn		133	5	6	nsubj														
rēpi̮ɣtawem.	репигтавем.	rēpiɣtawem	rēpiɣti	Vmip1s-p		133	6	0	root					1									
																							
χosa	хоса	xosa	xosa	R		134	1	4	advmod				I am taken for long or short (time).										
man	ман	man	man	C		134	2	3	cc														
wāťi	ваťи	wāťi	wāťi	R		134	3	1	conj														
totawem,	тотавем,	totawem	toti	Vmip1s-p		134	4	0	root					1									
																							
jaɣum	ягум	jaɣum	jaɣ	N-sn1		135	1	4	nmod	poss			I lay down hundred boxes, the last box from my father (?).										
χum	хум	xum	xum	N-sn		135	2	1	nmod														
sāt	сат	sāt	sāt	Ml		135	3	4	nummod														
sūntaχ	сунтах	sūntax	sūntax	N-sn		135	4	8	obl														
patit	патит	patit	patit	A		135	5	6	amod														
sūntaχ	сунтах	sūntax	sūntax	N-sn		135	6	4	conj					1									
jot	йот	jot	jot	S		135	7	4	case														
ūntti̮ɣpilᵘm.	унттигпилым.	ūnttiɣpilum	ūnttipi	Vdip1ss		135	8	0	root					1									
																							
ań-mat	ань-мат	ań-mat	ań-mat	R		136	1	8	advmod				And then, remembering the light of the morning star (?), me and my people arrive to Tobolsk.										
lāwəltane	лавылтане	lāwəltane	lāwəlti	Vmpp--n		136	2	8	advcl					1									
χoli-χuj	холи-хуй	xoli-xuj	xoli-xuj	N-sn		136	3	4	nmod	poss													
posəŋ	посын	posəŋ	posəŋ	N-sn		136	4	5	nmod	poss													
sow	сов	sow	sow	N-sn		136	5	2	obj														
tūpəl-ūs	тупыл-ус	tūpəl-ūs	Tūpəl-ūs	N-sn		136	6	8	obl					1									
χum	хум	xum	xum	N-sn		136	7	8	nsubj														
joχtawem.	йохтавем.	joxtawem	joxti	Vmip1p-p		136	8	0	root					1									
																							
jaɣᵘm	ягым	jaɣum	jaɣ	N-sn1		137	1	2	nsubj				Not seen by my father, then me and my people are brought into a house full of louses.										
wāśintettal	вашинтеттал	wāśintettal	waśinti	Vmpp--t		137	2	8	advcl					1									
ań-mat	ань-мат	ań-mat	ań-mat	R		137	3	8	advmod														
tākməŋ	такмын	tākməŋ	tākməŋ	A		137	4	5	amod														
kol	кол	kol	kol	N-sn		137	5	6	nmod														
simen	симен	simen	sim	N-sd		137	6	8	obl	lat				1									
χum	хум	xum	xum	N-sn		137	7	8	nsubj														
rēpi̮ɣtawem.	репигтавем.	rēpiɣtawem	rēpiɣti	Vmip1s-p		137	8	0	root					1									
																							
tēlpa	телпа	tēlpa	tēlpa	A		138	1	2	amod				(As?) the growing moon (is) full, me and the hundred of my people give ourselves to louses to be eaten.										
jōŋχᵘp	йонхып	jōŋxup	jōŋxup	N-sn		138	2	3	nsubj														
mańtəŋ	маньтын	mańtəŋ	mańtəŋ	A		138	3	8	advcl														
sāt	сат	sāt	sāt	Ml		138	4	5	nummod					2									
χum	хум	xum	xum	N-sn		138	5	8	nsubj		81	/img/other/man5.jpg											
tot	тот	tot	tot	Pr		138	6	8	advmod														
tākᵘm	такым	tākum	tākum	N-sn		138	7	8	obj														
titteɣᵘm.	титтегым.	titteɣum	titti	Vmip1s		138	8	0	root					1									
																							
jaɣᵘm	ягым	jaɣum	jaɣ	N-sn1		139	1	2	nsubj				I empty everything in the four-cornered treasure chest filled by my father.										
pońɣətālᵘm	поньгыталым	pońɣətālum	pońɣətāli	Vmpa--m		139	2	5	acl					1									
ńila	нила	ńila	ńila	Ml		140	3	4	nummod														
sāmpa	сампа	sāmpa	sāmpa	A		140	4	5	amod														
saraχ sūntaχ	сарах сунтах	sarax-sūntax	sarax-sūntax	N-sn		140	5	6	nmod	poss													
sāmət	самыт	sāmət	sām	N-pn		140	6	7	obj					1									
tātlᵘmtēɣᵘm.-	татлымтегым.-	tātlumtēɣum-	tātlamti	Vmip1s		140	7	0	root														
																							
ton	тон	ton	ton	Pd		141	1	2	nmod				Afterwards, I am brought to a powerful, silk-buttonned prince.										
jui-pālt	юи-палт	jui-pālt	juji-pālt	R	N-sl	141	2	7	obl					1									
jāpak	йапак	jāpak	jāpak	N-sn		141	3	4	nmod														
kēŋpa	кенпа	kēŋpa	kēŋpa	A		141	4	6	amod														
wāɣəŋ	вагын	wāɣəŋ	wāɣəŋ	A	Vmpp--a	141	5	6	amod														
ōtərn	втырн	ōtərn	ōtər	N-sd		141	6	7	obl	iobj													
tūwem.	тувем.	tūwem	tūw (2)	Vmip1s-p		141	7	0	root					1									
																							
