text	Cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc					chunk	
dmźъu	дмѕъꙋ	dmzău	Dumnezeu	Nmsny		34	6	4	obl	iobj				1									
nu+	нꙋ+	nu	nu	Qz		34	7	13	advmod														
putu	пꙋтꙋ	putu	putea	Vmia3s		34	8	13	aux														
mai	маи	mai	mai	R		34	9	10	advmod														
multь,	мꙋлть,	mult	mult	R		34	10	13	advmod														
sъ+	съ+	să	să	C		34	11	13	cc	inf													
o+	о+	o	o	Pp3fsa		34	12	13	obj														
cïe.	цїе.	ție	ține	Vmip3s		34	13	0	root														
če+	че+	ce	ce	Pr		34	14	18	cc														
de+	де+	de	de	S		34	15	18	case														
toci	тоци	toți	toți	Pi-mpn		34	16	18	csubj														
sъ+	съ+	să	se	Px---a		34	17	18	expl														
asku_nsǫ.	аскꙋ_нсѫ.	ascunsă	ascunde	Vmia3s		34	18	13	advcl					1									
																							
pǫrincï+	пѫринцї+	părinţi	părinte	Nmpny		35	1	17	obj				She left the parents, the family,  the servants and all the beauty of this world			roditelę kupno i sьrodniky. rabь že i rabynь, pustynnoe sь tьštanïemь postiže nědro.							
i	и	i	ul	Pd-mpn		35	2	1	det	p_nom													
ši	ши	și	și	C		35	3	4	cc														
semencï+	семенцї+	semenți	seminție	Nmpnn		35	4	1	conj														
ile,	иле,	ile	ul	Pd-mpn		35	5	4	det	p_nom													
sluџi+	слꙋџи+	slugi	slugă	Nfpny		35	6	4	conj														
le	ле	le	ul	Pd-mpn		35	7	6	det	p_nom													
ši	ши	și	și	C		35	8	9	cc					1									
služ'niče+	слꙋж͛ниче+	slujnice	slujnică	Nfpny		35	9	6	conj														
le,	ле,	le	ul	Pd-fpn		35	10	9	det														
de_preunǫ	де_преꙋнѫ	depreună	depreună	R		35	11	9	advmod														
ši+	ши+	și	și	C		35	12	14	cc														
toatǫ	тоатѫ	toată	tot	Afsn		35	13	14	amod														
frъmsěcę	фръмсѣцѧ	frămseațe	frumusețe	Nfsnn		35	14	9	conj														
ače_štïi	аче_щїи	acestii	acestei	Pd-fsd		35	15	16	det					1									
lumi	лꙋми	lumi	lume	Nfsdn		35	16	14	nmod														
pǫrъsi.	пѫръси.	părăsi	părăsi	Vmia3s		35	17	0	root														
																							
ši+	ши+	și	și	C		36	1	5	cc				and with much endeavour she reached the depth of the wasteland			Izvěstno vědęšti, jako ničto že tako ino plьtskaa obyče uspivati vьzygranïa, jakože pustyně• 							
ku+	кꙋ+	cu	cu	S		36	2	4	case														
multǫ	мꙋлтѫ	multă	mult	Afsn		36	3	4	amod														
sъrguire	съргꙋире	sîrguire	sîrguire	Nfsnn		36	4	5	obl														
aџun'sъ	аџꙋн͛съ	ajunsă	ajunge	Vmia3s		36	5	0	root					1									
adъnk+	адънк+	adînc	adânc	Nmsnn		36	6	5	obl	lat													
ulь	ꙋль	ul	ul	Pd-msn		36	7	6	det	p_nom													
pustïe+	пꙋстїе+	pustie	pustiu	Nnsdn		36	8	6	nmod														
i.	и.	i	ul	Pd-npd		36	9	8	det	p_nom													
																							
štïind'+	щїинд͛+	știind	ști	Vmpp		37	1	0	root				knowing that nothing else could pacify the jumping of the body except the life in the wasteland										
kъ	къ	că	că	C		37	2	7	mark														
altǫ	алтѫ	altă	alt	Afsn		37	3	4	amod														
nemikǫ	немикѫ	nemică	nimic	Pz		37	4	7	nsubj														
nu-	нꙋ-	nu	nu	Qz		37	5	7	advmod					2									
nu+	нꙋ+	nu	nu	Qz		37	6	5	rep?		48	/img/varlaam/cazania48.jpg											
potoale	потоале	potoale	potoli	Vmip3s		37	7	1	advcl														
sъltarę	сълтарѧ	săltaria	săltare	Nfson		37	8	7	obj														
trup+	трꙋп+	trup	trup	Nnsnn		37	9	8	nmod														
ului	ꙋлꙋи	ului	ul	Pd-nsd		37	10	9	det	p_nom													
ka+	ка+	ca	ca	C		37	11	12	case														
vïjaca	вїꙗца	viața	viață	Nfson		37	12	7	obl														
pustïe+	пꙋстїе+	pustie	pustiu	Nnsn		37	13	12	nmod														
i	и	i	ul	Pd-fsd		37	14	13	det	p_nom				1									
																							
Dě+	Дѣ+	de	de	S		38	1	2	case				and so she arrived in the wasteland			Prpdbnaa ubo jako pustynę dostigši jakože prděreč sę apslkomu usrьdno vьzrevnova žitïu.}							
čïi	чїи	aici	aici	R		38	2	4	obl														
děka	дѣка	deaca	dacă	C		38	3	4	cc														
aџun'sǫ	аџꙋн͛сѫ	ajunsă	ajunge	Vmia3s		38	4	0	root														
la+	ла+	la	la	S		38	5	6	case														
pustïe.	пꙋстїе.	pustie	pustiu	Nnsn		38	6	4	obl	lat													
																							
ši	ши	și	și	C		39	1	2	cc				and she got her will to see herself free of all the worries of the world										
dobъndi	добънди	dobîndi	dobândi	Vmia3s		39	2	0	root					1									
voę	воѧ	voie	voie	Nfsnn		39	3	2	obj														
sa	са	sa	sa	Afsn		39	4	3	amod	poss													
de+	де+	de	de	S		39	5	6	case														
sъ+	съ+	să	se	Px---a		39	6	7	mark	inf													
vǫźu+	вѫѕꙋ+	văzu	vedea	Vmia3s		39	7	2	advcl														
pre+	пре+	pre	pe	S		39	8	9	case														
sine	сине	sine	sine	Px---o		39	9	7	obl														
slobodǫ	слободѫ	slobodă	slobod	Afsn		39	10	0	root														
de+	де+	de	de	S		39	11	4	case														
toate	тоате	toate	tot	Anpn		39	12	4	amod														
vъlъ_šaguri+	вълъ_шагꙋри+	vălășaguri	vălășag	Nnpnn		39	13	1	nmod					1				hu. válság 'crisis'					
le	ле	le	ul	Pd-nsn		39	14	4	det	p_nom													
lumïe+	лꙋмїе+	lumie	lume	Nfsnn		39	15	4	nmod														
i.	и.	i	ul	Pd-fsd		39	16	6	det	p_nom													
																							
ku+	кꙋ+	cu	cu	S		40	1	2	case				she was totally giving herself to fasting, without sleeping, only praying			postǫm i bděnïem iznurěǫ tělo. zlostradnïi že i na zemli lěganïi. ot sǫdu že i bžtsьvnymь ražьdešis' želanïemь. ne sьtrьpě na mnoźě sebe štǫděti.							
tot+	тот+	tot	tot	Amsn		40	2	5	obl														
ulь	ꙋль	ul	ul	Pd-msn		40	3	2	det														
sъ+	съ+	să	se	Px---a		40	4	5	aux														
děde	дѣде	deade	da	Vmii3s		40	5	0	root														
postu	постꙋ	postu	post	Nnsnn		40	6	5	iobl					1									
lui,	лꙋи,	lui	ul	Pd-nsd		40	7	6	det														
ši	ши	și	și	C		40	8	10	cc														
ne+	не+	ne	ne	Qz		40	9	10	expl														
dormire+	дормире+	dormire	dormire	Nfsnn	Vmp	40	10	6	conj														
i,	и,	i	ul	Pd-fsd		40	11	10	det														
ši+	ши+	și	și	C		40	12	13	cc														
ruџe+	рꙋџе+	ruge	rugă	Nfsdn		40	13	10	conj														
i	и	i	ul	Pd-fsd		40	14	13	det	p_nom													
																							
ne+	не+	ne	ne	Qz		41	1	15	expl				remaining there for a short time, she killed all the craving of the body										
pǫrǫsitь.	пѫрѫсить.	părăsit	părăsi	Vmpa		41	2	21	advmod					1									
kъt'	кът͛	cît	cît	R		41	3	21	advmod														
î+	ꙟ+	î	în	S		41	4	20	case														
pucinǫ	пꙋцинѫ	puțină	puțin	Afsn		41	5	20	amod														
vrěme	врѣме	vreame	vreme	Nfsnn		41	6	21	obl														
wmorъ	ѡморъ	omor	omorî	Vmia3s		41	7	0	root														
toatǫ	тоатѫ	toată	tot	Afsn		41	8	23	amod														
pox'ta	пох͛та	pohta	pofta	Nfson		41	9	21	obj					1									
trup+	трꙋп+	trup	trup	Nnsnn		41	10	23	nmod														
ului.	ꙋлꙋи.	ului	ul	Pd-msd		41	11	24	det	p_nom													
																							
akolo	аколо	acolo	acolo	R		42	1	4	advmod				There she lived an angelic life			nǫ vьsě kupno do konca sebe umrьtvi⸱ i pustynę polučьši, tamo neveštestьvnoe i agglskoe prěbyvaaše žitïe⸱ 							
vïacǫ	вїацѫ	viață	viață	Nfsnn		42	2	4	nsubj														
îџerěskǫ	ꙟџерѣскѫ	îngerescă	îngeresc	Afsn		42	3	2	amod														
vïecuę.	вїецꙋѧ.	viețuia	viețui	Vmii3s		42	4	0	root					1									
																							
mъîkarě+	мъꙟкарѣи	mîncareai	mîncare	Nfson		43	1	3	nsubj				and her food was the grass that grew there and not that much and only once by the evening			pustynnoe že bylïe prïčęštaǫ sę. i se skarędě že i xudě.							
ěi	ѣи	ei	ea	Pp3fsd		43	2	1	nmod														
era	ера	era	fi	Vmii3s		43	3	0	root														
de+	де+	de	de	S		43	4	5	case														
erbi+	ерби+	iarbi	iarbă	Nfpn		43	5	3	obl	pred													
le	ле	le	ul	Pd-fpn		43	6	5	det	p_nom													
če+	че+	ce	ce	Pr		43	7	8	mark														
kreště	крещѣ	creștea	crește	Vmii3p		43	8	5	acl														
akolo.	аколо.	acolo	acolo	R		43	9	8	advmod														
ši	ши	și	și	C		43	10	17	cc					1									
îkǫ	ꙟкѫ	încă	încă	R		43	11	17	advmod														
ši	ши	și	și	C		43	12	17	advmod														
de+	де+	de	de	S		43	13	17	case														
ačělę	ачѣлѧ	acelea	acelea	Pd-fpn		43	14	5	acl														
kъte+	къте+	cîte 	cîte 	R		43	15	19	advmod														
pucinel'	пꙋцинел͛	puținel	puținel	R		43	16	17	advmod														
ši	ши	și	și	C		43	17	21	cc														
numai	нꙋмаи	numai	numai	R		43	18	3	advcl														
dъnǫwarǫ	дънѫѡарѫ	dănăoară	dănăoară	R		43	19	21	advmod					1									
îtr+	ꙟтр	într	într	S		43	20	26	case														
o	о	o	o	Pd-fsn		43	21	25	det														
źi	ѕи	zi	zi	Nfsn		43	22	21	obl														
de+	де+	de	de	S		43	23	28	case														
kъtrǫ	кътрѫ	cătră	către	S		43	24	28	case														
sarǫ.	сарѫ.	sară	seară	Nfsnn		43	25	25	conj														
																							
Čine+	Чине+	cine	cine	Pr		44	1	5	nsubj				Who could tell her efforts and weariness, her tears, her sighs, her prayers	1		Kto bo toǫ iže togda sьpověstь slьznyi istočnik. stenanïa že čęstaa i neprěstannaa, kto izrečetь.							
va+	ва+	va	va	Vaip3s		44	2	3	aux														
putě	пꙋтѣ	putea	putea	Vmn		44	3	5	aux														
sъ+	съ+	să	să	C		44	4	5	aux														
spue	спꙋе	spue	spune	Vmip3s		44	5	0	root														
trude+	трꙋде+	trude	trudă	Nfpnn		44	6	5	obj														
le	ле	le	ul	Pd-fpn		44	7	6	det	p_nom													
ši	ши	și	și	C		44	8	9	cc														
usteniîce+	ꙋстениꙟце+	ostenințe	ostenință	Nfpnn		44	9	5	conj														
le	ле	le	ul	Pd-fpn		44	10	9	det	p_nom													
ei,	еи,	ei	ea	Pp3fsd		44	11	9	nmod	poss													
lakrǫmi+	лакрѫми+	lacrămi	lacrimă	Nfpnn		44	12	5	conj					1									
le	ле	le	ul	Pd-fpn		44	13	12	det	p_nom													
suspini+	сꙋспини+	suspini	suspin	Nnpnn		44	14	5	conj														
le	ле	le	ul	Pd-npn		44	15	14	det	p_nom													
îkinǫ_čjuni+	ꙟкинѫ_чюни+	închinăciuni	închinăciune	Nfpnn		44	16	5	conj														
le	ле	le	ul	Pd-fpn		44	17	16	det	p_nom													
																							
čine+	чине+	cine	cine	Pr		45	1	4	nsubj				who would tell it, because there was nobody else that could see her soul things, that could only be seen by the eye of the one who can see everything										
le+	ле+	le	le	Pp3-pd		45	2	4	expl	obj													
va	ва	va	va	Vaip3s		45	3	4	aux														
povesti.	повести.	povesti	povesti	Vmn		45	4	0	root														
kъ	къ	că	că	C		45	5	3	mark					1		ne bo běše tamo inogo kogo sьmatrěti ta mogǫštago, tьčïǫ iže vьsě naziraǫštee oko							
nu+	нꙋ+	nu	nu	Qz		45	6	3	advmod														
era	ера	era	fi	Vmii3s		45	7	4	ccomp														
alt+	алт+	alt	alt	Amsn		45	8	6	amod														
ulь	ꙋль	ul	ul	Pd-msn		45	9	4	det	p_adj													
nime	ниме	nimeni	nimeni	Pz---n		45	10	3	nsubj														
akolo	аколо	acolo	acolo	R		45	11	3	advmod	lmod													
sъ+	съ+	să	să	C		45	12	3	aux														
poatǫ	поатѫ	poată	putea	Vmsp3s		45	13	6	acl														
vedě	ведѣ	vedea	vedea	Vmn		45	14	9	ccomp														
fapte	фапте	fapte	fapt	Nfpnn		45	15	10	obj					1									
le	ле	le	ul	Pd-fpn		45	16	11	det	p_nom													
ei	еи	ei	ea	Pp3fsd		45	17	10	nmod	poss													
čěle	чѣле	ceale	cel	Pd-fpn		45	18	11	mark														
sufletešti.	сꙋфлетещи.	sufletești	sufletesc	Afpn		45	19	11	amod														
numai	нꙋмаи	numai	numai	R		45	20	17	advmod														
ok+	ок+	ochi	ochi	Nmsnn		45	21	4	nsubj														
julь	юль	ul	ul	Pd-msn		45	22	17	det	p_nom													
čeluę	челꙋѧ	celuia	cel	Pd-msn		45	23	17	nmod														
če	че	ce	ce	Pr		45	24	19	mark					1									
věde	вѣде	vede	vedea	Vmip3s		45	25	19	acl														
toate.	тоате.	toate	tot	Pi-fpn		45	26	21	obj														
																							
Nu	Нꙋ	nu	nu	Qz		46	1	2	advmod				there she didn't have to care about the plows, about the bulls, about the horses with expensive shelves or about the swings, neither about vestments and bed clothes, neither about the food and the table, about the house or about the maids.			ne bě toi tamo popečenïe o sьprǫgox volovь. niž o zlatouzndyx konex. ne o odeždax i postelxě. ne o domoxь i rabynxě,							
era	ера	era	fi	Vmii3s		46	2	0	root														
ei	еи	ei	ea	Pp3fsd		46	3	5	nmod	poss													
akolo	аколо	acolo	acolo	R		46	4	2	advmod	lmod													
griže	гриже	grijă	grije	Nfsnn		46	5	2	nsubj														
de+	де+	de	de	S		46	6	7	case														
pluguri	плꙋгꙋри	pluguri	plug	Nnpnn		46	7	5	nmod														
de	де	de	de	S		46	8	9	case														
boi.	бои.	boi	bou	Nmpny		46	9	5	nmod					1									
niče	ниче	nice	nici	Qz		46	10	2	advmod														
de+	де+	de	de	S		46	11	12	case														
kai	каи	cai	cal	Nmpny		46	12	5	nmod														
ku+	кꙋ+	cu	cu	S		46	13	14	case														
rafturi	рафтꙋри	rafturi	raft	Nnpnn		46	14	12	obl														
skuîpe,	скꙋꙟпе,	scumpe	scump	Afpn		46	15	14	amod														
sau+	саꙋ+	sau	sau	C		46	16	5	cc					1									
de+	де+	de	de	S		46	17	18	case														
lě_џene.	лѣ_џене.	leagene	leagăn	Nfpnn		46	18	5	nmod														
niče+	ниче+	nice	nici	C		46	19	2	advmod														
de+	де+	de	de	S		46	20	21	case														
vešmen'te	вешмен͛те	veșmînte	veșmînt	Nnpnn		46	21	5	nmod														
ši+	ши+	și	și	C		46	22	5	cc														
de+	де+	de	de	S		46	23	24	case														
ašternuturi,	ащернꙋтꙋри,	așternuturi	așternut	Nnpnn		46	24	5	conj														
niče	ниче	nice	nici	C		46	25	2	advmod					1									
de+	де+	de	de	S		46	26	27	case														
mъîkǫri	мъꙟкѫри	mîncări	mîncare	Nfpnn		46	27	5	nmod														
ši+	ши+	și	și	C		46	28	5	cc														
de+	де+	de	de	S		46	29	30	case														
měse.	мѣсе.	mease	masă	Nfpnn		46	30	5	conj														
niče+	ниче+	nice	nici	Qz		46	31	2	advmod														
de+	де+	de	de	S		46	32	33	case														
kasǫ	касѫ	casă	casă	Nfsnn		46	33	5	nmod														
sau+	саꙋ+	sau	sau	C		46	34	5	cc														
de	де	de	de	S		46	35	36	case														
slu_žiniče,	слꙋ_жиниче,	slujinice	slujnică	Nfpny		46	36	5	conj					1									
																							
če+	че+	ce	ci	C		47	1	2	cc				only about the purity of her soul and about the answer of the judge that will come one day 			nǫ o dševnomь očišteni. o otvětě bǫdštag sǫda. 							
numai+	нꙋмаи+	numai	numai	R		47	2	2	advmod														
de+	де+	de	de	S		47	3	40	case														
kurǫcïę	кꙋрѫцїѧ	curăție	curăție	Nfsnn		47	4	5	nmod														
suflet+	сꙋфлет+	suflet	suflet	Nnsnn		47	5	40	nmod														
ului	ꙋлꙋи	ului	ul	Pd-nsd		47	6	41	det	p_nom													
ši+	ши+	și	și	C		47	7	45	cc														
de	де	de	de	S		47	8	45	case														
rǫspun's+	рѫспꙋн͛с+	răspuns	răspuns	Nnsnn		47	9	40	conj					1									
ulь	ꙋль	ul	ul	Pd-nsn		47	10	45	det	p_nom													
џjudec+	џюдец+	județ	județ	Nnsnn		47	11	45	nmod														
ului	ꙋлꙋи	ului	ul	Pd-nsd		47	12	47	det	p_nom													
če+	че+	ce	ce	Pr		47	13	47	mark														
va+	ва+	va	va	Vaip3s		47	14	52	aux														
sъ+	съ+	să	său	C		47	15	52	aux														
xïe.	хїе.	hie	fie	Vmsp3s		47	16	47	acl														
																							
ši	ши	și	și	C		48	1	3	cc				and about the coming of her groom Christ			o srětenii ženixově,							
detъ	детъ	detă	de	S		48	2	3	case														
î_pinarę	ꙟ_пинарѧ	împinare	întîmpinare	Nfsnn		48	3	0	root					1									
mire+	мире+	mire	mire	Nmsny		48	4	3	obl	iobj													
lu_i	лꙋ_и	lui	ul	Pd-msd		48	5	4	det	p_nom													
sъu	съꙋ	său	său	Amsn		48	6	4	det	poss													
lui	лꙋи	lui	lui	Pd-msd		48	7	8	det	det													
xs.	хс.	Hs	Hristos	Nmsny		48	8	4	aposs														
																							
De+	Де+	de	de	S		49	1	1	case				that is why she was always sighing and ceaseless aching for embellish her soul and aching for engage herself to the celestial groom Jesus Christ, aching for get sweetened by the view of her groom, by the glory and by the light and the happy joy			O semь čęsto bolěznuaše, kako oukrasitь světilnik. kako masla isplьnitь.							
ačasta	ачаста	aceasta	aceasta	Pd-fsn		49	2	4	mark														
pururě	пꙋрꙋрѣ	pururea	pururi	R		49	3	4	advmod					1									
suspina,	сꙋспина,	suspina	suspina	Vmii3s		49	4	0	root														
ši+	ши+	și	și	C		49	5	32	cc														
ne+	не+	ne	ne	Pp1pa		49	6																
pǫrǫsitь	пѫрѫсить	părăsit	părăsit	Vmpa		49	7		advmod														
tъn'žïę.	тън͛жїѧ.	tînjia	tînji	Vmii3s		49	8	28	conj														
kumu+	кꙋмꙋ+	cumu	cum	R		49	9	36	mark														
š'+	ш͛+	ș	se	Px---a		49	10	36	expl														
va	ва	va	va	Vaip3s		49	11	36	aux					1									
î+frъmseca	ꙟ+фръмсеца	îfrumseța	înfrumuseța	Vmn		49	12	0	advcl														
suflet+	сꙋфлет+	suflet	suflet	Nnsnn		49	13	36	obj														
ulь	ꙋль	ul	ul	Pd-nsd		49	14	37	det	p_nom													
kum'.	кꙋм͛.	cum	cum	R		49	15	42	mark														
sъ+	съ+	să	se	Px---a		49	16	42	expl							kako sladkago ženixova uslyšit glasa. kako dvamь sьlikьstvuet mǫdryim. kako ženixova nasladit sę zrěnïa. krasoty. slavy. světlosti. sьprěbyvanïa. blaženstva							
va+	ва+	va	va	Vaip3s		49	17	42	aux														
logodi+	логоди+	logodi	logodi	Vmn		49	18	0	advcl														
pre+	пре+	pre	pre	S		49	19	44	case														
sine	сине	sine	sine	Px---o		49	20	42	obj					1									
mire+	мире+	mire	mire	Nmsny		49	21	42	obl	iobj													
lui	лꙋи	lui	ul	Pd-msd		49	22	45	det	p_nom													
čereskь	черескь	ceresc	ceresc	Amsn		49	23	45	amod														
lui	лꙋи	lui	lui	Pd-msd		49	24	49	det	ext													
ıs	ıс	Is	Iisus	Nmsny		49	25	45	aposs														
xs.	хс.	Hs	Hristos	Nmsny		49	26	45	aposs														
kum'	кꙋм͛	cum	cum	R		49	27	55	mark														
sъ+	съ+	să	se	Px---a		49	28	55	expl														
va	ва	va	va	Vaip3s		49	29	55	aux														
îdulči	ꙟдꙋлчи	îndulci	îndulci	Vmn		49	30	55	advcl					1									
de+	де+	de	de	S		49	31	57	case														
veděrę	ведѣрѧ	vedeare	vedere	Nfsnn		49	32	55	obl														
mire+	мире+	mire	mire	Nmsny		49	33	57	nmod														
lui	лꙋи	lui	ul	Pd-msd		49	34	58	det	p_nom													
sǫu.	сѫꙋ.	său	său	Amsn	Amsd?	49	35	58	amod														
de+	де+	de	de	S		49	36	62	case														
slava	слава	slava	slavă	Nfson		49	37	55	obl														
ši	ши	și	și	C		49	38	65	cc														
de+	де+	de	de	S		49	39	65	case														
lumina	лꙋмина	lumina	lumină	Nfson		49	40	57	conj					1									
ši	ши	și	și	C		49	41	68	cc														
de+	де+	de	de	S		49	42	68	case														
bukurïę	бꙋкꙋрїѧ	bucurie	bucurie	Nfsnn		49	43	57	conj														
čě+	чѣ+	cea	cea	Pd-fsn		49	44	68	det	p_adj													
feričitǫ.	феричитѫ.	fericită	fericit	Afsn		49	45	68	amod														
																							
De+	Де+	de	de	S		50	1	2	case				that is why her heart was in pain 			O semь tьčіǫ toǫ srcde bolěznьno běše. o semь toǫ ꙫči slьzami pomračaemy běxǫ vynǫ, 							
ačasta	ачаста	aceasta	aceasta	R		50	2	6	advmod														
numai+	нꙋмаи+	numai	numai	R		50	3	6	advmod					1									
če	че	ce	ce	Pr		50	4	7	advmod														
w+	ѡ+	o	o	Pp3fsa		50	5	6	obj														
durę	дꙋрѧ	durea	durea	Vmii3s		50	6	0	root														
inima	инима	inima	inimă	Nfson		50	7	6	nsubj														
																							
ši+	ши+	și	și	C		51	1	8	cc				and her eyes were always darkened by tears										
okï+	окї+	ochi	ochi	Nmpnn		51	2	8	nsubj														
i	и	i	ul	Pd-mpn		51	3	2	det	p_nom													
de+	де+	de	de	S		51	4	5	case														
lakrǫmi+	лакрѫми+	lacrămi	lacrimă	Nfpnn		51	5	8	obl														
i	и	i	îl	Pd--sd		51	6	8	obl	iobj													
era	ера	era	fi	Vmii3p		51	7	8	cop														
îtune_kaci	ꙟтꙋне_каци	întune_caţi	întunecat	Ampn		51	8	0	root					1									
pururę.	пꙋрꙋрѧ.	pururia	pururi	R		51	9	8	advmod														
																							
îtr+	ꙟтр+	într	într-	S		52	1	2	case				Compelled by these and carefulness, and the cunning devil didn't let her without the annoyance of the freaking apparitions and without horrible visions			Vь six i sicevyx toi upražněǫštis' i pekǫštis', nikakože prěsta lǫkavyi tǫ iskušaǫšti mьčtanmi že i prividěnmi. 						5	Struggle with the Devil
ačěstę	ачѣстѧ	acestea	acestea	Pd-fpn		52	2	3	obl														
nevoindu+	невоиндꙋ+	nevoindu	nevoi	Vmpp		52	3	0	root														
se	се	se	se	Px---a		52	4	3	expl														
ši	ши	și 	și 	C		52	5	6	cc														
gri_žindu+	гри_жиндꙋ	grijinduse	îngriji	Vmpp		52	6	3	conj					2									
se,	се,	se	se	Px---a		52	7	6	expl														
																							
jarǫ	ꙗрѫ	iară	iară	C		53	1	7	cc		49	/img/varlaam/cazania49.jpg											
viklěn+	виклѣн+	viclean	viclean	Amsn		53	2	4	amod														
ulь	ꙋль	ul	ul	Pd-msn		53	3	2	det	p_adj													
dïavolь	дїаволь	diavol	diavol	Nmsny		53	4	7	nsubj														
nu+	нꙋ+	nu	nu	Qz		53	5	7	advmod														
mai	маи	mai	mai	R		53	6	7	advmod														
pǫrǫ_sïę	пѫрѫ_сїѧ	părăsia	părăsi	Vmii3s		53	7	0	root					1									
dě+	дѣ+	de	de	S		53	8	10	case														
w+	ѡ+	o	o	Pp3fsa		53	9	10	obj														
supǫrarě.	сꙋпѫрарѣ.	supărarea	supărare	Nfson	Vmp	53	10	14	obl														
ku+	кꙋ+	cu	cu	S		53	11	12	case														
arǫtъri	арѫтъри	arătări	arătare	Nfpnn		53	12	10	nmod														
îfrikošate,	ꙟфрикошате,	înfricoșăte	înfricoșător	Afpn		53	13	12	amod					1									
ši	ши	și	și	C		53	14	16	cc														
ku+	кꙋ+	cu	cu	S		53	15	16	case														
nǫlučiri.	нѫлꙋчири.	năluciri	nălucire	Nfpnn		53	16	12	conj														
grozniče.	грозниче.	groaznice	groaznic	Afpn		53	17	16	amod														
																							
unewri	ꙋнеѡри	uneori	uneori	R		54	1	4	advmod				sometimes it was like a snake, sometimes it was like a horrible beast			množiceǫ že i vь različnyę źvěrę sebe prětvarěaše, eže kako bi toi sponǫ ot tečenïa sьtvorilь							
šěrpe+	шѣрпе+	șarpe	șarpe	Nmsny		54	2	4	xcomp					1									
sъ+	съ+	să	se	Px---a		54	3	4	expl														
fъ_čě	фъ_чѣ	făce	face	Vmii3s		54	4	0	root														
altewtri	алтеѿри	alteotri	alteori	R		54	5	4	advmod														
xïarǫ	хїарѫ	hiară	hiară	Nfsny		54	6	4	xcomp														
grozlivǫ.	грозливѫ.	grozlivă	grozliv	Afsn		54	7	6	amod														
																							
sъ+	съ+	să	se 	Px---a		55	1	2	expl				it showed to scare the saint, to make her stop her penitence										
arǫta	арѫта	arăta	arăta	Vmii3s		55	2	0	root														
ka+	ка+	ca	ca	C		55	3	5	mark														
sъ	съ	să	să	C		55	4	5	aux														
sparïe	спарїе	sparie	speria	Vmsp3s		55	5	2	advcl					1									
svъnta	свънта	sfînta	sfîntă	Nfsoy		55	6	5	obj														
sъ+	съ+	să	să	C		55	7	8	aux														
pǫrǫsaskǫ	пѫрѫсаскѫ	părăsască	părăsi	Vmsp3s		55	8	5	conj														
podvig+	подвиг+	podvig	podvig	Nnsnn		55	9	8	obj														
ulь	ꙋль	ul	ul	Pd-nsn		55	10	9	det	p_nom													
sъu.	съꙋ.	său	său	Ansn		55	11	9	amod	poss													
																							
če	че	ce	ce	C		56	1	9	cc				but the good virgin Parascheva put her hope in the hands of the one above 			nǫ doblaa paraskevi vyšněgo položi priběžište sebě, slьznoi ot ꙫčіu neprěstanno izvodęšti istočnik							
bouna	боуна	buna	bună	Afsn		56	2	3	amod					1									
fečoarǫ	фечоарѫ	fecioară	fecioară	Nfsny		56	3	4	aposs														
paraskeva.	параскева.	Parascheva	Parascheva	Nfsoy		56	4	9	nsubj														
Pre+	Пре+	pre	pe	S		56	5	6	case														
čela	чела	cela	cela	Pd-msn		56	6	9	obl														
de+	де+	de	de	S		56	7	8	case														
susь	сꙋсь	sus	sus	R		56	8	6	nmod														
pusǫ	пꙋсѫ	pusă	pune	Vmia3s		56	9	0	root														
nedě_ždę	недѣ_ждѧ	nadeajde	nădejde	Nfsnn		56	10	9	obj					1									
sa.	са.	sa	sa	Afsn		56	11	10	amod	poss													
																							
ši	ши	și 	și 	C		57	1	14	cc				and with his strength in the women's nature, she got threw all his trades and tricks like a man			Sice ubo toi vь ženskomь estьstvě mǫžьskyi stęžavši razumь							
ku+	кꙋ+	cu 	cu 	S		57	2	3	case														
putěrę	пꙋтѣрѧ	puteria	putere	Nfson		57	3	9	obl														
ačeluę,	ачелꙋѧ,	aceluia	acela	Pd-msd		57	4	3	det														
î+	ꙟ+	î	în	S		57	5	6	case														
fire	фире	fire	fire	Nfsnn		57	6	9	obl														
muerě_skǫ	мꙋерѣ_скѫ	muierească	muierească	Afsn		57	7	6	amod					1									
bǫrbǫtěšte	бѫрбѫтѣще	bărbăteaște	bărbătește	R		57	8	9	advmod														
kъl'kǫ	къл͛кѫ	călcă	călca	Vmia3s		57	9	0	root														
toate	тоате	toate	tot	Anpn		57	10	11	amod														
mešteršuguri+	мещершꙋгꙋри+	meșteșuguri	meșteșug	Nnpnn		57	11	9	obj					1									
le	ле	le	ul	Pd-npn		57	12	11	det	p_nom													
lui.	лꙋи.	lui	el	Pp3msd		57	13	11	nmod	poss													
ši	ши	și	și	C		57	14	15	cc														
viklešuguri+	виклешꙋгꙋриле	vicleșuguri	vicleșug	Nnpnn		57	15	11	conj														
le	ле	le	ul	Pd-npn		57	16	15	det	p_nom													
lui,	лꙋи,	lui	el	Pp3msd		57	17	15	nmod	poss													
																							
ka+	ка+	ca	ca	C		58	1	7	cc				as easy as a spider she ruined and vanished it			vьsę vražïę jakože někotorǫǫ paǫčinǫ razarěaše kьzni							
