text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	
šte	ще	šte	štja	Vaip3si		63	5	7	aux														
da+	да+	da	da	C		63	6	5	fixed														
báde	бáде	bade	bъda	Vmip3se		63	7	0	root					1									
na+	на+	na	na	Sl		63	8	9	case														
krásky	крáскы	kraski	krasen	Amsny		63	9	13	amod														
i+	и+	i	i	C		63	10	12	cc														
ne+	не+	ne	ne	Qz		63	11	12	amod														
věštestьvnïi	вѣщестьвнїи	věštestъvnii	veštestven	Amsny		63	12	9	conj														
rái.	рáи.	rai	rai	Nmsnn		63	13	7	obl														
																							
Katô	Като̂	kato	kato	C		64	1	2	mark				as St Petka saw this apparition and heard those words	1									
vídě	ви́дѣ	vidě	vidja	Vmia3si		64	2	11	advcl														
staa	стаа	staa	svęt	Afsny		64	3	4	amod														
pétka	пе́тка	petka	Petka	Nfsny		64	4	2	nsubj														
tovâ	товâ	tova	tova	Pd-nsn		64	5	6	det														
vidě´nïe.	видѣ́нїе.	viděnie	videnie	Nnsnn		64	6	2	obj														
i	и	i	i	C		64	7	8	cc					1									
čjuʺ	чюʺ	čju	čuja	Vmia3si		64	8	2	conj														
tïà	тїà	tia	tezi	Pd-fpn		64	9	10	det														
dúmi	дꙋ́ми	dumi	duma	Nfpnn		64	10	8	obj														
razúmě	разꙋ́мѣ	razumě	razuměja	Vmia3se		64	11	0	root				she understood, that this apparition was from God										
čé+	че́+	če	če	C		64	12	13	mark														
ïe	їе	ie	e	Vmip3si		64	13	11	advcl														
wt+	ѿ+	ot	ot	Sg		64	14	15	case														
ba	ба	ba	bog	Nmsgy		64	15	13	obl	abl													
tovâ	товâ	tova	tova	Pd-nsn		64	16	17	det					1									
vidě´nie.	видѣ́ние.	viděnie	videnie	Nnsnn		64	17	13	nsubj														
																							
i+	и+	i	i	C		65	1	2	cc				and she found out that she will die soon										
pózna	по́зна	pozna	poznaja	Vmia3se		65	2	0	root														
čé+	че́+	če	če	C		65	3	7	mark														
šte	ще	šte	štja	Vaip3si		65	4	7	aux	fut													
da+	да+	da	da	C		65	5	4	fixed	inf													
sè	сѐ	se	se	Px---a		65	6	7	expl														
prěstávi	прѣстáви	prěstavi	prěstavja	Vmip3se		65	7	2	advcl					1									
skóro.	ско́ро.	skoro	skoro	R		65	8	7	advmod														
																							
i+	и+	i	i	C		66	1	2	cc				and she was glad										
zaraduvaš+	зарадꙋваш+	zaraduvaš	zaraduvam	Vmia3se		66	2	0	root														
se	се	se	se	Px---a		66	3	2	expl														
																							
i+	и+	i	i	C		67	1	2	cc				and she worried:										
grižáše+	грижáше+	grižaše	grižja	Vmii3si		67	2	0	root														
se	се	se	se	Px---a		67	3	2	expl														
																							
kak'+	как͛+	kak	kak	Pq		68	1	3	advmod				ʺhow can I leave the desert?ʺ										
si	си	si	se	Px---d		68	2	3	expl					1									
ostávi	остáви	ostavi	ostavja	Vmip3se		68	3	0	root														
pustinjá+	пꙋстинꙗ́+	pustinja	pustinja	Nfsnn		68	4	3	obj														
ta.	та.	ta	tъ	Pd-fsn		68	5	4	det	p_nom													
																							
zaštô	защо̂	zašto	zaštoto	C		69	1	7	cc				because nothing else can purify the human soul as a desert										
ne+	не+	ne	ne	Qz		69	2	3	advmod														
móže	мо́же	može	moga	Vaip3si		69	3	7	aux					1									
níšto	ни́що	ništo	ništo	Pz		69	4	7	nsubj														
drúgo	дрꙋ́го	drugo	drug	Ansnn		69	5	4	amod														
da+	да+	da	da	C		69	6	3	fixed	inf													
očísti	очи́сти	očisti	očistja	Vmip3se		69	7	0	root														
člku	члкꙋ	člku	človek	Nmsdy		69	8	7	obl	iobj													
dša+	дша+	dša	duša	Nfsny		69	9	7	obj														
ta	та	ta	tъ	Pd-fsn		69	10	9	det	p_nom				1									
katô	като̂	kato	kato	C		69	11	12	mark														
pústinja.	пꙋ́стинꙗ.	pustinja	pustinja	Nfsnn		69	12	7	advcl														
																							
I+	И+	i	i	C		70	1	17	cc				and then, as St Petka heard that voice										
togázi	тогáзи	togazi	togazi	Pr		70	2	17	advmod														
staa	стаа	staa	svęt	Afsny		70	3	4	amod														
pé_tka.	пе́_тка.	petka	Petka	Nfsny		70	4	17	nsubj					1									
káto	кáто	kato	kato	C		70	5	6	mark														
čjuʺ	чюʺ	čju	čuja	Vmia3si		70	6	17	advcl														
wn'zi	ѡн͛зи	onzi	onzi	Pd-msn		70	7	8	det	ext													
glas.	глас.	glas	glas	Nmsnn		70	8	6	obj														
i+	и+	i	i	C		70	9	14	mark				even though she didn't want										
da+	да+	da	da	C		70	10	14	aux	opt													
í+	и́+	i	tja	Pp3fsd		70	11	14	obl	iobj													
sé	се́	se	se	Px---a		70	12	14	expl														
ne	не	ne	ne	Qz		70	13	14	advmod					1									
ště´še.	щѣ́ше.	štěše	štja	Vmii3si		70	14	17	advcl														
a+	а+	a	a	C		70	15	17	cc				she left that desert										
tïjaʺ	тїꙗʺ	tija	tja	Pp3fsn		70	16	4	expl														
wstávi	ѡстáви	ostavi	ostavja	Vmia3se		70	17	0	root														
wnázi	ѡнáзи	onazi	onazi	Pd-fsa		70	18	19	det	ext													
pustïnja.	пꙋстїнꙗ.	pustinja	pustinja	Nfsnn		70	19	17	obj					1									
																							
I+	И+	i	i	C		71	1	2	cc				and first she went to Tsarigrad										
poíde	пои́де	poide	poida	Vmia3se		71	2	0	root														
prьvě´nь	прьвѣ́нь	prъvěnъ	pъrvěn	R		71	3	2	advmod														
na+	на+	na	na	Sa		71	4	5	case														
cri_grádь,	цри_грáдь,	crigradъ	Carigrad	Nmsnn		71	5	2	obl	lat													
																							
i+	и+	i	i	C		72	1	2	cc				and entered the church of Christ										
ulě´ze	ꙋлѣ́зе	ulěze	vlěza	Vmia3se		72	2	0	root					2									
u	ꙋ	u	u	Sg		72	3	4	case		33v	/img/petka/709_33v.jpg											
crkva	црква	crkva	cъrkva	Nfsnn		72	4	2	obl	lat													
xva.	хва.	xva	Xristov	Afsnn		72	5	4	amod	poss													
																							
i+	и+	i	i	C		73	1	4	cc				and she prayed (ʺdid prayerʺ) perpetually										
mlba	млба	mlba	molba	Nfsnn		73	2	4	obj														
neprěstáno	непрѣстáно	neprěstano	neprestanno	R		73	3	4	advmod														
číně_še	чи́нѣ_ше	činěše	činja	Vmii3si		73	4	0	root					1									
																							
kákь	кáкь	kakъ	kak	Pq		74	1	3	advmod				how could one describe so many kneelings and meditation and tears										
da+	да+	da	da	C		74	2	1	fixed														
iskáže	искáже	iskaže	izkaža	Vmip3se		74	3	0	root														
člkь	члкь	člkъ	človek	Nmsny		74	4	3	nsubj														
tol'kozi	тол͛кози	tolkozi	tolkozi	Pr		74	5	6	amod					1									
metanïe	метанїе	metanie	metanie	Nnpnn		74	6	3	obj														
i+	и+	i	i	C		74	7	8	cc														
póklony.	по́клоны.	pokloni	poklon	Nmpnn		74	8	6	conj														
i+	и+	i	i	C		74	9	10	cc														
slь´zy	сль́зы	slъzi	sъlza	Nfpnn		74	10	8	conj														
																							
i+	и+	i	i	C		75	1	8	cc				and she was awake for all the days and nights										
síčьki	си́чьки	sičъki	vsičъk	Amsnn		75	2	3	amod					1									
dni	дни	dni	den	Nmpnn		75	3	8	nmod														
i+	и+	i	i	C		75	4	5	cc														
nóšti	но́щи	nošti	nošt	Nfpnn		75	5	3	conj														
na+	на+	na	na	Sl		75	6	7	case														
bdě´nïe	бдѣ́нїе	bděnie	bděnie	Nnsnn		75	7	8	obl	loc													
bě´še.	бѣ́ше.	běše	sъm	Vmii3si		75	8	0	root														
																							
i+	и+	i	i	C		76	1	2	cc				and she wept and craved for the desert										
plačě´še	плачѣ́ше	plačěše	plača	Vmii3si		76	2	0	root					1									
i+	и+	i	i	C		76	3	4	cc														
tьgúvaše	тьгꙋ́ваше	tъguvaše	tъguvam	Vmii3si		76	4	2	conj														
za+	за+	za	za	Sa		76	5	6	case														
pústinja+	пꙋ́стинꙗ+	pustinja	pustinja	Nfsnn		76	6	2	obl														
ta.	та.	ta	tъ	Pd-fsn		76	7	6	det	p_nom													
																							
i+	и+	i	i	C		77	1	2	cc				and she visited all the churches as a diligent bee										
wbíde	ѡби́де	obide	obida	Vmia3se		77	2	0	root					1									
sički	сички	sički	vsičъk	Afpnn		77	3	4	amod														
crkvi.	цркви.	crkvi	cъrkva	Nfpnn		77	4	2	obj														
katô	като̂	kato	kato	C		77	5	7	mark														
édna	е́дна	edna	edin	Afsnn		77	6	7	det														
pčéla	пче́ла	pčela	pčela	Nfsnn		77	7	2	advcl														
ra_bótnaa	ра_бо́тнаа	rabotnaa	raboten	Afsny		77	8	7	amod					1									
štô	що̂	što	što	Pq		77	9	10	mark				which visits all the vernal flowers										
wbxódi	ѡбхо́ди	obxodi	obxodja	Vmip3se		77	10	7	acl														
síč'ki	си́ч͛ки	sički	vsičъk	Ampnn		77	11	12	amod														
cvě´tove	цвѣ́тове	cvětove	cvět	Nmpnn		77	12	10	obj					1									
prolě´tnïi.	пролѣ́тнїи.	prolětnii	prolěten	Ampny		77	13	12	amod														
																							
i+	и+	i	i	C		78	1	2	cc				and (then) she went to (the) church of most-holy Mother of God which is called Blachernae										
poíde	пои́де	poide	poida	Vmia3se		78	2	0	root														
u+	ꙋ+	u	u	Sg		78	3	4	case														
crkva	црква	crkva	cъrkva	Nfsnn		78	4	2	obl	lat													
prěčstěi	прѣчстѣи	prěčstěi	prečist	Afsdy		78	5	6	amod					1									
bci.	бци.	bci	Bogorodica	Nfsdy		78	6	4	nmod	poss													
čtô+	что̂+	čto	čьto	Pq		78	7	9	mark														
se	се	se	se	Px---a		78	8	9	expl														
zóve	зо́ве	zove	zovja	Vmip3se		78	9	4	acl														
vlaxérna.	влахе́рна.	vlaxerna	Vlaxerna	Nfsnn		78	10	9	obl	pred													
																							
i+	и+	i	i	C		79	1	3	cc				and there she came (ʺfellʺ?) to the icon of most-holy Mother of God										
támo	тáмо	tamo	tamo	R		79	2	3	advmod					1									
pripáde	припáде	pripade	pripasti	Vmia3se		79	3	0	root														
na+	на+	na	na	Sa		79	4	5	case														
ikóna	ико́на	ikona	ikona	Nfsnn		79	5	3	obl	lat													
prčstěi	прчстѣи	prčstěi	prečist	Afsdy		79	6	7	amod														
bci	бци	bci	Bogorodica	Nfsdy		79	7	5	nmod	poss													
																							
i+	и+	i	i	C		80	1	8	cc				and she poured a lot of tears from her eyes										
slь´zi	сль́зи	slъzi	sъlza	Nfpnn		80	2	8	obj					1									
wt+	ѿ+	ot	ot	Sg		80	3	4	case														
oči+	очи+	oči	oko	Nndnn		80	4	8	obl														
te+	те+	te	tъ	Pd-ndn		80	5	4	det	p_nom													
si	си	si	se	Px---d		80	6	4	nmod	poss													
mnógo	мно́го	mnogo	mnogo	R		80	7	2	amod														
izlïă.	излїӑ.	izliă	izleja	Vmia3se		80	8	0	root														
																							
i+	и+	i	i	C		81	1	2	cc				and she said and prayed to the Mother of God:										
dumáše	дꙋмáше	dumaše	dumam	Vmii3si		81	2	0	root					1									
i+	и+	i	i	C		81	3	4	cc														
moljáše+	молꙗ́ше+	moljaše	molja	Vmii3si		81	4	2	conj														
se	се	se	se	Px---a		81	5	4	expl														
bci.	бци.	bci	Bogorodica	Nfsdy		81	6	2	obl	iobj													
																							
Tébe	Те́бе	tebe	ti	Pp2-sg		82	1	18	obl	iobj			ʺUpon yourself, o Lady (ʺwhich isʺ) of the whole worldʺ										
vldčce	влдчце	vldčce	vladičica	Nfsvy		82	2	1	vocative														
štó+	що́+	što	što	Pq		82	3	4	mark														
si	си	si	se	Vmip2si		82	4	2	acl					1									
na+	на+	na	na	Sa		82	5	7	case														
síčki	си́чки	sički	vsičъk	Amsny		82	6	7	amod														
svě´tь.	свѣ́ть.	světъ	svět	Nmsnn		82	7	4	obl	iobj													
i+	и+	i	i	C		82	8	9	cc				ʺand who gave birth to Lord Godʺ										
porodílá	породи́лá	porodila	porodja	Vmp--se	Afsnn	82	9	4	conj														
esi	еси	esi	sъm	Vaip2si		82	10	9	aux	prf													
ga	га	ga	Gospod	Nmsgy		82	11	9	obj														
ba.	ба.	ba	bog	Nmsgy		82	12	11	appos					1									
azь	азь	azъ	az	Pp1-sn		82	13	18	nsubj				ʺto yourself I dedicated (ʺleftʺ) my lifeʺ										
mói	мо́и	moi	moi	Amsny		82	14	15	amod	poss													
živótь	живо́ть	životъ	život	Nmsnn		82	15	18	obj														
u+	ꙋ+	u	u	Sg		82	16	17	case														
tébě	те́бѣ	tebě	ti	Pp2-sg	Pp2-sd	82	17	1	expl														
wstávïxь.	ѡстáвїхь.	ostavixъ	ostavja	Vmia1se		82	18	0	root					1									
																							
i+	и+	i	i	C		83	1	5	cc				ʺand in yourself I hope that you have mercy upon meʺ										
na+	на+	na	na	Sl		83	2	3	case														
tebě´+	тебѣ́+	tebě	ti	Pp2-sg	Pp2-sd	83	3	5	obl	iobj													
se	се	se	se	Px---a		83	4	5	expl														
naděja	надѣꙗ	naděja	naděja	Vmip1se		83	5	0	root														
dá+	дá+	da	da	C		83	6	8	mark														
me	ме	me	az	Pp1-sa		83	7	8	obj														
pomíluvašь.	поми́лꙋвашь.	pomiluvašъ	pomiluvam	Vmip2se		83	8	5	advcl					1									
																							
i+	и+	i	i	C		84	1	5	cc				ʺdon't turn away in disgust from me, your servantʺ										
ne+	не+	ne	ne	Qz		84	2	3	advmod														
děí+	дѣи́+	děi	dějati	Vmm-2se		84	3	5	aux	opt													
se	се	se	se	Px---a		84	4	5	expl														
gnúsi,	гнꙋ́си,	gnusi	gnusja	Vmn---i		84	5	0	root														
wt+	ѿ+	ot	ot	Sg		84	6	7	case														
méne	ме́не	mene	az	Pp1-sg		84	7	5	obl														
što+	що+	što	što	Pq		84	8	11	mark														
sam	сам	sam	sъm	Vmip1si		84	9	11	cop														
tvóa	тво́а	tvoa	tvoi	Afsny		84	10	11	amod	poss				1									
robínja.	роби́нꙗ.	robinja	robinja	Nfsny		84	11	7	acl														
																							
zášto	зáщо	zašto	zaštoto	C		85	1	8	cc				ʺbecause I followed your son and prayed since my youthʺ										
i+	и+	i	i	C		85	2	8	cc														
ázь	áзь	azъ	az	Pp1-sn		85	3	8	nsubj														
wt+	ѿ+	ot	ot	Sg		85	4	5	case														
mládostь	млáдость	mladostъ	mladost	Nfsnn		85	5	8	obl														
tvo_ému	тво_е́мꙋ	tvoemu	tvoi	Amsdy		85	6	7	amod	poss				1									
snu	снꙋ	snu	sin	Nmsdy		85	7	8	obl	iobj													
poslěduvax	послѣдꙋвах	poslěduvax	poslědovam	Vmia3se		85	8	0	root														
																							
i+	и+	i	i	C		86	1	2	cc				ʺand I pray (you)ʺ										
mlju+	млю+	mlju	molja	Vmip1si		86	2	0	root														
se	се	se	se	Px---a		86	3	2	expl														
																							
i+	и+	i	i	C		87	1	3	cc				ʺand you know, o Virgin, my womanly nature and my weaknessʺ										
tiʺ	тиʺ	ti	ti	Pp2-sn		87	2	3	nsubj					1									
znaéšь	знае́шь	znaešъ	znaja	Vmip2si		87	3	0	root														
dvce	двце	dvce	děvica	Nfsvy		87	4	2	vocative														
móe+	мо́е+	moe	moi	Ansny		87	5	8	amod	poss													
to	то	to	tъ	Pd-nsn		87	6	5	det	p_adj													
žen'sko	жен͛ско	žensko	ženski	Ansnn		87	7	8	amod														
esstvo.	есство.	esstvo	estestvo	Nnsnn		87	8	3	obj					1									
i+	и+	i	i	C		87	9	11	cc														
móa	мо́а	moa	moi	Afsny		87	10	11	amod	poss													
slábostь	слáбость	slabostъ	slabost	Nfsnn		87	11	8	conj														
štó+	що́+	što	što	Pq		87	12	18	mark				ʺwhich worries my soulʺ (ʺwhich is my soul's worryʺ)										
e	е	e	sъm	Vmip3si		87	13	18	cop														
na+	на+	na	na	Sa		87	14	17	case														
móa+	мо́а+	moa	moi	Afsny		87	15	17	amod	poss													
ta	та	ta	tъ	Pd-fsn		87	16	15	det	p_adj													
dša	дша	dša	duša	Nfsny		87	17	18	nmod	poss				2									
oznóba.	озно́ба.	oznoba	oznoba	Nfsnn		87	18	11	obl	pred	34r	/img/petka/709_34r.jpg						stěi pétki	стѣи пе́тки	*ni*	·ни·		
																							
ami	ами	ami	ami	C		88	1	8	cc				ʺbut you, o St Mother of Godʺ										
i+	и+	i	i	C		88	2	8	cc														
tiʺ	тиʺ	ti	ti	Pp2-sn		88	3	8	nsubj														
staa	стаа	staa	svęt	Afsny		88	4	5	amod														
bce.	бце.	bce	Bogorodica	Nfsvy		88	5	3	vocative														
tí+	ти́+	ti	ti	Pp2-sn		88	6	3	expl				ʺyou be my helperʺ										
mi	ми	mi	az	Pp1-sd		88	7	8	obl	iobj				1									
búdi	бꙋ́ди	budi	bъda	Vmm-2se		88	8	0	root														
pomoštníci	помощни́ци	pomoštnici	pomoštnica	Nfsdy		88	9	8	obl	pred													
																							
zášto	зáщо	zašto	zaštoto	C		89	1	9	cc				ʺbecause I have no hope at another place than by yourselfʺ										
wsvě´nь	ѡсвѣ́нь	osvěnъ	osvěn	Sg		89	2	3	case														
tébe	те́бе	tebe	ti	Pp2-sg		89	3	9	obl					1									
na+	на+	na	na	Sl		89	4	6	case														
drúgo	дрꙋ́го	drugo	drug	Ansnn		89	5	6	amod														
mě´sto	мѣ́сто	město	město	Nnsnn		89	6	9	obl	loc													
nadéžda	наде́жда	nadežda	naděžda	Nfsnn		89	7	9	obj														
ne+	не+	ne	ne	Qz		89	8	9	advmod														
imam	имам	imam	imam	Vmip1si		89	9	0	root					1									
																							
amiʺ	амиʺ	ami	ami	C		90	1	4	cc				ʺbut you be my teacherʺ										
tiʺ+	тиʺ+	ti	ti	Pp2-sn		90	2	4	nsubj														
mi	ми	mi	az	Pp1-sd		90	3	4	obl	iobj													
búdi	бꙋ́ди	budi	bъda	Vmm-2se		90	4	0	root														
nastávnica	настáвница	nastavnica	nastavnica	Nfsny		90	5	4	obl	pred													
dá+	дá+	da	da	C		90	6	8	mark				ʺso that you leads me to the goodness and remorseʺ										
me	ме	me	az	Pp1-sa		90	7	8	obj					1									
nastávišь	настáвишь	nastavišъ	nastavja	Vmip2se		90	8	4	advcl														
na+	на+	na	na	Sa		90	9	10	case														
dobrô.	добро̂.	dobro	dobro	Nnsnn		90	10	8	obl														
i+	и+	i	i	C		90	11	13	cc														
na+	на+	na	na	Sa		90	12	13	case														
pokaánïe	покаáнїе	pokaanie	pokajanie	Nnsnn		90	13	10	conj														
																							
tiʺ	тиʺ	ti	ti	Pp2-sn		91	1	4	nsubj				ʺ(so that) you shall protect me from all evilʺ	1									
dá+	дá+	da	da	C		91	2	4	aux	opt													
me	ме	me	az	Pp1-sa		91	3	4	obj														
upázišь	ꙋпáзишь	upazišъ	upazja	Vmip2se		91	4	0	root														
wt+	ѿ+	ot	ot	Sg		91	5	7	case														
síčko	си́чко	sičko	vsičъk	Ansnn		91	6	7	amod														
zloʺ.	злоʺ.	zlo	zlo	Nnsnn		91	7	4	obl	abl													
																							
zaštô	защо̂	zašto	zaštoto	C		92	1	7	cc				ʺbecause I had yourself as my helper as I was in (the) desertʺ	1									
kogà	когà	koga	koga	Pq		92	2	3	mark														
běx	бѣх	běx	sъm	Vmii1si		92	3	7	advcl														
vъ+	въ+	vъ	v	Sl		92	4	5	case														
pústynja,	пꙋ́стынꙗ,	pustinja	pustinja	Nfsnn		92	5	3	obl	loc													
tébe	те́бе	tebe	ti	Pp2-sg		92	6	7	obj														
imax	имах	imax	imam	Vmia1si		92	7	0	root					1									
pomoštni_ca.	помощни_ца.	pomoštnica	pomoštnica	Nfsny		92	8	7	obl	pred													
																							
a+	а+	a	a	C		93	1	4	cc				ʺbut now I have returned into (the) worldʺ										
segá+	сегá+	sega	sega	R		93	2	4	advmod														
se	се	se	se	Px---a		93	3	4	expl														
vrь´nax	врь́нах	vrъnax	vъrna	Vmia1se		93	4	0	root														
vъ+	въ+	vъ	v	Sa		93	5	6	case														
mírь.	ми́рь.	mirъ	mir	Nmsnn		93	6	4	obl	lat				1									
																							
ami	ами	ami	ami	C		94	1	6	cc				ʺbut now, hear and protect me againʺ										
pákь	пáкь	pakъ	pak	R		94	2	6	advmod														
i	и	i	i	C		94	3	6	cc														
segá+	сегá+	sega	sega	R		94	4	6	advmod														
me	ме	me	az	Pp1-sa		94	5	6	obj														
učjúvai	ꙋчю́ваи	učjuvai	učuja	Vmm-2se		94	6	0	root														
i+	и+	i	i	C		94	7	8	cc														
upazi	ꙋпази	upazi	upazja	Vmm-2se		94	8	6	conj					1									
																							
i+	и+	i	i	C		95	1	4	cc				ʺand be my helperʺ										
pomoštníca+	помощни́ца+	pomoštnica	pomoštnica	Nfsny		95	2	4	obl	pred													
mi	ми	mi	az	Pp1-sd		95	3	4	obl	iobj													
búdi	бꙋ́ди	budi	bъda	Vmm-2se		95	4	0	root														
																							
i+	и+	i	i	C		96	1	2	cc				ʺand cover me from all evilʺ										
pokrïí+	покрїи́+	pokrii	pokrija	Vmm-2se		96	2	0	root														
me	ме	me	az	Pp1-sa		96	3	2	obj														
wt	ѿ	ot	ot	Sg		96	4	6	case					1									
sičko	сичко	sičko	vsičъk	Ansnn		96	5	6	amod														
zloʺ.	злоʺ.	zlo	zlo	Nnsnn		96	6	2	obl														
																							
I+	И+	i	i	C		97	1	4	cc				and thus she prayed									7	Death of Petka
tová+	товá+	tova	tova	Pd-nsn		97	2	4	obj														
se	се	se	se	Px---a		97	3	4	expl														
pomóli,	помо́ли,	pomoli	pomolja	Vmia3se		97	4	0	root														
																							
i+	и+	i	i	C		98	1	2	cc				and wept from all heart										
pláka	плáка	plaka	plača	Vmia3si		98	2	0	root					1									
wt+	ѿ+	ot	ot	Sg		98	3	5	case														
síčko	си́чко	sičko	vsičъk	Ansnn		98	4	5	amod														
srdce.	срдце.	srdce	sъrdce	Nnsnn		98	5	2	obl														
																							
I+	И+	i	i	C		99	1	2	cc				and she left										
izlě´ze	излѣ́зе	izlěze	izlěza	Vmia3se		99	2	0	root														
																							
i+	и+	i	i	C		100	1	4	cc				and went (ʺto goʺ) to her (ʺownʺ) homeland										
trь´gna	трь́гна	trъgna	trъgna	Vaia3se		100	2	4	aux														
da+	да+	da	da	C		100	3	2	fixed														
ide	иде	ide	ida	Vmip3si		100	4	0	root					1									
na+	на+	na	na	Sa		100	5	9	case														
svoé+	свое́+	svoe	svoi	Ansny		100	6	9	amod	poss													
to+	то+	to	tъ	Pd-nsn		100	7	6	det	p_adj													
si	си	si	se	Px---d		100	8	6	nmod														
wtčьstvo	ѿчьство	otčъstvo	otečestvo	Nnsnn		100	9	4	obl	lat													
																							
i+	и+	i	i	C		101	1	2	cc				and came to Epibates, which was her homeland										
doíde,	дои́де,	doide	doida	Vmia3se		101	2	0	root														
do+	до+	do	do	Sg		101	3	4	case														
epivá_ti	епивá_ти	epivati	Epivati	Nmpnn		101	4	2	obl	lat				1									
čtô	что̂	čto	čьto	Pr		101	5	8	mark														
bě´še	бѣ́ше	běše	sъm	Vmii3si		101	6	8	cop														
neíno	неи́но	neino	nein	Ansnn		101	7	8	amod	poss													
otčьstvo.	отчьство.	otčъstvo	otečestvo	Nnsnn		101	8	4	acl														
																							
i+	и+	i	i	C		102	1	2	cc				and stayed there for quite some time										
prě_biʺ	прѣ_биʺ	prěbi	prebъda	Vmia3se		102	2	0	root					1									
támo	тáмо	tamo	tamo	R		102	3	2	advmod														
vrě´me	врѣ́ме	vrěme	vrěme	Nnsnn		102	4	2	obj														
ne+	не+	ne	ne	Qz		102	5	6	amod														
málo	мáло	malo	malo	R		102	6	4	amod														
																							
i+	и+	i	i	C		103	1	4	cc				and nobody recognized her										
níkoi	ни́кои	nikoi	nikoi	Pz---n		103	2	4	nsubj														
ne	не	ne	ne	Qz		103	3	4	advmod					1									
poznávaše+	познáваше+	poznavaše	poznavam	Vmii3si		103	4	0	root														
ju	ю	ju	tja	Pp3fsa		103	5	4	obj														
																							
i+	и+	i	i	C		104	1	8	cc				and there (she did much) fasting, meditation (and) staying awake										
támo	тáмо	tamo	tamo	R		104	2	8	advmod														
póstь	по́сть	postъ	post	Nmsnn		104	3	8	obj														
metánïe	метáнїе	metanie	metanie	Nnsnn		104	4	3	conj					1									
bdě´nïe.	бдѣ́нїе.	bděnie	bděnie	Nnsnn		104	5	4	conj														
kói	ко́и	koi	koi	Pq---n		104	6	8	nsubj				who could tell (how much?)										
móže	мо́же	može	moga	Vaip3si		104	7	8	aux														
iskáza.	искáза.	iskaza	izkaža	Vmn---e		104	8	0	root														
																							
vъ+	въ+	vъ	v	Sl		105	1	2	discourse				some time passed										
vrě´me	врѣ́ме	vrěme	vrěme	Nnsnn		105	2	4	nsubj					1									
ně´koe	нѣ́кое	někoe	někoi	Ansny		105	3	2	amod														
promína+	проми́на+	promina	premina	Vmia3se		105	4	0	root														
se	се	se	se	Px---a		105	5	4	expl														
													and she understood that she will die (soon)										
i+	и+	i	i	C		106	1	2	cc														
pozná	познá	pozna	poznaja	Vmia3se		106	2	0	root														
če+	че+	če	če	C		106	3	7	mark														
štè	щѐ	šte	štja	Vaip3si		106	4	7	aux	fut													
da+	да+	da	da	C		106	5	4	fixed	inf													
sè	сѐ	se	se	Px---a		106	6	7	expl					1									
prěstávi.	прѣстáви.	prěstavi	prěstavja	Vmip3se		106	7	2	advcl														
													and she gave (ʺdid herʺ) a prayer to God										
i+	и+	i	i	C		107	1	2	cc														
stóri+	сто́ри+	stori	storja	Vmia3se		107	2	0	root														
si	си	si	se	Px---d		107	3	2	expl														
mlba	млба	mlba	molba	Nfsnn		107	4	2	obj														
na+	на+	na	na	Sa		107	5	6	case														
ba.	ба.	ba	bog	Nmsgy		107	6	2	obl	iobj													
													and said with tears:										
i	и	i	i	C		108	1	2	cc					1									
rče	рче	rče	reka	Vmia3se		108	2	0	root														
sь+	сь+	sъ	s	Si		108	3	4	case														
slьzy.	сльзы.	slъzi	sъlza	Nfpnn		108	4	2	obl														
													ʺo Lord, Lover of humansʺ										
Člko_ljúb'če	Члко_лю́б͛че	Člkoljubče	človekoljubec	Nmsvy		109	1	5	vocative														
vldko	влдко	vldko	vladika	Nmsvy		109	2	1	appos				ʺdo not leave me, (who am) your servantʺ										
da+	да+	da	da	C		109	3	5	aux	opt													
nè	нѐ	ne	ne	Qz		109	4	5	advmod					2									
ostávišь	остáвишь	ostavišъ	ostavja	Vmip2se		109	5	0	root		34v	/img/petka/709_34v.jpg											
méne	ме́не	mene	az	Pp1-sg		109	6	5	obj														
što+	що+	što	što	Pq		109	7	8	mark														
sámь	сáмь	samъ	sъm	Vmip1si		109	8	6	acl														
rába	рáба	raba	robinja	Nfsny		109	9	8	amod														
tvóa	тво́а	tvoa	tvoi	Afsny		109	10	9	amod	poss			ʺwho has left everything for your nameʺ										
de_to+	де_то+	deto	deto	Pr		109	11	16	mark					1									
sámь	сáмь	samъ	sъm	Vaip1si		109	12	16	aux	prf													
rádi	рáди	radi	radi	Sg		109	13	14	case														
ime	име	ime	ime	Nnsnn		109	14	16	obl														
tvoè	твоѐ	tvoe	tvoi	Ansny		109	15	14	amod	poss													
ostavila	оставила	ostavila	ostavja	Vmp--se	Afsnn	109	16	5	acl														
si_č'ko.	си_ч͛ко.	sičko	vsičko	Nnsnn		109	17	16	obj					1									
																							
i+	и+	i	i	C		110	1	4	cc				ʺand to yourself I ranʺ										
k+	к+	k	k	Sd		110	2	3	case														
tebě`	тебѣ̀	tebě	ti	Pp2-sg	Pp2-sd	110	3	4	obl	lat													
priběgnax.	прибѣгнах.	priběgnax	priběgna	Vmia3se		110	4	0	root														
																							
amì	амѝ	ami	ami	C		111	1	5	cc				ʺbut, my Lord God, give a calm command to an angelʺ										
