text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc					chunk	
umertvi	умертви	umertvi	umъrtvja	Vmip3se		30	4	1	advcl														
tělo+	тѣло+	tělo	tělo	Nnsnn		30	5	4	obj														
to	то	to	tъ	Pd-nsn		30	6	5	det	p_nom													
i	и	i	i	C		30	7	9	cc														
da	да	da	da	C		30	8	9	mark					1									
prosvęt	просвѧт	prosvęt	prosvětja	Vmip3se		30	9	4	conj														
duša+	дꙋша+	duša	duša	Nfsny		30	10	9	obj														
tǫ,	тѫ,	tǫ	tъ	Pd-fsa		30	11	10	det	p_nom													
tamo	тамо	tamo	tamo	R		30	12	1	advmod				there, where nobody was looking, only the eye of God, which sees all										
gděto	гдѣто	gděto	kъdeto	Pr		30	13	17	mark														
nikoĭ	никой	nikoi	nikoi	Pz-msn		30	14	17	nsubj														
ne	не	ne	ne	Qz		30	15	17	advmod														
ę	ѧ	ę	tja	Pp3fsa		30	16	17	obj														
gledalъ,	гледалъ,	gledalъ	gledam	Vmp--si		30	17	12	advcl	prf													
samo	само	samo	samo	R		30	18	21	amod														
božïe+	божïе+	božie	božii	Ansny		30	19	21	amod	poss													
to	то	to	tъ	Pd-nsn		30	20	19	det	p_adj													
oko	око	oko	oko	Nnsnn		30	21	14	conj					1									
koeto	което	koeto	koito	Pr-nsn		30	22	24	mark														
sičko	сичко	sičko	vsičko	R		30	23	24	obj														
vidi.	види.	vidi	vidja	Vmip3si		30	24	21	acl														
																							
Tę	Тѧ	Tę	tja	Pp3fsn		31	1	6	nsubj				she did not think about this world										
za	за	za	za	Sa		31	2	4	case														
tozi	този	tozi	tozi	Pd-msn		31	3	4	det	ext													
světъ	свѣтъ	světъ	svět	Nmsnn		31	4	6	obl														
ne	не	ne	ne	Qz		31	5	6	advmod														
myslela	мыслела	mislela	mislja	Vmpi-si		31	6	0	root	prf													
																							
samo	само	samo	samo	R		32	1	6	advmod				in day and in night, she cared only for her soul										
za	за	za	za	Sa		32	2	3	case														
duša+	дꙋша+	duša	duša	Nfsny		32	3	6	obl							Nedělnik 1868: samo za dušatǫ si sę grižala							
tǫ	тѫ	tǫ	tъ	Pd-fsa		32	4	3	det	p_nom													
sę	сѧ	sę	se	Px---a		32	5	6	expl					1									
grižala	грижала	grižala	griža	Vmpi-si		32	6	0	root	prf													
dinę	динѧ	dinę	den	R		32	7	6	advmod														
i	и	i	i	C		32	8	9	cc														
noštę	нощѧ	noštę	nošt	R		32	9	7	conj														
																							
i	и	i	i	C		33	1	2	cc				and she spoke:										
dumala:	дꙋмала:	dumala	dumam	Vmp--si		33	2	0	root	prf						Nedělnik 1868: kazvala							
																							
gospodi,	господи,	gospodi	gospod	Nmsvy		34	1	4	vocative				ʺo Lord, I think (of) you alwaysʺ										
tebe	тебе	tebe	ti	Pp2-sg		34	2	4	obj														
sěkoga	сѣкога	sěkoga	vsěkogi	R		34	3	4	advmod														
myslę	мыслѧ	mislę	mislja	Vmip1si		34	4	0	root														
																							
i	и	i	i	C		35	1	3	cc				ʺand I want youʺ										
tebe	тебе	tebe	ti	Pp2-sg		35	2	3	obj					1									
želae,	желае,	želae	želaja	Vmip3si		35	3	0	root														
																							
koga	кога	koga	koga	Pq		36	1	3	advmod				ʺwhen will I come to you, to rejoice forever?ʺ										
šte	ще	šte	šta	Vaip3si		36	2	3	aux	fut													
doda	дода	doda	doida	Vmip1se		36	3	0	root														
predъ	предъ	predъ	pred	Sa		36	4	5	case														
tebe,	тебе,	tebe	ti	Pp2-sg		36	5	3	obl	lat													
da	да	da	da	C		36	6	8	mark														
sę	сѧ	sę	se	Px---a		36	7	8	expl														
vesele	веселе	vesele	veselja	Vmip3si		36	8	3	advcl														
sěkoga?	сѣкога?	sěkoga	vsěkogi	R		36	9	8	advmod					1									
																							
Tǫĭ	Тѫй	Tǫi	tъi	R		37	1	4	mark				as she prayed to God and lived purely, the Devil many times changed into various beasts									5	Struggle with the Devil
kato	като	kato	kato	C		37	2	1	fixed														
sę	сѧ	sę	se	Px---a		37	3	4	expl														
molila	молила	molila	molja	Vmp--si		37	4	14	advcl	prf													
na	на	na	na	Sa		37	5	6	case														
boga	бога	boga	bog	Nmsgy		37	6	4	obl	iobj													
i	и	i	i	C		37	7	8	cc														
živěeši	живѣеши	živěeši	živěja	Vmii3si		37	8	4	conj														
čisto,	чисто,	čisto	čisto	R		37	9	8	advmod														
mnogo	много	mnogo	mnogo	R		37	10	11	amod														
pǫti	пѫти	pǫti	pъt	Nmpnn		37	11	14	obl														
dïavola	дïавола	diavola	diavol	Nmsgy	Nmsoy	37	12	14	nsubj	p_nom				1									
sę	сѧ	sę	se	Px---a		37	13	14	expl														
prestruvaše	престрꙋваше	prestruvaše	Pr	Vmii3si		37	14	0	root														
na	на	na	na	Sa		37	15	17	case														
razny	разны	razni	razen	Ampnn		37	16	17	amod														
zvěrove,	звѣрове,	zvěrove	zvěr	Nmpny		37	17	14	obl	lat													
																							
i	и	i	i	C		38	1	2	cc				and he ran against her to scare her										
tičaše	тичаше	tičaše	tičam	Vmii3si		38	2	0	root														
vъrxu	върхꙋ	vъrxu	vъrxu	S		38	3	4	case														
neę	неѧ	neę	tja	Pp3fsg		38	4	2	obl	lat													
da	да	da	da	C		38	5	7	mark														
ę	ѧ	ę	tja	Pp3fsa		38	6	7	obj														
uplaši,	уплаши,	uplaši	uplaša	Vmip3se		38	7	2	advcl					1									
																							
no	но	no	no	C		39	1	6	cc				but when she crossed herself, she torn up the Devil's schemes like a spider web										
tę	тѧ	tę	tja	Pp3fsn		39	2	6	nsubj														
kato	като	kato	kato	C		39	3	5	mark														
sę	сѧ	sę	se	Px---a		39	4	5	expl														
prekrъsteše,	прекръстеше,	prekrъsteše	Pr	Vmii3se		39	5	6	advcl														
raskasvaše	раскасваше	raskasvaše	razkъsvam	Vmii3si		39	6	0	root														
dïavolski+	дïаволски+	diavolski	diavolski	Afpnn		39	7	9	amod														
tě	тѣ	tě	tъ	Pd-fpn		39	8	7	det	p_adj													
xitrosti	хитрости	xitrosti	xitrost	Nfpnn		39	9	6	obj														
kato	като	kato	kato	C		39	10	11	mark														
pa-ęčina,	па-ѧчина,	paęčina	paęčina	Nfsnn		39	11	6	advcl					1									
																							
i	и	i	i	C		40	1	2	cc				and she was defeating the Devil as David (defeated) Goliath										
pobědęvaše	побѣдѧваше	pobědęvaše	pobedjavam	Vmii3si		40	2	0	root														
dïavola	дïавола	diavola	diavol	Nmsgy		40	3	2	obj														
kato	като	kato	kato	C		40	4	5	mark														
Davidъ	Давидъ	Davidъ	David	Nmsny		40	5	2	advcl														
Golïęta;	Голïѧта;	Golięta;	Goliat	Nmsgy		40	6	5	obj														
																							
zaštoto	защото	zaštoto	zaštoto	C		41	1	4	cc				because God Himself lived in her, for her great purity										
samъ	самъ	samъ	sam	Amsnn		41	2	3	amod														
bogъ	богъ	bogъ	bog	Nmsny		41	3	4	nsubj					1									
živěęše	живѣѧше	živěęše	živěja	Vmii3si		41	4	0	root														
vъ	въ	vъ	v	Sl		41	5	6	case														
neę,	неѧ,	neę	tja	Pp3fsg		41	6	4	obl	loc													
za	за	za	za	Sa		41	7	11	case														
neĭnǫ+	нейнѫ+	neinǫ	nein	Afsan		41	8	11	amod	poss													
tǫ	тѫ	tǫ	tъ	Pd-fsa		41	9	8	det	p_adj													
golěmǫ	голѣмѫ	golěmǫ	golěm	Afsan		41	10	11	amod														
čistotǫ.	чистотѫ.	čistotǫ	čistota	Nfsan		41	11	4	obl														
																							
Tamo	Тамо	Tamo	tamo	R		42	1	3	advmod				as she lived there for many years, one night an angel of God came to her									6	Petka in Blachernae
kato	като	kato	kato	C		42	2	3	mark														
živęla	живѧла	živęla	živěja	Vmp--si		42	3	6	advcl	prf				1									
mnogo	много	mnogo	mnogo	R		42	4	5	amod														
godiny,	годины,	godini	godina	Nfpnn		42	5	3	obl														
dodi	доди	dodi	doida	Vmia3se		42	6	0	root														
edna	една	edna	edna	Ansnn		42	7	8	amod														
noštь	нощь	noštъ	nošt	Nfsnn		42	8	6	obl														
angelъ	ангелъ	angelъ	angel	Nmsny		42	9	6	nsubj														
božiĭ	божий	božii	božii	Amsny		42	10	9	amod	poss													
pri	при	pri	pri	Sa		42	11	12	case														
neę	неѧ	neę	tja	Pp3fsg		42	12	6	obl	lat													
																							
i	и	i	i	C		43	1	2	cc				and he said:										
reče:	рече:	reče	reka	Vmia3se		43	2	0	root														
																							
O	О	O	o	I		44	1	2	discourse				ʺo maiden, leave the desert nowʺ										
děvi-ce	дѣви-це	děvice	děvica	Nfsvy		44	2	4	vocative					1									
(moma)	(мома)	moma	moma	Nfsnn		44	3	2	reparandum														
ostavi	остави	ostavi	ostavja	Vmm-2se		44	4	0	root														
sega	сега	sega	sega	R		44	5	4	advmod														
pustynę+	пꙋстынѧ+	pustinę	pustinja	Nfsnn		44	6	4	obj														
tǫ	тѫ	tǫ	tъ	Pd-fsa		44	7	6	det	p_nom													
																							
i	и	i	i	C		45	1	2	cc				ʺand go to your homelandʺ										
idi	иди	idi	ida	Vmm-2si		45	2	0	root														
vъ	въ	vъ	v	Sa		45	3	6	case														
tvoe+	твое+	tvoe	tvoi	Ansny		45	4	6	amod	poss													
to	то	to	tъ	Pd-nsn		45	5	4	det	p_adj													
otečestvo:	отечество:	otečestvo	otečestvo	Nnsnn		45	6	2	obl	lat													
																							
zaštoto	защото	zaštoto	zaštoto	C		46	1	3	cc				ʺbecause there you have to give your body to the earthʺ	1									
tamo	тамо	tamo	tamo	R		46	2	3	advmod														
trěbǫ	трѣбѫ	trěbǫ	trjabvam	Vaip3si		46	3	0	root														
da	да	da	da	C		46	4	3	mark														
otdadešь	отдадешь	otdadešъ	otdam	Vmip2se		46	5	3	advcl														
tělo+	тѣло+	tělo	tělo	Nnsnn		46	6	5	obj														
to	то	to	tъ	Pd-nsn		46	7	6	det	p_nom													
si	си	si	si	Px---d		46	8	6	nmod	poss													
na	на	na	na	Sa		46	9	10	case														
zemlę+	землѧ+	zemlę	zemlja	Nfsnn		46	10	5	obl	iobj													
tǫ,	тѫ,	tǫ	tъ	Pd-fsa		46	11	10	det	p_nom													
a	а	a	a	C		46	12	13	cc				ʺbut your soul (you will give) to Godʺ										
duša+	дꙋша+	duša	duša	Nfsnn		46	13	5	conj														
tǫ	тѫ	tǫ	tъ	Pd-fsa		46	14	13	det	p_nom													
si	си	si	si	Px---d		46	15	13	nmod	poss													
na	на	na	na	Sa		46	16	17	case														
bo-ga.	бо-га.	boga	bog	Nmsgy		46	17	13	orphan	iobj				1									
																							
Toga	Тога	Toga	togava	Pr		47	1	26	advmod				as St. Parascheva understood her coming death, even if she liked the desert, where she lived as an angel, nevertheless she stood up										
světa	свѣта	světa	svęt	Afsnn		47	2	3	amod														
Paraskeva	Параскева	Paraskeva	Paraskeva	Nfsnn		47	3	26	nsubj														
kato	като	kato	kato	C		47	4	5	mark														
razumě	разꙋмѣ	razumě	razuměja	Vmia3si		47	5	26	advcl														
svoe+	свое+	svoe	svoi	Ansny		47	6	8	amod	poss													
to	то	to	tъ	Pd-nsn		47	7	6	det	p_adj													
prestavlenïe	преставленïе	prestavlenie	prestavlenie	Nnsnn		47	8	5	obj														
(umira-nïe),	(ꙋмира-нïе),	umiranie	umiranie	Nnsnn		47	9	8	reparandum					1									
ako	ако	ako	ako	C		47	10	15	mark														
i	и	i	i	C		47	11	10	fixed														
da	да	da	da	C		47	12	15	aux	opt													
i	и	i	tja	Pp3fsd		47	13	15	obl	iobj													
běše	бѣше	běše	sъm	Vmii3si		47	14	15	cop														
milo	мило	milo	milo	R		47	15	26	advcl														
za	за	za	za	Sa		47	16	17	case														
pustynę+	пꙋстынѧ+	pustinę	pustinja	Nfsnn		47	17	15	obl														
tǫ,	тѫ,	tǫ	tъ	Pd-fsa		47	18	17	det	p_nom													
vъ	въ	vъ	v	Sl		47	19	21	case														
koęto	коѧто	koęto	kojato	Pr-fsn		47	20	21	mark														
živěeše	живѣеше	živěeše	živěja	Vmii3si		47	21	17	acl														
kato	като	kato	kato	C		47	22	23	mark					1									
angelъ,	ангелъ,	angelъ	angel	Nmsny		47	23	21	advcl														
no	но	no	no	C		47	24	26	cc														
pakъ	пакъ	pakъ	pak	R		47	25	26	advmod														
stana	стана	stana	stana	Vmia3se		47	26	0	root														
																							
i	и	i	i	C		48	1	2	cc				and she went first to Tsarigrad										
otidi	отиди	otidi	otida	Vmia3se		48	2	0	root														
pьrvo	пьрво	pъrvo	pъrvo	R		48	3	2	advmod														
vъ	въ	vъ	v	Sa		48	4	5	case														
Cari-gradъ,	Цари-градъ,	Carigradъ	Carigrad	Nmsnn		48	5	2	obl	lat													
																							
gděto	гдѣто	gděto	kъdeto	Pr		49	1	3	advmod				there she entered (the church of) St. Sophia and Blachernae			Nedělnik 1806: i+ vlę´zla vъ prekrásnaę Crkov stýę Sofíi: Táko i+ vъ Crkvi pre_stýi Bdcy í+že vъ Vlaxérnax							
kato	като	kato	kato	C		49	2	1	fixed														
vle-zi	вле-зи	vlezi	vleza	Vmia3se		49	3	0	root					1									
vъ	въ	vъ	v	Sa		49	4	6	case														
světa	свѣта	světa	svęt	Afsnn		49	5	6	amod														
Sofïa	Софïа	Sofia	Sofia	Nfsnn		49	6	3	obl	lat													
i	и	i	i	C		49	7	9	cc														
vo	во	vo	v	Sa		49	8	9	case														
vlaxerna	влахерна	vlaxerna	Vlaxerna	Nfsnn		49	9	6	conj	lat													
(balaklii)	(балаклии)	balaklii	Balaklii	N-snn		49	10	9	reparandum							něstь v 1868							
																							
i	и	i	i	C		50	1	3	cc				and she knelt (there)										
sę	сѧ	sę	se	Px---a		50	2	3	expl														
pokloni,	поклони,	pokloni	poklonja	Vmia3se		50	3	0	root														
																							
otъ	отъ	otъ	ot	Sg		51	1	3	case				she stood up from there									7	Death of Petka
tamo	тамо	tamo	tamo	R		51	2	3	advmod					1									
stana	стана	stana	stana	Vmia3se		51	3	0	root														
																							
i	и	i	i	C		52	1	2	cc				and she went to her fatherland, the village of Epibates, where she lived for some time, fasting and praying										
otidi	отиди	otidi	otida	Vmia3se		52	2	0	root														
vъ	въ	vъ	v	Sa		52	3	6	case														
svoe+	свое+	svoe	svoi	Ansny		52	4	6	amod	poss													
to	то	to	tъ	Pd-nsn		52	5	4	det	p_adj													
otečestvo	отечество	otečestvo	otečestvo	Nnsnn		52	6	2	obl	lat													
vъ	въ	vъ	v	Sa		52	7	8	case														
selo+	село+	selo	selo	Nnsnn		52	8	6	appos														
to	то	to	tъ	Pd-nsn		52	9	8	det	p_nom													
Epivatъ,	Єпиватъ,	Epivatъ	Epivat	Nmsnn		52	10	8	appos														
gděto	гдѣто	gděto	kъdeto	Pr		52	11	12	mark														
poživě	поживѣ	poživě	poživěja	Vmia3se		52	12	6	acl					1									
nekolko	неколко	nekolko	několko	Pi		52	13	14	amod														
vreme	време	vreme	vrěme	Nnsnn		52	14	12	obl														
sъ	съ	sъ	s	Si		52	15	16	case														
postъ	постъ	postъ	post	Nmsnn		52	16	12	obl														
i	и	i	i	C		52	17	18	cc														
molitvǫ.	молитвѫ.	molitvǫ	molitva	Nfsan		52	18	16	conj														
																							
I	И	I	i	C		53	1	9	cc				and when she understood that she was going to die, she prayed to God for her soul and for the whole world										
kato	като	kato	kato	C		53	2	3	mark														
razumě	разꙋмѣ	razumě	razuměja	Vmia3si		53	3	9	advcl														
skoro+	скоро+	skoro	skoro	Ansnn		53	4	7	amod														
to	то	to	tъ	Pd-nsn		53	5	4	det	p_adj													
si	си	si	si	Px---d		53	6	4	nmod	poss													
pre-stavlenïe	пре-ставленïе	prestavlenie	prestavlenie	Nnsnn		53	7	3	obj					1									
(umiranïe),	(ꙋмиранïе),	umiranie	umiranie	Nnsnn		53	8	7	reparandum														
pomoli+	помоли+	pomoli	pomolja	Vmia3se		53	9	0	root														
sę	сѧ	sę	se	Px---a		53	10	9	expl														
bogu	богꙋ	bogu	bog	Nmsdy		53	11	9	obl	iobj													
za	за	za	za	Sa		53	12	15	case														
svoę+	своѧ+	svoę	svoi	Afsny		53	13	15	amod	poss													
tǫ	тѫ	tǫ	tъ	Pd-fsa		53	14	13	det	p_adj													
duša	дꙋша	duša	duša	Nfsnn		53	15	9	obl														
i	и	i	i	C		53	16	19	cc														
za	за	za	za	Sa		53	17	19	case														
sičkïę	сичкïѧ	sičkię	vsičъk	Amsoy		53	18	19	amod	p_adj													
světъ,	свѣтъ,	světъ	svět	Nmsnn		53	19	15	conj					1									
																							
predadi	предади	predadi	predam	Vmia3se		54	1	0	root				(and) she gave her blessed soul to the hands of God										
blažennǫ+	блаженнѫ+	blažennǫ	blažen	Afsan		54	2	5	amod														
tǫ	тѫ	tǫ	tъ	Pd-fsa		54	3	2	det	p_adj													
si	си	si	si	Px---d		54	4	5	nmod	poss													
duša	дꙋша	duša	duša	Nfsnn		54	5	1	obj														
vъ	въ	vъ	v	Sa		54	6	9	case														
božii+	божии+	božii	božii	Afpnn		54	7	9	amod	poss													
tě	тѣ	tě	tъ	Pd-fpn		54	8	7	det	p_adj													
rǫcě,	рѫцѣ,	rǫcě	rъka	Nfpnn		54	9	1	obl	lat													
																							
i	и	i	i	C		55	1	3	cc				and they buried her on a simple place										
ę	ѧ	ę	tja	Pp3fsa		55	2	3	obj														
pogribaxa	погрибаха	pogribaxa	pogreba	Vmii3pe		55	3	0	root														
vъ	въ	vъ	v	Sa		55	4	7	case														
edno	ед-но	edno	edin	Ansnn		55	5	7	amod					1									
prosto	просто	prosto	prost	Ansnn		55	6	7	amod														
město.	мѣсто.	město	město	Nnsnn		55	7	3	obl	loc				1									
																							
No	Но	No	no	C		56	1	16	cc				but God, who wanted to make the body of St. Parascheva famous because of her virtues, miraculously revealed it after many years									8	Discovery of the Relics
bogъ,	богъ,	bogъ	bog	Nmsny		56	2	16	nsubj														
koĭto	който	koito	koito	Pr		56	3	4	mark														
iskaše	искаше	iskaše	iskam	Vmii3si		56	4	2	acl														
da	да	da	da	C		56	5	6	mark														
proslavi	прослави	proslavi	proslavja	Vmia3se		56	6	4	advcl														
tělo+	тѣло+	tělo	tělo	Nnsnn		56	7	6	obj														
to	то	to	tъ	Pd-nsn		56	8	7	det	p_nom													
na	на	na	na	Sa		56	9	11	case														
svętaę	свѧтаѧ	svętaę	svęt	Afsny		56	10	11	amod														
paras-keva;	парас-кева;	paraskeva	Paraskeva	Nfsnn		56	11	7	nmod	poss				1									
zaradi	заради	zaradi	zaradi	Sg		56	12	15	case														
neĭny+	нейны+	neini	nein	Afpnn		56	13	15	amod	poss													
tě	тѣ	tě	tъ	Pd-fpn		56	14	13	det	p_adj													
dobriny,	добрины,	dobrini	dobrina	Nfpnn		56	15	4	obl														
pokaza	показа	pokaza	pokaža	Vmia3se		56	16	0	root														
go	го	go	toi	Pp3msa		56	17	16	obj														
slědъ	слѣдъ	slědъ	sled	S		56	18	20	case														
mnogo	много	mnogo	mnogo	R		56	19	20	amod														
godiny	годины	godini	godina	Nfpnn		56	20	16	obl														
čudes-no.	чꙋдес-но.	čudesno	čudesno	R		56	21	16	advmod					1									
																							
Zaštoto	Защото	Zaštoto	zaštoto	C		57	1	10	cc				for close to the place, where the body of St. Parascheva was buried, there was a tower, in which a hermit was fasting										
gděto	гдѣто	gděto	kъdeto	Pr		57	2	4	mark														
běši	бѣши	běši	sъm	Vaii3si		57	3	4	aux	pass													
zaroveno	заровено	zaroveno	zarovja	Vmpa-se		57	4	10	advcl														
tělo+	тѣло+	tělo	tělo	Nnsnn		57	5	4	nsubj														
to	то	to	tъ	Pd-nsn		57	6	5	det	p_nom													
na	на	na	na	Sa		57	7	9	case														
svęta	свѧта	svęta	svęt	Afsnn		57	8	9	amod														
paraskevǫ,	параскевѫ,	paraskevǫ	Paraskeva	Nfsay		57	9	5	nmod	poss													
ima-še	има-ше	imaše	imam	Vmii3si		57	10	0	root					1									
blizo	близо	blizo	blizo	R		57	11	10	advmod														
edna	една	edna	edin	Afsnn		57	12	13	amod														
kula,	кꙋла,	kula	kula	Nfsnn		57	13	10	obj														
v	в	v	v	Sl		57	14	15	case														
koęto	коѧто	koęto	kojato	Pr-fsn		57	15	16	mark	loc													
postěše	постѣше	postěše	postja	Vmii3si		57	16	13	acl														
někoĭ	нѣкой	někoi	někoi	Amsny		57	17	18	amod														
postnikъ.	постникъ.	postnikъ	postnik	Nmsnn		57	18	16	nsubj														
																							
I	И	I	i	C		58	1	8	cc				and one day, as one ship passed, they threw from her a dead sailor to the sea shore, (close to the place) where was the tower										
edinъ	единъ	edinъ	edin	Amsnn		58	2	3	amod														
denь	день	denъ	den	Nmsnn		58	3	8	obl					1									
kato	като	kato	kato	C		58	4	5	mark														
mina	мина	mina	mina	Vmia3se		58	5	8	advcl														
edna	една	edna	edin	Afsnn		58	6	7	amod														
gimïa,	гимïа,	gimia	gimija	Nfsnn		58	7	5	nsubj														
isfъrlixa	исфърлиха	isfъrlixa	izxvъrlja	Vmii3pe		58	8	0	root														
otъ	отъ	otъ	ot	Sg		58	9	10	case														
neę	неѧ	neę	tja	Pp3fsg		58	10	8	obl	abl													
edinъ	единъ	edinъ	edin	Amsnn		58	11	13	amod														
umręlъ	умрѧлъ	umręlъ	umra	Amsnn	Vmp--se	58	12	13	amod														
gimiџïa	гимиџïа	gimiџia	gemidžija	Nmsoy		58	13	8	obj														
kraĭ	край	krai	krai	Nmsnn		58	14	13	obl	lat				1									
more+	море+	more	more	Nnsnn		58	15	14	nmod	poss													
to	то	to	tъ	Pd-nsn		58	16	15	det	p_nom													
gděto	гдѣто	gděto	kъdeto	Pr		58	17	18	mark														
běše	бѣше	běše	sъm	Vmii3si		58	18	14	acl														
kula+	кꙋла+	kula	kula	Nfsnn		58	19	18	nsubj														
ta,	та,	ta	tъ	Pd-fsn		58	20	19	det	p_nom													
																							
koĭto	който	koito	koito	Pr-msn		59	1	10	nsubj				as it was there laying (ʺsittingʺ) for a long time unburied, it began to stink heavily										
kato	като	kato	kato	C		59	2	3	mark														
sěde	сѣде	sěde	sědja	Vmia3si		59	3	10	acl														
mnogo	много	mnogo	mnogo	R		59	4	5	amod														
vreme	време	vreme	vrěme	Nnsnn		59	5	3	obl														
ne	не	ne	ne	Qz		59	6	7	amod														
pogrebenъ,	погребенъ,	pogrebenъ	pogreba	Vmpa-se	Amsnn	59	7	3	obl	pred				1									
načna	начна	načna	načna	Vaia3se		59	8	10	aux														
da	да	da	da	C		59	9	8	fixed	inf													
smъrdi	смърди	smъrdi	smъrdja	Vmip3si		59	10	0	root														
teško.	тешко.	teško	težko	R		59	11	10	advmod														
																							
I	И	I	i	C		60	1	9	cc				and as the hermit could not suffer it any longer, he commanded some some people to bury it deep in the ground, so that it does not stink										
kato	като	kato	kato	C		60	2	7	mark														
ne+	не+	ne	ne	Qz		60	3	4	advmod														
možeše	можеше	možeše	moga	Vaii3si		60	4	7	aux														
večь	вечь	večъ	veče	Qg		60	5	7	advmod														
da	да	da	da	C		60	6	4	fixed	inf													
tъrpi	търпи	tъrpi	tъrpja	Vmip3si		60	7	9	advcl														
postnika,	постника,	postnika	postnik	Nmsgy	Nmsoy	60	8	7	nsubj	p_nom				1									
zapověda	заповѣда	zapověda	zapovědam	Vmia3si		60	9	0	root														
na	на	na	na	Sa		60	10	12	case														
někoi	нѣкои	někoi	někoi	Ampnn		60	11	12	amod														
čelověcy	человѣцы	čelověci	člověk	Nmpny		60	12	9	obl	iobj													
da	да	da	da	C		60	13	15	mark														
go	го	go	toi	Pp3msa		60	14	15	obj														
zakopaętъ	закопаѧтъ	zakopaętъ	zakopaja	Vmip3pe		60	15	9	advcl														
dъlboko	дълбоко	dъlboko	dъlboko	R		60	16	15	advmod														
vъ	въ	vъ	v	Sa		60	17	18	case														
zemlę+	землѧ+	zemlę	zemlja	Nfsnn		60	18	15	obl	lat													
tǫ	тѫ	tǫ	tъ	Pd-fsa		60	19	18	det	p_nom													
da	да	da	da	C		60	20	22	mark					1									
ne	не	ne	ne	Qz		60	21	22	advmod														
smъrdi.	смърди.	smъrdi	smъrdja	Vmip3si		60	22	15	advcl														
																							
Tězi	Тѣзи	Tězi	tezi	Pd-mpn		61	1	2	det	ext			as those people dug, they found the body of St. Parascheva, whole and healthy (looking?)										
čelověcy	человѣцы	čelověci	člověk	Nmpny		61	2	5	nsubj														
kato	като	kato	kato	C		61	3	4	mark														
kopaęxa,	копаѧха,	kopaęxa	kopaja	Vmii3pi		61	4	5	advcl														
namerixa	намериха	namerixa	namerja	Vmii3pe		61	5	0	root														
tělo+	тѣло+	tělo	tělo	Nnsnn		61	6	5	obj														
to	то	to	tъ	Pd-nsn		61	7	6	det														
na	на	na	na	Sa		61	8	10	case														
svęta	свѧта	svęta	svęt	Afsnn		61	9	10	amod					1									
Paraskevǫ	Параскевѫ	Paraskevǫ	Paraskeva	Nfsay		61	10	6	nmod	poss													
cělo	цѣло	cělo	cěl	Ansnn		61	11	6	amod														
i	и	i	i	C		61	12	13	cc														
zdravo,	здраво,	zdravo	zdrav	Ansnn		61	13	11	conj														
																							
no	но	no	no	C		62	1	7	cc				but, because they were simple, they did not recognize that it was a holy body										
zaštoto	защото	zaštoto	zaštoto	C		62	2	4	mark														
běxa	бѣха	běxa	sъm	Vmii3pi		62	3	4	cop														
prosti,	прости,	prosti	prost	Ampnn		62	4	7	advcl														
ne	не	ne	ne	Qz		62	5	7	advmod														
go	го	go	toi	Pp3msa		62	6	7	obj														
poznaxa	познаха	poznaxa	poznaja	Vmii3pe		62	7	0	root														
či	чи	či	če	C		62	8	9	mark					1									
e	е	e	sъm	Vmip3si		62	9	6	acl														
světo	свѣто	světo	svęt	Ansnn		62	10	11	amod														
tělo	тѣло	tělo	tělo	Nnsnn		62	11	9	obl	pred													
(mošti),	(мощи),	mošti	mošti	Nfpnn		62	12	11	reparandum														
																							
no	но	no	no	C		63	1	2	cc				but they buried it back to the earth										
zarinaxa	заринаха	zarinaxa	zarina	Vmii3pe		63	2	0	root														
go	го	go	toi	Pp3msa		63	3	2	obj														
pakъ	пакъ	pakъ	pak	R		63	4	2	advmod														
vъ	въ	vъ	v	Sa		63	5	6	case														
zemlę+	землѧ+	zemlę	zemlja	Nfsnn		63	6	2	obl	lat													
tǫ,	тѫ,	tǫ	tъ	Pd-fsa		63	7	6	det	p_nom													
																							
zarovixa	заровиха	zarovixa	zarovja	Vmii3pe		64	1	0	root				(and) they buried the stinking body there too										
ta-mo	та-мо	tamo	tamo	R		64	2	1	advmod					1									
i	и	i	i	C		64	3	6	amod														
smradno+	смрадно+	smradno	smraden	Ansnn		64	4	6	amod														
to	то	to	tъ	Pd-nsn		64	5	4	det	p_adj													
tělo	тѣло	tělo	tělo	Nnsnn		64	6	1	obj														
																							
i	и	i	i	C		65	1	3	cc				and they went away										
si	си	si	si	Px---d		65	2	3	expl														
otidoxa.	отидоха.	otidoxa	otida	Vmii3pe		65	3	0	root					1									
																							
Toga	Тога	Toga	togava	Pr		66	1	11	advmod				then, one of those people									9	Recovery of the Relics
edinъ	единъ	edinъ	edin	Amsnn		66	2	11	nsubj														
otъ	отъ	otъ	ot	Sg		66	3	5	case														
tězi	тѣзи	tězi	tezi	Pd-mpn		66	4	5	det	ext													
čelověcy,	человѣцы,	čelověci	člověk	Nmpny		66	5	2	nmod	abl													
komuto	комꙋто	komuto	koito	Pr-msd		66	6	9	mark	iobj			whose name was Georgi										
ime+	име+	ime	ime	Nnsnn		66	7	9	nsubj														
to	то	to	tъ	Pd-nsn		66	8	7	det	p_nom													
běše	бѣше	běše	sъm	Vmii3si		66	9	2	acl														
Georgiĭ,	Георгий,	Georgii	Georgi	Nmsny		66	10	9	obl	pred													
