text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	
tь	ть	tъ	tъ	Pd-msn		107	6	5	det	p_nom													
síč'kĭ	си́ч͛кй	sički	sički	Amsny		107	7	9	amod														
mòĭ	мо̀й	moi	moi	Amsny		107	8	9	amod	poss													
živót	живо́т	život	život	Nmsnn		107	9	10	obj														
vozlóžix,	возло́жих,	vozložix	vъzloža	Vmia1se		107	10	0	root														
																							
na+	на+	na	na	Sa		108	1	2	case				ʺupon you I lay all my hopesʺ										
te´bě	те́бѣ	tebě	ti	Pp2-sg		108	2	3	obl	iobj													
vozlágam,	возлáгам,	vozlagam	vъzlagam	Vmip1si		108	3	0	root														
síč'ko+	си́ч͛ко+	sičko	sički	Ansnn		108	4	7	amod														
to,	то,	to	tъ	Pd-nsn		108	5	4	det	p_adj				1									
moè	моѐ	moe	moi	Ansny		108	6	7	amod	poss													
nadě´vanïe	надѣ́ванїе	naděvanie	nadjavane	Nnsnn		108	7	3	obj														
																							
dvce,	двце,	dvce	devica	Nfsvy		109	1	5	vocative				ʺo Virgin, do not cast my poor self awayʺ										
ne+	не+	ne	ne	Qz		109	2	3	advmod														
déi+	де́и+	dei	dějati	Vmm-2se		109	3	5	aux	opt													
ma	ма	ma	az	Pp1-sa		109	4	6	expl														
wtfъ´r'lĭ	ѿфъ́р͛лй	otfъrli	otfъrlja	Vmn---e	Vmm-2se	109	5	0	root														
méne	ме́не	mene	az	Pp1-sg		109	6	5	obj														
sírota,	си́рота,	sirota	sirota	Nfsny		109	7	6	appos														
																							
ne+	не+	ne	ne	Qz		110	1	2	advmod				ʺdo not turn in disgust from your servantʺ										
déi+	де́и+	dei	dějati	Vmm-2se		110	2	4	aux	opt													
sa	са	sa	se	Px---a		110	3	4	expl														
gnusì	гнꙋсѝ	gnusi	gnusja	Vmn---i		110	4	0	root					2									
wt+	ѿ+	ot	ot	Sg		110	5	7	case		180v	/img/petka/berl_180v.jpg						Slóvo prpdbnyę	Сло́во прпдбныѧ				
svoę`	своѧ̀	svoę	svoi	Afsny		110	6	7	amod	poss													
robíně	роби́нѣ	robině	robinja	Nfsny		110	7	4	obl														
déto	де́то	deto	deto	Pr		110	8	12	mark				ʺwho from childhood went by your only sonʺ										
wt+	ѿ+	ot	ot	Sg		110	9	10	case														
mъ´nička	мъ́ничка	mъnička	mъničъk	Ansgn		110	10	12	obl														
sъm	съм	sъm	sъm	Vaip1si		110	11	12	aux	prf													
xódila,	хо́дила,	xodila	xodja	Vmp--si		110	12	7	acl														
podír'	поди́р͛	podir	podir	S		110	13	16	case														
tvoegò	твоего̀	tvoego	tvoi	Amsgy		110	14	16	amod	poss													
edinorod'nago	единород͛наго	edinorodnago	edinoroden	Amsgy		110	15	16	amod														
sí-na.	си́-на.	sina	sin	Nmsgy		110	16	12	obl					1									
																							
znáešъ	знáешъ	znaešъ	znaja	Vmip2si		111	1	0	root				ʺyou know, o Virgin, the frailty and weakness of the female kindʺ										
dvce	двце	dvce	devica	Nfsvy		111	2	1	vocative														
némoštъ,	не́мощъ,	nemoštъ	nemošt	Nfsnn		111	3	1	obj														
i+	и+	i	i	C		111	4	5	cc														
slábostъ	слáбостъ	slabostъ	slabost	Nfsnn		111	5	3	conj														
na+	на+	na	na	Sa		111	6	8	case														
žén'ska	же́н͛ска	ženska	ženski	Afsnn		111	7	8	amod														
prílika.	при́лика.	prilika	prilika	Nfsnn		111	8	3	nmod	poss													
																							
znaéšъ	знае́шъ	znaešъ	znaja	Vmip2si		112	1	0	root				ʺyou know the evils of my soulʺ										
na	на	na	na	Sa		112	2	3	case					1									
dšá+	дшá+	dša	duša	Nfsny		112	3	6	nmod	poss													
ta	та	ta	tъ	Pd-fsn		112	4	3	det	p_nom													
moę`,	моѧ̀,	moę	moi	Afsny		112	5	3	amod	poss													
zlótég'lenïe.	зло́те́г͛ленїе.	zloteglenie	zloteglene	Nnsnn		112	6	1	obj														
																							
né+	не́+	ne	ne	Qz		113	1	2	advmod				ʺI have no other hopeʺ										
mam	мам	mam	imam	Vmip1si		113	2	0	root														
drúgo	дрꙋ́го	drugo	drug	Ansnn		113	3	4	amod														
nadě´vanïe,	надѣ́ванїе,	naděvanie	nadjavane	Nnsnn		113	4	2	obj														
																							
né+	не́+	ne	ne	Qz		114	1	2	advmod				ʺI have no other roofʺ										
mam	мам	mam	imam	Vmip1si		114	2	0	root														
drúgigo	дрꙋ́гиго	drugigo	drug	Amsgy		114	3	4	amod														
pokróva.	покро́ва.	pokrova	pokrov	Nmsgn		114	4	2	obj					1									
																							
tí+	ти́+	ti	ti	Pp2-sn		115	1	3	nsubj				ʺyou have led meʺ										
ma	ма	ma	az	Pp1-sa		115	2	3	obj														
nastavì,	наставѝ,	nastavi	nastavja	Vmia2se		115	3	0	root														
																							
tí+	ти́+	ti	ti	Pp2-sn		116	1	3	nsubj				ʺyou have protected meʺ										
ma	ма	ma	az	Pp1-sa		116	2	3	obj														
zakrïlì,	закрїлѝ,	zakrili	zakrilja	Vmia2se		116	3	0	root														
																							
tỳ	ты̀	ti	ti	Pp2-sn		117	1	6	nsubj				ʺyou guard all my life wherever I goʺ										
síč'kïa+	си́ч͛кїа+	sičkia	sički	Amsoy		117	2	5	amod														
tъ	тъ	tъ	tъ	Pd-msn		117	3	2	det	p_adj													
móĭ	мо́й	moi	moi	Amsny		117	4	5	amod	poss													
živótь	живо́ть	životъ	život	Nmsnn		117	5	6	obj														
oupázjuvašъ,	оупáзювашъ,	upazjuvašъ	upazjavam	Vmip2si		117	6	0	root					1									
																							
dogdè	догдѐ	dogde	dogde	Pq		118	1	2	mark				ʺeven in the desert did I have you as my helperʺ			Demina et al. 206: dogde 'dokato, dorde, dode'							
xoděxъ,	ходѣхъ,	xoděxъ	xodja	Vmii1si		118	2	9	advcl														
i+	и+	i	i	C		118	3	5	cc														
u+	ꙋ+	u	u	Sg		118	4	5	case														
pustinïé+	пꙋстинїе́+	pustinie	pustinja	Nnsnn		118	5	2	obl														
to,	то,	to	tъ	Pd-nsn		118	6	5	det	p_nom													
tébě	те́бѣ	tebě	ti	Pp2-sg		118	7	9	obj														
pomóšt'nica	помо́щ͛ница	pomoštnica	pomoštnica	Nfsnn		118	8	7	appos														
imax'.	имах͛.	imax	imam	Vmia1si		118	9	0	root														
																							
i+	и+	i	i	C		119	1	12	cc				ʺAnd now, as I've returned to the worldʺ										
ségĭ	се́гй	segi	sega	R		119	2	12	advcl														
kato+	като+	kato	kato	C		119	3	5	mark														
sâ=	сâ=	sa	se	Px---a		119	4	5	expl					1									
vъ´r'nax'	въ́р͛нах͛	vъrnax	vъrna	Vmia1se		119	5	2	advcl														
na+	на+	na	na	Sa		119	6	7	case														
svě´tъ,	свѣ́тъ,	světъ	svět	Nmsnn		119	7	5	obl														
koę´+	коѧ́+	koę	koi	Afsnn		119	8	11	amod				ʺwhose else's help do I need but yours?ʺ										
mĭ	мй	mi	az	Pp1-sd		119	9	12	expl														
drúga	дрꙋ́га	druga	drug	Afsnn		119	10	11	amod														
pómoštъ	по́мощъ	pomoštъ	pomošt	Nfsnn		119	11	12	nsubj														
trě´bova	трѣ́бова	trěbova	trěbva	Vmip3si		119	12	0	root														
wtsvě´nъ	ѿсвѣ́нъ	otsvěnъ	osven	Sg		119	13	14	case														
tébě.	те́бѣ.	tebě	ti	Pp2-sg		119	14	12	obl														
																							
a_mì	а_мѝ	ami	ami	C		120	1	5	cc				ʺbut now, o Lady, do stand in front of my poor selfʺ	1									
i+	и+	i	i	C		120	2	5	cc														
séga	се́га	sega	sega	R		120	3	5	advmod														
vldčce	влдчце	vldčce	vladičica	Nfsvy		120	4	5	vocative														
stanì	станѝ	stani	stana	Vmm-2se		120	5	0	root														
pred	пред	pred	pred	Sa		120	6	7	case														
méne	ме́не	mene	az	Pp1-sg		120	7	5	obl														
sírota,	си́рота,	sirota	sirota	Nfsny		120	8	7	appos														
																							
i+	и+	i	i	C		121	1	2	cc				ʺand be my friend, and leader and supporter, where(ever) I (shall) travel, even until the end of my lifeʺ										
bъdí+	бъди́+	bъdi	bъda	Vmm-2se		121	2	0	root														
mĭ	мй	mi	az	Pp1-sd		121	3	2	obl	iobj													
drugár'	дрꙋгáр͛	drugar	drugar	Nmsny		121	4	2	obl	pred													
dogdè	догдѐ	dogde	dogde	Pq		121	5	6	mark					1									
pъtjúvam,	пътю́вам,	pъtjuvam	pъtuvam	Vmip1si		121	6	2	advcl														
i+	и+	i	i	C		121	7	8	cc														
nastáv'nica,	настáв͛ница,	nastavnica	nastavnica	Nfsny		121	8	4	conj														
i	и	i	i	C		121	9	10	cc														
okъr'mítel'nica	окър͛ми́тел͛ница	okъrmitelnica	okrъmitelьnica	Nfsny		121	10	8	conj														
dorí+	дори́+	dori	dori	Qg		121	11	13	mark														
do+	до+	do	do	Sg		121	12	13	case														
kráĭ	крáй	krai	krai	Nmsnn		121	13	4	acl														
živóto+	живо́то+	životo	život	Nmson		121	14	13	nmod														
t	т	t	tъ	Pd-msn		121	15	14	det	p_nom													
móʺ	мо́̏	moi	moi	Amsny		121	16	14	amod	poss				1									
																							
otĭ	отй	oti	oti	C		122	1	3	cc				ʺbecause I have no one else to lay my hopes but youʺ										
né+	не́+	ne	ne	Qz		122	2	3	advmod														
mam	мам	mam	imam	Vaip1si		122	3	0	root														
na+	на+	na	na	Sa		122	4	5	case														
kogò	кого̀	kogo	koi	Pq---g		122	5	3	obl														
drúgigo	дрꙋ́гиго	drugigo	drug	Amsgy		122	6	5	amod														
da+	да+	da	da	C		122	7	9	mark														
sà	сà	sa	se	Px---a		122	8	9	expl														
nadě´vam	надѣ́вам	naděvam	nadjavam	Vmip1si		122	9	5	acl														
wtsvě´nъ	ѿсвѣ́нъ	otsvěnъ	osven	Sg		122	10	11	case														
tébě.	те́бѣ.	tebě	ti	Pp2-sg		122	11	9	obl														
																							
(I)	(И)	i	i	C		123	1	21	cc				and so, as she prayed from soul with all her heart									7	Death of Petka
tъ´ĭ	тъ́й	tъi	tъi	R		123	2	21	advmod					1									
sъs	със	sъs	s	Si		123	3	5	case														
sè	сѐ	se	vse	Ansnn		123	4	5	amod														
srdcè	срдцѐ	srdce	sъrdce	Nnsnn		123	5	10	obl														
wt+	ѿ+	ot	ot	Sg		123	6	7	case														
dšà	дшà	dša	duša	Nfsny		123	7	10	obl														
kato+	като+	kato	kato	C		123	8	10	mark														
sà	сà	sa	se	Px---a		123	9	10	expl														
pomlĭ,	помлй,	pomli	pomolja	Vmia3se		123	10	21	advcl														
i+	и+	i	i	C		123	11	18	cc				and put all of her hopes to her Mother										
síč'ko+	си́ч͛ко+	sičko	sički	Ansnn		123	12	15	amod														
to+	то+	to	tъ	Pd-nsn		123	13	12	det	p_adj													
sĭ	сй	si	se	Px---d		123	14	15	nmod	poss													
nadě´vanïe,	надѣ́ванїе,	naděvanie	nadjavane	Nnsnn		123	15	18	obj														
na+	на+	na	na	Sa		123	16	17	case														
máika	мáика	maika	maika	Nfsny		123	17	18	obl	lat													
v'_z'lóžĭ,	в͛_з͛ло́жй,	vъzloži	vъzloža	Vmia3se		123	18	10	conj					1									
trъ´g'na	тръ́г͛на	trъgna	trъgna	Vaia3se		123	19	21	aux				she departed to go to Epibates, to her home village										
da+	да+	da	da	C		123	20	19	fixed														
ide	иде	ide	ida	Vmip3si		123	21	0	root														
na	на	na	na	Sa		123	22	23	case														
epivàtь	епивàть	epivatъ	Epivat	Nmsnn		123	23	21	obl	lat													
kamъtò	камъто̀	kamъto	kъmto	S		123	24	28	case														
bášt'ni+	бáщ͛ни+	baštni	baštin	Ansnn		123	25	28	amod														
to+	то+	to	tъ	Pd-nsn		123	26	25	det	p_adj													
i	и	i	tja	Pp3fsd		123	27	28	nmod	poss													
sélište,	се́лище,	selište	selište	Nnsnn		123	28	21	obl	lat													
																							
i+	и+	i	i	C		124	1	2	cc				and she came (there)										
dóde,	до́де,	dode	doida	Vmia3se		124	2	0	root														
																							
i	и	i	i	C		125	1	2	cc				and she lived there for not quite a small amount of time	1									
presedè	преседѐ	presede	presedja	Vmia3se		125	2	0	root														
tám	тáм	tam	tam	R		125	3	2	advmod														
vremè	времѐ	vreme	vreme	Nnsnn		125	4	2	obl														
ne+	не+	ne	ne	Qz		125	5	6	advmod														
sì	сѝ	si	sъm	Vmip2si		125	6	4	acl														
málo,	мáло,	malo	malo	Ansnn		125	7	6	advmod														
																							
i+	и+	i	i	C		126	1	3	cc				and there she laid work upon work and pain upon pain										
tám	тáм	tam	tam	R		126	2	3	advmod														
prilágaše,	прилáгаше,	prilagaše	prilagam	Vmii3si		126	3	0	root														
trud',	трꙋд͛,	trud	trud	Nmsnn		126	4	3	obj														
vъr'xù	вър͛хꙋ̀	vъrxu	vъrxu	Sa		126	5	6	case														
trúd,	трꙋ́д,	trud	trud	Nmsnn		126	6	3	obl	lat													
i+	и+	i	i	C		126	7	8	cc														
bòlest	бо̀лест	boles	bolest	Nfsnn		126	8	4	conj					1									
vъrxù	върхꙋ̀	vъrxu	vъrxu	Sa		126	9	10	case														
bólestь,	бо́лесть,	bolestъ	bolest	Nfsnn		126	10	8	obl	lat													
																							
sъ´s	съ́с	sъs	s	Si		127	1	2	case				she perfected herself with fasting and staying awake										
pós'tъ,	по́с͛тъ,	postъ	post	Nmsnn		127	2	7	obl														
i	и	i	i	C		127	3	5	cc														
sъ´s	съ́с	sъs	s	Si		127	4	5	case														
bdénïe+	бде́нїе+	bdenie	bdenie	Nnsnn		127	5	2	conj														
sa,	са,	sa	se	Px---a		127	6	7	expl														
priminúvaše,	приминꙋ́ваше,	priminuvaše	preminavam	Vmii3si		127	7	0	root														
																							
i+	и+	i	i	C		128	1	7	case				and she looked alone towards the only God										
samà	самà	sama	sam	Afsnn		128	2	7	nsubj														
kamtó	камто́	kamto	kъmto	S		128	3	5	case														
edí_nago,	еди́_наго,	edinago	edin	Amsgy		128	4	5	amod					1									
bga,	бга,	bga	bog	Nmsgy		128	5	7	obl	lat													
sě´kogĭ	сѣ́когй	sěkogi	sěkogi	Pi		128	6	7	advmod														
pogleduvaše,	погледꙋваше,	pogleduvaše	pogleduvam	Vmii3si		128	7	0	root														
																							
i	и	i	i	C		129	1	2	cc				and she prayed										
mleši+	млеши+	mleši	molja	Vmii3si		129	2	0	root														
se:	се:	se	se	Px---a		129	3	2	expl														
																							
I	И	i	i	C		130	1	2	cc				and not quite a small amount of time passed										
preminъ´+	преминъ́+	preminъ	premina	Vmia3se		130	2	0	root														
se	се	se	se	Px---a		130	3	2	expl														
vremè	времѐ	vreme	vreme	Nnsnn		130	4	2	nsubj														
ně+	нѣ+	ně	ne	Qz		130	5	6	advmod														
é	е́	e	sъm	Vmip3si		130	6	4	acl					1									
málo.	мáло.	malo	malo	Ansnn		130	7	6	advmod														
																							
i+	и+	i	i	C		131	1	2	cc				and Reverend Petka understood her departure from this world (is near)			Vuković 1536: svojè wtxóždenie jéže wt+soúdou razoúmě							
razumě´	разꙋмѣ́	razumě	razumeja	Vmia3si		131	2	0	root														
prpbdnaę	прпбднаѧ	prpbdnaę	prepodoben	Afsny		131	3	4	amod														
pét'ka	пе́т͛ка	petka	Petka	Nfsnn		131	4	2	nsubj														
svóe+	сво́е+	svoe	svoi	Afsny		131	5	7	amod	poss													
to	то	to	tъ	Pd-nsn		131	6	5	det	p_adj													
wtxóždanïe,	ѿхо́жданїе,	otxoždanie	otxoždane	Nnsnn		131	7	2	obl														
déto	де́то	deto	deto	Pr		131	8	12	mark														
wt+	ѿ+	ot	ot	Sg		131	9	11	case														
tózyʺ	то́зы̏	tozi	tozi	Pd-nsn		131	10	11	amod	ext													
svě´t	свѣ́т	svět	svět	Nmsnn		131	11	12	obl														
pristávenïe.	пристáвенїе.	pristavenie	prestavja	Nnsnn		131	12	2	acl					1									
																							
i+	и+	i	i	C		132	1	6	cc				and then she turned to pray										
tutakasi	тꙋтакаси	tutakasi	tutaksi	R		132	2	6	advmod														
na+	на+	na	na	Sa		132	3	4	case														
mól'ba+	мо́л͛ба+	molba	molba	Nfsnn		132	4	6	obl	lat													
sa	са	sa	se	Px---a		132	5	6	expl														
obъ´r'na,	объ́р͛на,	obъrna	obъrna	Vmia3se		132	6	0	root														
																							
i+	и+	i	i	C		133	1	4	cc				and she watered the face of the Earth with tears										
sъs	със	sъs	s	Si		133	2	3	case														
sl'z'ì	сл͛з͛ѝ	slzi	sъlza	Nfpnn		133	3	4	obl														
oblívaše	обли́ваше	oblivaše	oblivam	Vmii3si		133	4	0	root														
zém'leno+	зе́м͛лено+	zemleno	zemlen	Ansnn		133	5	7	amod														
to	то	to	tъ	Pd-nsn		133	6	5	det	p_adj				1									
líce,	ли́це,	lice	lice	Nnsnn		133	7	4	obj														
																							
i+	и+	i	i	C		134	1	2	cc				and spoke:										
dúmaše	дꙋ́маше	dumaše	dumam	Vmii3si		134	2	0	root														
																							
člkoljúbče	члколю́бче	člkoljubče	človekoljubec	Nmsvy		135	1	6	vocative				ʺo Lord, Lover of humans, do not cast me, your servant, away from youʺ										
vldko	влдко	vldko	vladika	Nmsvy		135	2	1	appos														
da+	да+	da	da	C		135	3	6	aux	opt													
mà+	мà+	ma	az	Pp1-sa		135	4	8	expl														
ne	не	ne	ne	Qz		135	5	6	advmod														
wtfъ´r'lišь	ѿфъ́р͛лишь	otfъrlišъ	otfъrlja	Vmip2se		135	6	0	root														
svoę`	своѧ̀	svoę	svoi	Afsny		135	7	8	amod	poss													
robíně˸	роби́нѣ˸	robině	robinja	Nfsny		135	8	6	obj					1									
sírota	си́рота	sirota	sirota	Nfsny		135	9	8	appos														
svoę`,	своѧ̀,	svoę	svoi	Afsny		135	10	9	amod	poss													
wt+	ѿ+	ot	ot	Sg		135	11	12	case														
sébě	се́бѣ	sebě	se	Px---g	Px---d	135	12	6	obl	abl													
déto	де́то	deto	deto	Pr		135	13	21	mark				ʺwho has left everything for your nameʺ										
zarad	зарад	zarad	zaradi	Sa		135	14	18	case														
tvóe+	тво́е+	tvoe	tvoi	Ansny		135	15	18	amod	poss													
to	то	to	tъ	Pd-nsn		135	16	15	det	p_adj													
prestóe	престо́е	prestoe	presvęt	Ansny		135	17	18	amod														
ime	име	ime	ime	Nnsnn		135	18	21	obl														
síč'ko+	си́ч͛ко+	sičko	vsičko	Nnsnn		135	19	21	obj														
to	то	to	tъ	Pd-nsn		135	20	19	det	p_adj													
osta_vix,	оста_вих,	ostavix	ostavja	Vmia1se		135	21	8	acl					1									
																							
i+	и+	i	i	C		136	1	4	cc				ʺand went and walked next to youʺ										
podir´	подир́	podir	podir	S		136	2	3	case														
tébě	те́бѣ	tebě	ti	Pp2-sg		136	3	4	obl														
trъ´gnax	тръ́гнах	trъgnax	trъgna	Vmia1se		136	4	0	root														
ta+	та+	ta	ta	C		136	5	6	mark														
xódix,	хо́дих,	xodix	xodja	Vmia1si		136	6	4	advcl														
																							
i+	и+	i	i	C		137	1	5	cc				ʺand now, o Lord, tell to a calm angel to take my poor soulʺ										
séga	се́га	sega	sega	R		137	2	5	advmod														
premlstíve	премлсти́ве	premlstive	premilostiv	R		137	3	5	advmod														
gdĭ.	гдй.	gdi	Gospod	Nmsvy		137	4	5	vocative														
porъ´čaĭ	поръ́чай	porъčai	porъčam	Vmm-2se		137	5	0	root					1									
na	на	na	na	Sa		137	6	7	case														
aggla	аггла	aggla	angel	Nmsgy		137	7	5	obl	iobj													
mï´r'na	мї́р͛на	mirna	miren	Amsgn		137	8	7	amod														
da+	да+	da	da	C		137	9	10	mark														
zém'nъt	зе́м͛нът	zemnъt	zema	Vmip3se		137	10	5	advcl														
móę+	мо́ѧ+	moę	moi	Afsny		137	11	13	amod	poss													
ta	та	ta	tъ	Pd-fsn		137	12	11	det	p_adj													
dšà	дшà	dša	duša	Nfsny		137	13	10	obj														
sírota.	си́рота.	sirota	sirota	Nfsny		137	14	13	appos														
																							
i+	и+	i	i	C		138	1	6	cc				ʺand don't let my way upwards be barred by impure and ugly and evil demonsʺ										
da+	да+	da	da	C		138	2	6	aux														
mì	мѝ	mi	az	Pp1-sd		138	3	6	obl	iobj													
ne+	не+	ne	ne	Qz		138	4	5	advmod														
bъ´dĭ	бъ́дй	bъdi	bъda	Vaip3se		138	5	6	aux	pass													
zabrá_nenъ	забрá_ненъ	zabranenъ	zabranja	Vmpa-se	Amsnn	138	6	0	root					1									
pъ´te+	пъ́те+	pъte	pǫt	Nmson		138	7	6	obj														
tъ,	тъ,	tъ	tъ	Pd-msn		138	8	7	det	p_nom													
kogì	когѝ	kogi	koga	Pq		138	9	10	mark														
vъzlázem	възлáзем	vъzlazem	vъzlěza	Vmip1se	Vmip1pe	138	10	7	acl														
górě,	го́рѣ,	gorě	gorě	R		138	11	10	advmod														
wt+	ѿ+	ot	ot	Sg		138	12	22	case														
ne+	не+	ne	ne	Qz		138	13	14	amod														
čísti+	чи́сти+	čisti	čist	Ampnn		138	14	22	amod														
te,	те,	te	tъ	Pd-mpn		138	15	14	det	p_adj													
i+	и+	i	i	C		138	16	17	cc														
gnùs'ni+	гнꙋ̀с͛ни+	gnusni	gnusen	Ampnn		138	17	14	conj														
te,	те,	te	tъ	Pd-mpn		138	18	17	det	p_adj													
i+	и+	i	i	C		138	19	20	cc														
lukávi+	лꙋкáви+	lukavi	lukav	Ampnn		138	20	17	conj														
te	те	te	tъ	Pd-mpn		138	21	20	det	p_adj				1									
bésovè,	бе́совѐ,	besove	běs	Nmpny		138	22	6	obl														
																							
amì	амѝ	ami	ami	C		139	1	3	cc				ʺbut make me strong, so that I can quickly and with joy dare to stand before your awesome throneʺ										
mà	мà	ma	az	Pp1-sa		139	2	3	obj														
outъk'mì,	оутък͛мѝ,	utъkmi	utъkmja	Vmm-2se		139	3	0	root														
véselo,	ве́село,	veselo	veselo	R		139	4	9	advmod														
i+	и+	i	i	C		139	5	6	cc														
bъr'zò	бър͛зо̀	bъrzo	bъrzo	R		139	6	4	conj														
da+	да+	da	da	C		139	7	9	mark														
smě´ę	смѣ́ѧ	směę	smeja	Vmip1si		139	8	9	aux														
stána	стáна	stana	stana	Vmn---e		139	9	3	advcl														
pred'+	пред͛+	pred	pred	Sa		139	10	14	case														
stráš'_nïa+	стрáш͛_нїа+	strašnia	strašen	Amsoy		139	11	14	amod					1									
tъ	тъ	tъ	tъ	Pd-msn		139	12	11	det	p_adj													
tvóĭ	тво́й	tvoi	tvoi	Amsny		139	13	14	amod	poss													
prstlъ,	прстлъ,	prstlъ	prestol	Nmsnn		139	14	9	obl	lat													
																							
otĭ+	отй+	oti	oti	C		140	1	3	cc				ʺbecause you are blessed, o Lord, in eternityʺ										
sì	сѝ	si	sъm	Vaip2si		140	2	3	aux	pass													
blgvénъ	блгве́нъ	blgvenъ	blagoslovja	Vmpa-si	Amsnn	140	3	0	root														
v'	в͛	vъ	v	Sl		140	4	5	case														
vě´kĭ	вѣ́кй	věki	vek	Nmpnn		140	5	3	obl	loc													
věkóvъ	вѣко́въ	věkovъ	vek	Nmpgn		140	6	5	nmod														
																							
amínъ.	ами́нъ.	aminъ	amin	I		141	1	0	root				ʺamenʺ	1									
																							
I+	И+	i	i	C		142	1	12	cc				and thus she gave her blessed soul to God's hands										
tъ´ĭ+	тъ́й+	tъi	tъi	R		142	2	12	advmod														
sĭ	сй	si	se	Px---d		142	3	12	expl														
svóę+	сво́ѧ+	svoę	svoi	Afsny		142	4	7	amod	poss													
ta	та	ta	tъ	Pd-fsn		142	5	4	det	p_adj													
blžénna	блже́нна	blženna	blažen	Afsnn		142	6	7	amod														
dša	дша	dša	duša	Nfsny		142	7	12	obj														
v'	в͛	vъ	v	Sa		142	8	9	case														
rъcé+	ръце́+	rъce	rъka	Nfdnn		142	9	12	obl	lat													
te	те	te	tъ	Pd-fpn		142	10	9	det	p_nom													
bžïĭ	бжїй	bžii	božii	Ampnn		142	11	9	amod	poss													
predáde,	предáде,	predade	predam	Vmia3se		142	12	0	root														
																							
a+	а+	a	a	C		143	1	6	cc				while her body was put into a grave by some Christ-loving people										
tě´lo+	тѣ́ло+	tělo	tělo	Nnsnn		143	2	6	nsubj														
to+	то+	to	tъ	Pd-nsn		143	3	2	det	p_nom													
ĭ	й	i	tja	Pp3fsd		143	4	2	nmod	poss				1									
bỳ	бы̀	bi	bъda	Vaia3se		143	5	6	aux	pass													
polóženo	поло́жено	položeno	položa	Vmpa-se	Ansnn	143	6	0	root														
v'	в͛	vъ	v	Sa		143	7	8	case														
gróbь	гро́бь	grobъ	grob	Nmsnn		143	8	6	obl	lat													
wt+	ѿ+	ot	ot	Sg		143	9	12	case														
ně´koʺ	нѣ́ко̏	někoi	někoi	Ampnn		143	10	12	det														
xrtoljubï´viʺ	хртолюбї́ви̏	xrtoljubivii	xristoljubiv	Ampny		143	11	12	amod														
člcì,	члцѝ,	člci	človek	Nmpny		143	12	6	obl														
																							
oti+	оти+	oti	oti	C		144	1	4	cc				because she didn't tell anyone who she was and whence she came										
sa	са	sa	se	Px---a		144	2	4	expl														
ne+	не+	ne	ne	Qz		144	3	4	advmod														
prikáza,	прикáза,	prikaza	prikaža	Vmia3se		144	4	0	root														
ní_komu,	ни́_комꙋ,	nikomu	nikoi	Pz---d		144	5	4	obl	iobj				1									
koę+	коѧ+	koę	koi	Afsnn		144	6	7	mark														
e,	е,	e	sъm	Vmip3si		144	7	4	advcl														
i+	и+	i	i	C		144	8	12	cc														
wt+	ѿ+	ot	ot	Sg		144	9	10	case														
gdé+	где́+	gde	gde	Pq		144	10	12	mark														
i	и	i	sъm	Vaip3si		144	11	12	aux	prf													
bilà,	билà,	bila	sъm	Vmp--si		144	12	7	conj														
																							
amì	амѝ	ami	ami	C		145	1	2	cc				but she was like a stranger										
bě´šy	бѣ́шы	běši	sъm	Vmii3si		145	2	0	root														
katò	като̀	kato	kato	C		145	3	4	mark														
čjužden'kà,	чюжден͛кà,	čjuždenka	čuždenka	Nfsny		145	4	2	advcl														
																							
i+	и+	i	i	C		146	1	3	cc				and nobody knew her until she departed to the Lord										
ne+	не+	ne	ne	Qz		146	2	3	advmod														
poz'nava_šĭ+	поз͛нава_шй+	poznavaši	poznavam	Vmii3si		146	3	0	root					1									
ę	ѧ	ę	tja	Pp3fsa		146	4	3	obj														
níkoĭ,	ни́кой,	nikoi	nikoi	Pz---n		146	5	3	nsubj														
dogdé+	догде́+	dogde	dogde	Pq		146	6	9	mark														
sĭ	сй	si	se	Px---d		146	7	9	expl														
i+	и+	i	i	C		146	8	9	advmod														
otide,	отиде,	otide	otida	Vmia3se		146	9	3	advcl														
prí	при́	pri	pri	Sa		146	10	11	case														
gsdě.	гсдѣ.	gsdě	Gospod	Nmsgy		146	11	9	obl	lat													
																							
Tъk'vízĭ	Тък͛ви́зй	tъkvizi	takъvzi	Pr-fpn		147	1	0	root				such were the deeds and virtues of the Reverend Petka									8	Discovery of the Relics
podkanĭ,	подканй,	podkani	podkana	Nfpnn		147	2	1	nsubj														
i	и	i	i	C		147	3	5	cc														
dobrʺ	добр̏	dobri	dobъr	Afpnn		147	4	5	amod					1									
rábotĭ,	рáботй,	raboti	rabota	Nfpnn		147	5	2	conj														
na+	на+	na	na	Sa		147	6	8	case														
prpdbnaę	прпдбнаѧ	prpdbnaę	prepodoben	Afsny		147	7	8	amod														
pét'ka	пе́т͛ка	petka	Petka	Nfsny		147	8	2	nmod	poss													
bě´xa,	бѣ́ха,	běxa	sъm	Vmii3pi		147	9	1	cop														
																							
tak'vízĭ	так͛ви́зй	takvizi	takъvzi	Pr-fpn		148	1	0	root				such were the gifts of the spiritual Mother										
dàr'bĭ	дàр͛бй	darbi	darba	Nfpnn		148	2	1	nsubj														
