text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc					chunk	
rečí	речи́	reči	reka	Vmia3se		48	2	0	root														
																							
ní+	ни́+	ni	ne	Qz		49	1	2	advmod				ʺI do not wish from you to give me neither silver nor gold (as a) taxʺ										
šta	ща	šta	šta	Vmip1si		49	2	0	root														
vamъ	вамъ	vamъ	vie	Pp2-sd		49	3	2	obl	iobj													
danъ	данъ	danъ	dan	Nmsnn		49	4	7	obj														
da+	да+	da	da	C		49	5	7	mark														
mí	ми́	mi	az	Pp1-sd		49	6	7	obl	iobj													
davate	давате	davate	davam	Vmip2pi		49	7	2	advcl					1									
ní+	ни́+	ni	ni	C		49	8	9	cc														
stríbro	стри́бро	stribro	srebro	Nnsnn		49	9	4	appos														
ni+	ни+	ni	ni	C		49	10	11	cc														
zlato	злато	zlato	zlato	Nnsnn		49	11	9	conj														
																							
ami	ами	ami	ami	C		50	1	2	cc				ʺBut I want that, what you have in the city of Epibatesʺ										
ískamъ	и́скамъ	iskamъ	iskam	Vmip1si		50	2	0	root														
vamъ	вамъ	vamъ	vie	Pp2-sd		50	3	2	obl	iobj													
što+	що+	što	što	Pq		50	4	5	mark														
í_mate	и́_мате	imate	imam	Vmip2si		50	5	2	advcl					1									
vo+	во+	vo	vo	Sl		50	6	7	case														
epívatъ	епи́ватъ	epivatъ	Epivat	Nmsnn		50	7	2	obl	loc													
gratъ	гратъ	gratъ	gratъ	Nmsnn		50	8	7	appos														
ílí+	и́ли́+	ili	ili	C		50	9	11	cc				ʺor in the village, which is called Kallikrateia in Greekʺ										
v+	в+	v	v	Sl		50	10	11	case														
selo	село	selo	selo	Nnsnn		50	11	7	conj	loc													
što+	що+	što	što	Pq		50	12	14	mark														
sa	са	sa	se	Px---a		50	13	14	expl														
na_ríča	на_ри́ча	nariča	naričam	Vmip3si		50	14	11	acl					1									
po+	по+	po	po	Sd		50	15	16	case														
grackí	грацки́	gracki	grъcki	R		50	16	14	advmod														
kalíkratę	кали́кратѧ	kalikratę	Kalikratija	Nfsnn		50	17	14	obl	pred													
ta+	та+	ta	ta	C		50	18	19	cc				ʺand which has the true relics and St. Petka - that I wish (?)ʺ										
íma	и́ма	ima	imam	Vmip3si		50	19	14	conj														
moští	мощи́	mošti	mošti	Nfpnn		50	20	19	obj														
čísni	чи́сни	čisni	česten	Afpnn		50	21	20	amod					1									
í+	и́+	i	i	C		50	22	24	cc														
sti	сти	sti	svęt	Afpnn		50	23	24	amod														
petka	петка	petka	Petka	Nfsny		50	24	19	conj														
ískamъ	и́скамъ	iskamъ	iskam	Vmip1si		50	25	2	discourse														
																							
í+	и́+	i	i	C		51	1	12	cc				ʺAnd if you have love towards me of Christ,ʺ										
aku+	акꙋ+	aku	ako	C		51	2	3	mark														
ímate	и́мате	imate	imam	Vmip2pi		51	3	12	advcl														
ljubofъ	любофъ	ljubofъ	ljubov	Nfsnn		51	4	3	obj														
ka_mtu	ка_мтꙋ	kamtu	kъmto	S		51	5	6	case					1									
mene	мене	mene	az	Pp1-sg		51	6	3	obl	iobj													
na+	на+	na	na	Sa		51	7	8	case														
xrsta+	хрста+	xrsta	Xristos	Nmsgy		51	8	3	obl	iobj													
mí	ми́	mi	az	Pp1-sd		51	9	11	discourse														
da+	да+	da	da	C		51	10	12	aux	opt			ʺyou send me the relics of St. Petka,ʺ										
mí	ми́	mi	az	Pp1-sd		51	11	12	obl	iobj													
pratíte	прати́те	pratite	pratja	Vmip2pe		51	12	0	root														
tíę	ти́ѧ	tię	toja	Pd-fpn		51	13	14	det	ext				1									
moští	мощи́	mošti	mošti	Nfpnn		51	14	12	obj														
sti	сти	sti	svęt	Afpnn		51	15	16	amod														
petkuví	петкꙋви́	petkuvi	Petkov	Afpnn		51	16	14	amod	poss													
da+	да+	da	da	C		51	17	20	mark				ʺso that my desire will be fulfilledʺ										
mí+	ми́+	mi	az	Pp1-sd		51	18	22	expl														
sa	са	sa	se	Px---a		51	19	20	expl														
ísplati	и́сплати	isplati	izplatja	Vmip3se		51	20	12	advcl														
i	и	i	i	C		51	21	22	amod					1									
mene	мене	mene	az	Pp1-sg		51	22	20	obl	iobj													
žilęní+	жилѧни́+	žilęni	želanie	Nnsnn		51	23	20	nsubj														
tẅ	тѡ̈	to	tъ	Pd-nsn		51	24	23	det	p_nom													
																							
í+	и́+	i	i	C		52	1	22	cc				And then, as the envoys of the king brought the message (to the) king in Stambul										
togazí	тогази́	togazi	togazi	Pr		52	2	22	advmod														
katu	катꙋ	katu	kato	C		52	3	4	mark														
prínesuxa	при́несꙋха	prinesuxa	prinesa	Vmii3pe		52	4	22	advcl					1									
poslanící+	послани́ци́+	poslanici	poslanik	Nmpny		52	5	4	nsubj														
te	те	te	tъ	Pd-mpn		52	6	5	det	p_nom													
crjuvi	црюви	crjuvi	carev	Ampnn		52	7	8	amod	poss													
firmaní	фирмани́	firmani	firman	Nmpnn		52	8	4	obj														
crъ	цръ	crъ	car	Nmsny		52	9	4	obl	iobj													
fafъ	фафъ	fafъ	v	Si		52	10	11	case					1									
stanbulъ	станбꙋлъ	stanbulъ	Stanbul	Nmsnn		52	11	9	nmod	loc													
í+	и́+	i	i	C		52	12	13	cc				and (as) those Franks in Greece read it,										
pručítaxa+	прꙋчи́таха+	pručitaxa	pročeta	Vmii3pe		52	13	4	conj														
gẅ	гѡ̈	go	toi	Pp3msa		52	14	13	obj														
ẅnię	ѡ̈ниѧ	onię	onja	Pd-mpn		52	15	16	det	ext													
frencí	френци́	frenci	frenci	Nmpny		52	16	13	nsubj					1									
fafъ	фафъ	fafъ	v	Si		52	17	18	case														
grací	граци́	graci	grъk	Nmpny		52	18	16	nmod	loc													
i+	и+	i	i	C		52	19	22	cc				they first kissed the message from the king										
tie	тие	tie	tě	Pp3-pn		52	20	22	nsubj														
parvenъ	парвенъ	parvenъ	pъrven	R		52	21	22	advmod														
calovaxa	цаловаха	calovaxa	cěluvam	Vmii3pi		52	22	0	root														
fírma_na+	фи́рма_на+	firmana	firman	Nmson	Nmsgn	52	23	22	obj					1									
tъ	тъ	tъ	tъ	Pd-msn		52	24	23	det	p_nom													
crjuvъ	црювъ	crjuvъ	carev	Amsnn		52	25	23	amod	poss													
																							
ta+	та+	ta	ta	C		53	1	6	cc				And then, finally, they decided to send a message back to the glorious city of Tarnovo										
če	че	če	če	C		53	2	1	fixed														
napukunъ	напꙋкꙋнъ	napukunъ	napokon	R		53	3	6	advmod														
zexa	зеха	zexa	zema	Vaii3pe		53	4	6	aux														
ta+	та+	ta	ta	C		53	5	4	fixed														
pra_tíxa	пра_ти́ха	pratixa	pratja	Vmii3pe		53	6	0	root					1									
fírmanъ	фи́рманъ	firmanъ	firman	Nmsnn		53	7	6	obj														
nazatъ	назатъ	nazatъ	nazad	R		53	8	6	advmod														
na+	на+	na	na	Sa		53	9	11	case														
slavníí	славни́и́	slavnii	slaven	Amsny		53	10	11	amod														
gratъ	гратъ	gratъ	grad	Nmsnn		53	11	6	obl	lat				1									
tarnuvъ	тарнꙋвъ	tarnuvъ	Tъrnov	Nmsnn		53	12	11	appos														
																							
í+	и́+	i	i	C		54	1	2	cc				And they said:										
rekuxa	рекꙋха	rekuxa	reka	Vmii3pe		54	2	0	root														
																							
amínъ	ами́нъ	aminъ	amin	I		55	1	0	root				ʺAmen, o kingʺ										
crju	црю	crju	car	Nmsvy		55	2	1	vocative														
																							
da+	да+	da	da	C		56	1	2	aux	opt			ʺMay it be in good timeʺ										
bade	баде	bade	bъda	Vmip3se		56	2	0	root														
u+	ꙋ+	u	u	Sg		56	3	5	case														
dob_arъ	доб_аръ	dobarъ	dobъr	Amsnn		56	4	5	amod					1									
čęsъ	чѧсъ	čęsъ	čas	Nmsnn		56	5	2	obl														
																							
aku	акꙋ	aku	ako	C		57	1	5	mark				ʺIf you wish, take even our soulʺ										
i+	и+	i	i	C		57	2	5	advmod														
duša+	дꙋша+	duša	duša	Nfsny		57	3	5	obj														
ni	ни	ni	nie	Pp1-pa		57	4	3	nmod	poss													
iskašъ	искашъ	iskašъ	iskam	Vmip2si		57	5	8	advcl														
í+	и́+	i	i	C		57	6	7	amod														
neę	неѧ	neę	tja	Pp3fsg		57	7	8	obj														
uz_ími	ꙋз_и́ми	uzimi	uzema	Vmm-2se		57	8	0	root					1									
																							
í+	и́+	i	i	C		58	1	8	cc				And as King John heard it then, he became very happy										
togíva	тоги́ва	togiva	togiva	Pr		58	2	8	advmod														
katu	катꙋ	katu	kato	C		58	3	4	mark														
ču	чꙋ	ču	čuja	Vmia3si		58	4	8	advcl														
tuva	тꙋва	tuva	tova	Pd-nsn		58	5	4	obj														
crъ	цръ	crъ	car	Nmsny		58	6	8	nsubj														
iwanъ	иѡанъ	ioanъ	Ioan	Nmsny		58	7	6	appos					1									
razveselí+	развесели́+	razveseli	razveselja	Vmia3se		58	8	0	root														
sa	са	sa	se	Px---a		58	9	8	expl														
tvarde	тварде	tvarde	tvъrdo	R		58	10	8	advmod														
																							
í+	и́+	i	i	C		59	1	5	cc				And then he decided to send the archbishop and priests, and also deacons,										
togazí	тогази́	togazi	togazi	Pr		59	2	5	advmod														
ze	зе	ze	zema	Vaia3se		59	3	5	aux														
ta+	та+	ta	ta	C		59	4	3	fixed														
pusna	пꙋсна	pusna	pusna	Vmia3se		59	5	0	root					1									
axrepískupa	ахрепи́скꙋпа	axrepiskupa	arxiepiskop	Nmsgy		59	6	5	obj														
vldka	влдка	vldka	vladika	Nfsny		59	7	6	conj														
í+	и́+	i	i	C		59	8	9	cc														
popoví	попови́	popovi	pop	Nmpny		59	9	7	conj														
í+	и́+	i	i	C		59	10	12	cc														
ẅšte	ѡ̈ще	ošte	ošte	R		59	11	12	amod														
dękune	дѧкꙋне	dękune	diakon	Nmpny		59	12	9	conj					1									
da+	да+	da	da	C		59	13	14	aux	opt			to take the relics of St. Petka										
zematъ	зематъ	zematъ	zema	Vmip3pe		59	14	5	advcl														
moští+	мощи́+	mošti	mošti	Nfpnn		59	15	14	obj														
te	те	te	tъ	Pd-fpn		59	16	15	det	p_nom													
stíí	сти́и́	stii	svęt	Afpnn		59	17	18	amod														
petkuví	петкꙋви́	petkuvi	Petkov	Afpnn		59	18	15	amod	poss													
																							
i+	и+	i	i	C		60	1	3	cc				And thus they took the holy relics with great glory										
taka	така	taka	taka	Pr		60	2	3	advmod					1									
puexa	пꙋеха	puexa	poema	Vmii3pe		60	3	0	root														
sti	сти	sti	svęt	Afpnn		60	4	5	amod														
moští	мощи́	mošti	mošti	Nfpnn		60	5	3	obl					2									
sasъ	сасъ	sasъ	s	Si		60	6	8	case		7r	/img/petka/52k-7r.jpg											
gulęma	гꙋлѧма	gulęma	golěm	Afsnn		60	7	8	amod														
slava	слава	slava	slava	Nfsnn		60	8	3	obl														
																							
í+	и́+	i	i	C		61	1	2	cc				And they had French and Greek cheese (?)			The whole passage seems misunderstood by the scribe. Likely based on Tixon.d.: <i>i kato prěmina synorь frenskyi</i>							
ímaxa	и́маха	imaxa	imam	Vmii3pi		61	2	0	root														
sirъ	сиръ	sirъ	sir	Nmsnn		61	3	2	obj														
frencki	френцки	frencki	frencki	Amsny		61	4	3	amod					1									
í+	и́+	i	i	C		61	5	6	cc														
grackí	грацки́	gracki	grъcki	Amsny		61	6	4	conj														
																							
í+	и́+	i	i	C		62	1	2	cc				And they came										
dudoxa	дꙋдоха	dudoxa	doida	Vmii3pe		62	2	0	root														
																							
wtsadíxa	ѿсади́ха	otsadixa	otsadja	Vmii3pe		63	1	0	root				And they passed (?) the Bulgarian settlements										
sadna	садна	sadna	sъdno	Nnpnn		63	2	1	obj														
bulgarskí	бꙋлгарски́	bulgarski	bъlgarski	A-pnn		63	3	2	amod					1									
																							
í+	и́+	i	i	C		64	1	8	cc				And then from the villages and cities (people) went out with candles and censers with thyme										
togazi	тогази	togazi	togazi	Pr		64	2	8	advmod														
wt+	ѿ+	ot	ot	Sg		64	3	4	case														
síla	си́ла	sila	selo	Nfsnn		64	4	8	obl	abl													
í+	и́+	i	i	C		64	5	7	cc														
wt+	ѿ+	ot	ot	Sg		64	6	7	case														
gradovi	градови	gradovi	grad	Nmpnn		64	7	4	conj														
izlezuxa	излезꙋха	izlezuxa	izleza	Vmii3pe		64	8	0	root														
sasъ	сасъ	sasъ	s	Si		64	9	10	case														
sve_šte	све_ще	svešte	svešta	Nfpnn		64	10	8	obl					1									
í+	и́+	i	i	C		64	11	13	cc														
sasъ	сасъ	sasъ	sasъ	Si		64	12	13	case														
kandílníci	канди́лни́ци	kandilnici	kadilnik	Nmpnn		64	13	10	conj														
sasъ	сасъ	sasъ	s	Si		64	14	15	case														
tamęnъ	тамѧнъ	tamęnъ	timian	Nmsnn		64	15	13	conj														
ízmorno	и́зморно	izmorno	izmirno	Nnsnn		64	16	15	amod					1									
																							
í+	и́+	i	i	C		65	1	2	cc				And they met the holy relics										
posreštaxa	посрещаха	posreštaxa	posreštam	Vmii3pe		65	2	0	root														
sti	сти	sti	svęt	Afpnn		65	3	4	amod														
moští	мощи́	mošti	mošti	Nfpnn		65	4	2	obj														
																							
bolní	болни́	bolni	bolen	Afpnn		66	1	2	nsubj				The ill were healed										
íscelęvaše	и́сцелѧваше	iscelęvaše	izceljavam	Vmii3si		66	2	0	root					1									
																							
í+	и́+	i	i	C		67	1	2	cc				And they met the holy relics										
posreštaxa	посрещаха	posreštaxa	posreštam	Vmii3pe		67	2	0	root														
sti	сти	sti	svęt	Afpnn		67	3	4	amod														
moští	мощи́	mošti	mošti	Nfpnn		67	4	2	obj														
																							
romí	роми́	romi	xrom	A-pnn		68	1	2	nsubj				The lame began to walk										
pruxodjuvaxa	прꙋходюваха	pruxodjuvaxa	proxodja	Vmii3pi		68	2	0	root														
																							
í+	и́+	i	i	C		69	1	3	cc				and the blind began to see										
lepí	лепи́	lepi	slěp	A-pnn		69	2	3	nsubj														
prugleduvaxa	прꙋгледꙋваха	prugleduvaxa	progledavam	Vmii3pi		69	3	0	root														
																							
í	и́	i	i	C		70	1	2	cc				And all the news (?) came to the King John	1									
varvę	варвѧ	varvę	vъrna	Vmia3se		70	2	0	root														
mínzílъ	ми́нзи́лъ	minzilъ	minzil	A		70	3	4	amod														
xaberъ	хаберъ	xaberъ	xaber	N		70	4	2	obj														
slatъ	слатъ	slatъ	slat	A		70	5	4	fixed														
xaberъ	хаберъ	xaberъ	xaber	N		70	6	5	fixed														
na	на	na	na	Sa		70	7	8	case					1									
crę	црѧ	crę	crę	Nmsgy		70	8	2	obl	iobj													
íoana	и́оана	ioana	ioana	Nmsgy		70	9	8	appos														
																							
ta+	та+	ta	ta	C		71	1	2	cc				And they said (about it?)										
kazuvaxa	казꙋваха	kazuvaxa	kazuvaxa	Vmii3pi		71	2	0	root														
																							
í+	и́+	i	i	C		72	1	2	cc				And the king gave them a great gift (?)										
dareší+	дареши́+	dareši	daruvam	Vmii3si		72	2	0	root														
gí	ги́	gi	tě	Pp3-pa		72	3	2	obj														
crъ	цръ	crъ	car	Nmsny		72	4	2	nsubj					1									
í+	и́+	i	i	C		72	5	7	amod														
gulęmъ	гꙋлѧмъ	gulęmъ	golěm	Amsnn		72	6	7	amod														
darъ	даръ	darъ	dar	Nmsnn		72	7	2	obl														
																							
í+	и́+	i	i	C		73	1	14	cc				And when (they) came (to) the glorious city of Tarnovo,										
kuga	кꙋга	kuga	koga	Pq		73	2	3	mark														
príožda	при́ожда	priožda	prixoždam	Vmia3si		73	3	14	advcl														
slavníe	славни́е	slavnie	slaven	Amsoy		73	4	5	amod	p_adj				1									
gratъ	гратъ	gratъ	grad	Nmsnn		73	5	3	obl														
tarnuvo	тарнꙋво	tarnuvo	Tъrnov	Nnsnn		73	6	5	appos														
í+	и́+	i	i	C		73	7	14	cc				then King John decided to put his holy crown on his head										
togazí	тогази́	togazi	togazi	Pr		73	8	14	advmod														
ze+	зе+	ze	zema	Vaia3se		73	9	14	aux														
crъ	цръ	crъ	car	Nmsny		73	10	14	nsubj														
íoanъ	и́оанъ	ioanъ	Ioan	Nmsny		73	11	10	appos														
ta	та	ta	ta	C		73	12	9	fixed					1									
sí	си́	si	se	Px---d		73	13	14	obl	iobj													
pustaví	пꙋстави́	pustavi	postavja	Vmia3se		73	14	0	root														
korona+	корона+	korona	korona	Nfsnn		73	15	14	obj														
ta+	та+	ta	tъ	Pd-fsn		73	16	15	det	p_nom													
sí	си́	si	se	Px---d		73	17	15	nmod	poss													
stię	стиѧ	stię	svęt	Afpny		73	18	15	amod														
na+	на+	na	na	Sa		73	19	20	case														
glava	глава	glava	glava	Nfsnn		73	20	14	obl	lat				1									
ta	та	ta	tъ	Pd-fsn		73	21	20	det	p_nom													
																							
í+	и́+	i	i	C		74	1	2	cc				And he clothed himself in his regal vestments (?)										
ublečí	ꙋблечи́	ubleči	obleka	Vmia3se		74	2	0	root														
v+	в+	v	v	Sa		74	3	4	case														
pora+	пора+	pora	pora	Nfsnn		74	4	2	obl							BAN V 527: <i>pora</i> (1) 'vъzrast; godina ot života na čovek', CS 'sila' ?							
ta+	та+	ta	tъ	Pd-fsn		74	5	4	det	p_nom													
sí	си́	si	se	Px---d		74	6	4	nmod	poss													
crcka	црцка	crcka	carski	Afsnn		74	7	4	amod														
																							
í+	и́+	i	i	C		75	1	2	cc				And he went out with his royal mother Elena and his 12 retainers (?)			Tixon.d.: <i>izlěze iz gradь pěš' i maika mu crca Elena i njegova crca Anna sъs sički svoe bolěre</i>							
ízlezí	и́злези́	izlezi	izlěza	Vmia3se		75	2	0	root					1									
sasъ	сасъ	sasъ	s	Si		75	3	4	case														
maíka+	маи́ка+	maika	maika	Nfsny		75	4	2	obl														
sí	си́	si	se	Px---d		75	5	4	nmod	poss													
crcka	црцка	crcka	carski	Afsnn		75	6	4	amod														
ílena	и́лена	ilena	Elena	Nfsny		75	7	4	appos														
í+	и́+	i	i	C		75	8	10	cc														
sasъ	сасъ	sasъ	s	Si		75	9	10	case														
svo_ę+	сво_ѧ+	svoę	svoi	Afsny		75	10	16	amod	poss				1									
sí	си́	si	se	Px---d		75	11	10	expl														
dva+	два+	dva	dva	Ml		75	12	16	nummod														
na+	на+	na	na	Sa		75	13	14	case														
dísetъ	ди́сетъ	disetъ	deset	Ml		75	14	12	nummod														
tęxъ	тѧхъ	tęxъ	tъ	Pd-mpg		75	15	14	det	p_adj													
ríџelí	ри́џели́	riџeli	ridželi	Nmpny		75	16	4	conj							BAN VI 251: <i>ridželi</i> 'mъže' (Djuvernua) < tur. <i>rical</i> < ar. <i>riğāl</i> 'xora, vojska, dъržavnici'							
																							
izvanъ	изванъ	izvanъ	izvъn	R		76	1	3	advmod				They went outside	1									
te+	те+	te	tě	Pp3-pn		76	2	3	nsubj														
odíxa	оди́ха	odixa	xodja	Vmii3pi		76	3	0	root														
																							
pogledaxa	погледаха	pogledaxa	pogledna	Vmii3pe		77	1	0	root				They looked (at ?) the city			The scribe likely did not understand the phrase, seen in Ljub.d.: <i>i doidoxa sički pěši na *d* poglede</i>							
mestu	местꙋ	mestu	město	Nnsnn		77	2	1	obj														
																							
pusrešna	пꙋсрешна	pusrešna	posreštna	Vmia3se		78	1	0	root				And he met and accepted the holy relics										
í+	и́+	i	i	C		78	2	3	cc														
príe	при́е	prie	priema	Vmia3se		78	3	1	conj					1									
čísní	чи́сни́	čisni	česten	Afpnn		78	4	5	amod														
moští	мощи́	mošti	mošti	Nfpnn		78	5	1	obj														
																							
í+	и́+	i	i	C		79	1	2	cc				And he kissed them										
caluva+	цалꙋва+	caluva	celuvam	Vmia3si		79	2	0	root														
gí	ги́	gi	tě	Pp3-pa		79	3	2	obj														
																							
í+	и́+	i	i	C		80	1	2	cc				And he brought them to the glorious city (ʺinʺ) Tarnovo										
vnesí+	внеси́+	vnesi	vnesa	Vmia3se		80	2	0	root														
gí	ги́	gi	tě	Pp3-pa		80	3	2	obj														
v+	в+	v	v	Sa		80	4	6	case														
slavní	славни́	slavni	slaven	Amsny		80	5	6	amod					1									
gratъ	гратъ	gratъ	grad	Nmsnn		80	6	2	obj	lat													
f+	ф+	f	v	Sa		80	7	8	case														
tarnuvъ	тарнꙋвъ	tarnuvъ	Tъrnov	Nmsnn		80	8	6	appos														
																							
í+	и́+	i	i	C		81	1	2	cc				And the king commanded										
povelí	повели́	poveli	povelja	Vmia3se		81	2	0	root														
crъ	цръ	crъ	car	Nmsny		81	3	2	nsubj														
																							
ta+	та+	ta	ta	C		82	1	2	cc				And they built a church and a famous monastery in the name of St. Petka										
zagradí_xa	загради́_ха	zagradixa	sъgradja	Vmii3pe		82	2	0	root					1									
čerkuva	черкꙋва	čerkuva	čerkova	Nfsnn		82	3	2	obj														
í+	и́+	i	i	C		82	4	5	cc														
manastírъ	манасти́ръ	manastirъ	manastir	Nmsnn		82	5	3	conj														
slavenъ	славенъ	slavenъ	slaven	Amsnn		82	6	5	amod														
vo+	во+	vo	v	Sa		82	7	8	case														
ime	име	ime	ime	Nnsnn		82	8	2	obl														
s_tííę	с_ти́и́ѧ	stiię	svęt	Afsgy		82	9	10	amod					1									
petka	петка	petka	Petka	Nfsny		82	10	8	nmod	poss													
																							
í+	и́+	i	i	C		83	1	2	cc				And they put (there) the holy relics										
puložíxa	пꙋложи́ха	puložixa	položa	Vmii3pe		83	2	0	root														
stíe	сти́е	stie	svęt	Afpny		83	3	4	amod														
muští	мꙋщи́	mušti	mošti	Nfpnn		83	4	2	obj														
(n/a)						83	5		mrg													13	Closing Prayers (short versions)
																							
í+	и́+	i	i	C		84	1	2	cc				And those pure relics were seated there in Tarnovo for 32 years									14	Relics looted by Turks
si_dęxa	си_дѧха	sidęxa	sedja	Vmii3pi		84	2	0	root					1									
tíę	ти́ѧ	tię	toja	Pd-fpn		84	3	5	det	ext													
čistíę	чисти́ѧ	čistię	čist	Afpny		84	4	5	amod														
moští	мощи́	mošti	mošti	Nfpnn		84	5	2	nsubj														
f+	ф+	f	v	Sl		84	6	7	case														
tarnuvo	тарнꙋво	tarnuvo	Tъrnov	Nnsnn		84	7	2	obl	loc													
*lv*	·лв·	*lv*	32	Mc		84	8	9	nummod					1									
godęnъ	годѧнъ	godęnъ	godina	Nfpgn		84	9	2	obl														
																							
í+	и́+	i	i	C		85	1	12	cc				And finally, as she became known (?) in the land of Rumelia,										
napukunъ	напꙋкꙋнъ	napukunъ	napokon	R		85	2	12	advmod														
kuga+	кꙋга+	kuga	koga	Pq		85	3	5	mark														
sa	са	sa	se	Px---a		85	4	5	expl														
razmerí	размери́	razmeri	razmerja	Vmia3se		85	5	12	advcl														
u+	ꙋ+	u	u	Sg		85	6	8	case														
rumę_líska	рꙋмѧ_ли́ска	rumęliska	rumeliiski	Afsnn		85	7	8	amod					1									
zímę	зи́мѧ	zimę	zemja	Nfsnn		85	8	5	obl	loc													
kutu	кꙋтꙋ	kutu	kato	C		85	9	12	advmod				then (?) the Turks decided to conquer the land										
zexa	зеха	zexa	zema	Vaii3pe		85	10	12	aux														
da+	да+	da	da	C		85	11	10	fixed														
prízemetъ	при́земетъ	prizemetъ	prizema	Vmip3pe		85	12	0	root														
tur_cí+	тꙋр_ци́+	turci	turčin	Nmpny		85	13	12	nsubj					1									
te	те	te	tъ	Pd-mpn		85	14	13	det	p_nom													
zemę+	земѧ+	zemę	zemja	Nfsnn		85	15	12	obj														
ta	та	ta	tъ	Pd-fsn		85	16	15	det	p_nom													
																							
ta+	та+	ta	ta	C		86	1	3	cc				And they returned them (?)										
gí	ги́	gi	tě	Pp3-pa		86	2	3	obj														
varnaxa	варнаха	varnaxa	vъrna	Vmii3pe		86	3	0	root														
																							
ta+	та+	ta	ta	C		87	1	3	cc				And they (...) the relics of St. Petka again to (...)										
gi	ги	gi	tě	Pp3-pa		87	2	4	expl														
[...]	[...]	[...]	[...]	X		87	3	0	root	reparandum				1									
muští+	мꙋщи́+	mušti	mošti	Nfpnn		87	4	3	obj														
te	те	te	tъ	Pd-fpn		87	5	4	det	p_nom													
stíę	сти́ѧ	stię	svęt	Afpny		87	6	7	amod														
petkuví	петкꙋви́	petkuvi	Petkov	Afpnn		87	7	5	amod	poss													
pakъ	пакъ	pakъ	pak	R		87	8	3	advmod														
vъ	въ	vъ	v	Sa		87	9	10	orphan														
[...]	[...]	[...]	[...]	X		87	10	3	reparandum					1									
																							
í+	и́+	i	i	C		88	1	4	cc				And finally, as the Turk invited (...)									15	Translation to Moldova
napuku	напꙋкꙋ	napuku	napokon	R		88	2	4	advmod														
kuga	кꙋга	kuga	koga	Pq		88	3	4	advmod														
prízve	при́зве	prizve	prizova	Vmia3se		88	4	0	root														
turčína+	тꙋрчи́на+	turčina	turčin	Nmsoy	Nmsgy	88	5	4	nsubj														
t	т	t	tъ	Pd-msn		88	6	5	det	p_nom													
[...]	[...]	[...]	[...]	X		88	7	4	reparandum					2									
																							
ta+	та+	ta	ta	C		89	1	3	cc		7v	/img/petka/52k-7v.jpg	And he gave them to one Greek bey										
gí	ги́	gi	tě	Pp3-pa		89	2	3	obj														
urazí	ꙋрази́	urazi	urazja	Vmia3se		89	3	0	root														
na+	на+	na	na	Sa		89	4	7	case														
edínъ	еди́нъ	edinъ	edin	Amsnn		89	5	7	amod	det													
grackí+	грацки́+	gracki	grъcki	Amsny		89	6	7	amod														
bí	би́	bi	bei	Nmsny		89	7	3	obl	iobj						?							
																							
ta+	та+	ta	ta	C		90	1	3	cc				And he carried them to the Bulgarian land of (?) Beautiful Moldova to the glorious city (of Jassy)										
gí	ги́	gi	tě	Pp3-pa		90	2	3	obj														
pr_ínesí	пр_и́неси́	prinesi	prinesa	Vmia3se		90	3	0	root					1									
v+	в+	v	v	Sa		90	4	6	case														
bul'garcka	бꙋл͛гарцка	bulъgarcka	bъlgarski	Afsnn		90	5	6	amod														
zímę	зи́мѧ	zimę	zemja	Nfsnn		90	6	3	obl	lat													
gjuzelъ	гюзелъ	gjuzelъ	gjuzel	A		90	7	8	amod														
muldova	мꙋлдова	muldova	Moldavija	Nfsnn		90	8	6	appos					1									
na+	на+	na	na	Sa		90	9	11	case														
slavníe	славни́е	slavnie	slaven	Amsoy		90	10	11	amod	p_adj													
gratъ	гратъ	gratъ	grad	Nmsnn		90	11	3	obl														
																							
ta+	та+	ta	ta	C		91	1	3	cc				And he placed them in the monastery of the Apostles										
gí	ги́	gi	tě	Pp3-pa		91	2	3	obj														
postaví	постави́	postavi	postavja	Vmia3se		91	3	0	root														
va+	ва+	va	v	Sa		91	4	5	case														
manast_írъ	манаст_и́ръ	manastirъ	manastir	Nmsnn		91	5	3	obl	loc				1									
stítí_límъ	сти́ти́_ли́мъ	stitilimъ	svętitel	Nmpdy		91	6	5	nmod	poss													
(n/a)						91	7		mrg													16	Afterword
																							
pametъ	паметъ	pametъ	pamet	Nfsnn		92	1	5	obj				O, Reverend Parascheva, we respect your memory!									17	Closing Prayers
tvoę	твоѧ	tvoę	tvoi	Afsny		92	2	1	amod	poss													
prípadnaę	при́паднаѧ	pripadnaę	prepodoben	Afsny		92	3	4	amod					1									
praskevo	праскево	praskevo	Paraskeva	Nfsvy		92	4	5	vocative														
počítaemъ	почи́таемъ	počitaemъ	počitam	Vmip1pi		92	5	0	root														
																							
bgu	бгꙋ	bgu	bog	Nmsdy		93	1	3	obl	iobj			Glory (be) to God Father and the Son and the Holy Spirit,										
našímu	наши́мꙋ	našimu	naš	Amsdy		93	2	1	amod	poss													
slavu	славꙋ	slavu	slava	Nfsan		93	3	0	root					1									
ẅcu	ѡ̈цꙋ	ocu	otec	Nmsdy		93	4	1	appos														
í+	и́+	i	i	C		93	5	6	cc														
snu	снꙋ	snu	sin	Nmsdy		93	6	4	conj														
í+	и́+	i	i	C		93	7	10	cc														
