text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	chunk_desc
nizlágaemaʺ	низлáгаема̏	nizlagaema	nizlagati	Vmpp-si	Amsgn	33	12	10	acl	pass													
i+	и+	i	i	C		33	13	14	cc														
popíraemà	попи́раемà	popiraema	popirati	Vmpp-si	Amsgn	33	14	12	conj	pass													
wt+	ѿ+	ot	ot	Sg		33	15	18	case														
moúdrïe	моу́дрїе	moudrie	mъdъr	Afsgy		33	16	18	amod					1									
seʺje	се̏ѥ	seje	sii	Pd-fsg		33	17	18	det	p_adj													
dvy,	двы,	dvi	deva	Nfsgy		33	18	12	obl														
jákóže	ꙗ́ко́же	jakože	jakože	R		33	19	22	mark				as (if it were) a poor bird										
xoúdu	хоу́дꙋ	xoudu	xud	Afsan		33	20	22	amod														
ně´koto_roujù	нѣ́кото_роую̀	někotorouju	někotori	Afsay		33	21	22	amod	det				2									
p'tícu.	п͛ти́цꙋ.	pticu	ptica	Nfsay		33	22	10	acl		193v	/img/petka/000390.jpg											
																							
I+	И+	i	i	C		34	1	11	cc				and thus, fightning with the nature, so she made her soul beautiful										
síce	си́це	sice	sice	R		34	2	4	advmod														
oúbò	оу́бо̀	oubo	ubo	C		34	3	1	fixed														
podvíg'ši+	подви́г͛ши+	podvigši	podvignǫti	Vmpa-sia	Afsnn	34	4	11	advcl														
se	се	se	se	Px---a		34	5	4	expl					1									
na	на	na	na	Sa		34	6	7	case														
jéstvo.	ѥ́ство.	jestvo	estestvo	Nnsnn		34	7	4	obl	lat													
í+	и́+	i	i	C		34	8	9	advmod														
síce	си́це	sice	sice	R		34	9	11	advmod														
svojù	свою̀	svoju	svoi	Amsay		34	10	12	amod	poss													
oúkrási	оу́крáси	oukrasi	ukrasja	Vmia3se		34	11	0	root														
dšu,	дшꙋ,	dšu	duša	Nmsay		34	12	11	obj					1									
																							
jakóže	ꙗко́же	jakože	jakože	R		35	1	5	advmod				thus the prophetic words were fulfilled in her case:										
í+	и́+	i	i	C		35	2	5	cc														
ná+	нá+	na	na	Sa		35	3	4	case														
toì	тоѝ	toi	tja	Pp3fsd		35	4	5	obl	loc													
ísplь´niti+	и́спль́нити+	isplъniti	izpъlnja	Vmn---e		35	5	0	root														
se	се	se	se	Px---a		35	6	5	expl														
slóvo	сло́во	slovo	slovo	Nnsnn		35	7	5	nsubj														
w´nò	ѡ́но̀	ono	on	Pd-nsn		35	8	7	det	p_nom				1									
prrw´čьskoè,	пррѡ́чьскоѐ,	prročъskoe	proročeski	Ansny		35	9	7	amod														
																							
vьždélějetь	вьжде́лѣѥть	vъždelějetъ	vъždelěti	Vmip3se		36	1	0	root				ʺLet the king be enthralled by your beautyʺ (Ps 44:11)			Ps 45:11 NIV							
crь	црь	crъ	car	Nmsny		36	2	1	nsubj							CS: vozželáetъ crь dobróty tvoeę` (Ps 44:11)							
dóbro_tě	до́бро_тѣ	dobrotě	dobrota	Nfsdn		36	3	1	obj					1									
tvojeì.	твоѥѝ.	tvojei	tvoi	Afsdy		36	4	3	amod	poss													
																							
í+	и́+	i	i	C		37	1	7	cc				and in such works she found ascension										
táko	тáко	tako	taka	Pr		37	2	7	advmod														
oúbò	оу́бо̀	oubo	ubo	C		37	3	7	discourse														
dějanïemь	дѣꙗнїемь	dějaniemъ	dejanie	Nnsin		37	4	7	obl					1									
vь+	вь+	vъ	v	Sl		37	5	6	case														
víděnïi	ви́дѣнїи	viděnii	videnie	Nnsln		37	6	7	obl	loc													
w´brě´te	ѡ́брѣ́те	obrěte	obrěsti	Vmia3se		37	7	0	root														
vьsxódь.	вьсхо́дь.	vъsxodъ	vъzxod	Nmsnn		37	8	7	obj														
																							
í+	и́+	i	i	C		38	1	7	cc				and making her soul beautiful by words and works	1									
slóvo_mь	сло́во_мь	slovomъ	slovo	Nmsin		38	2	6	obl														
í+	и́+	i	i	C		38	3	4	cc														
dě´lomь	дѣ́ломь	dělomъ	delo	Nmsin		38	4	2	conj														
žítïe	жи́тїе	žitie	žitie	Nnsnn		38	5	6	obj														
oúkrášьšïi,	оу́крáшьшїи,	oukrašъšii	ukrasja	Vmpa-sea	Afsny	38	6	7	advcl														
prě_býstь	прѣ_бы́сть	prěbistъ	prebъda	Vmia3se		38	7	0	root				she spent enough years in the desert	1									
lě´ta	лѣ́та	lěta	lěto	Nnpnn		38	8	7	obj														
dovól'nà	дово́л͛нà	dovolna	dovolen	Anpnn		38	9	8	amod														
vь+	вь+	vъ	v	Sl		38	10	11	case														
poústiny..	поу́стины..	poustini	pustinja	Nfsdn		38	11	7	obl	loc				1									
																							
Vъ+	Въ+	vъ	v	Sl		39	1	2	case				one night (ʺin one of the nightsʺ)									6	Petka in Blachernae
jedínu+	ѥди́нꙋ+	jedinu	edin	Afsan		39	2	17	obl	loc:det													
že	же	že	že	Qd		39	3	17	cc														
wt+	ѿ+	ot	ot	Sg		39	4	5	case														
nóšteì	но́щеѝ	noštei	nošt	Nfpgn		39	5	2	nmod	abl													
ná+	нá+	na	na	Sa		39	6	7	case				as she gave herself to the prayer, as usual										
mltvou	млтвоу	mltvou	molitva	Nfsan		39	7	10	obl	iobj													
sébe	се́бе	sebe	se	Px---g		39	8	10	obj					1									
w´býčno	ѡ́бы́чно	obično	obično	R		39	9	10	advmod														
vьdáv'ši.	вьдáв͛ши.	vъdavši	vъdati	Vmpa-sea	Afsnn	39	10	17	advcl														
í+	и́+	i	i	C		39	11	16	cc				and as she raised her hands with love towards heavens										
roúcě	роу́цѣ	roucě	rъka	Nfdnn		39	12	16	obj														
na+	на+	na	na	Sa		39	13	14	case														
nbo	нбо	nbo	nebe	Nnsnn		39	14	16	obl	lat				1									
oúmíljen'ně	оу́ми́лѥн͛нѣ	oumiljenně	umileno	R		39	15	16	advmod														
vьzdějav'šïi,	вьздѣꙗв͛шїи,	vъzdějavšii	vъzdam	Vmpa-sea	Afsny	39	16	10	conj														
zriʺtь	зри̏ть	zritъ	zra	Vmia3se		39	17	0	root				she saw some kind of a divine apparition: a shiny young man										
ně´_kotórojè	нѣ́_кото́роѥ̀	někotoroje	někotori	Ansny		39	18	20	amod	det				1									
bžstьv'noè	бжстьв͛ноѐ	bžstъvnoe	božestven	Ansny		39	19	20	amod														
víděnïe.	ви́дѣнїе.	viděnie	videnie	Nnsnn		39	20	17	obj														
júnóšu	ю́но́шꙋ	junošu	junoša	Nfsay		39	21	20	appos					1									
ně´koego	нѣ́коего	někoego	někoi	Amsgy		39	22	21	amod	det													
svě´tla	свѣ́тла	světla	světъl	Amsgn		39	23	21	amod														
kь+	кь+	kъ	k	Sd		39	24	25	case				coming to her										
njeì	нѥѝ	njei	tja	Pp3msd		39	25	26	obl	lat													
prišь´d'ša	пришь́д͛ша	prišъdša	priida	Vmpa-sea	Amsgn	39	26	21	acl														
í+	и́+	i	i	C		39	27	29	cc				and thus speaking:										
síce	си́це	sice	sice	R		39	28	29	advmod					1									
gljúšà.	глю́шà.	gljuša	glagolati	Vmpa-sia	Amsgn	39	29	26	conj														
																							
poústynjù	поу́стыню̀	poustinju	pustinja	Nfsan		40	1	2	obj				ʺreturn to your fatherland as you leave the desertʺ										
w´stávlьši	ѡ́стáвльши	ostavlъši	ostavja	Vmpa-sea	Afsnn	40	2	5	advcl														
kь	кь	kъ	k	Sd		40	3	4	case					1									
wtčь´stvoù	ѿчь́ствоу̀	otčъstvou	otečestvo	Nnsdn		40	4	5	obl	lat													
vьzvráti+	вьзврáти+	vъzvrati	vъzvratiti	Vmm-2se		40	5	0	root														
se,	се,	se	se	Px---a		40	6	5	expl														
																							
támo+	тáмо+	tamo	tamo	R	Pr---a	41	1	5	advmod				ʺfor there it's appropriate for you to leave the body in the groundʺ										
bo	бо	bo	bo	C		41	2	5	cc														
tébě	те́бѣ	tebě	ty	Pp2-sd		41	3	5	obl	iobj				1									
tě´lo	тѣ́ло	tělo	tělo	Nnsnn		41	4	7	obj														
podw´baetь	подѡ́баеть	podobaetъ	podobati	Vmip3si		41	5	0	root														
zémlì	зе́млѝ	zemli	zemlja	Nfsdn		41	6	7	obl	iobj													
w´staviti,	ѡ́ставити,	ostaviti	ostavja	Vmn---e		41	7	5	advcl					1									
dxь+	дхь+	dxъ	dux	Nmsny		41	8	13	obj				ʺand to transfer your spirit to the immaterial realmʺ										
že	же	že	že	Qd		41	9	13	cc														
vь+	вь+	vъ	v	Sa		41	10	14	case														
ne+	не+	ne	ne	Qz		41	11	12	amod														
véštьstьvnaà	ве́щьстьвнаà	veštъstъvnaa	veštestven	Anpny		41	12	14	amod														
prěvésti	прѣве́сти	prěvesti	preveda	Vmn---e		41	13	7	conj														
seljé_nïa..	селѥ́_нїа..	seljenia	selenie	Nnpnn		41	14	13	obl	lat				1									
																							
Sílou	Си́лоу	silou	sila	Nfsan		42	1	4	obj				as she saw the power of the apparition										
oúbò	оу́бо̀	oubo	ubo	C		42	2	10	cc														
víděnïa	ви́дѣнїа	viděnia	videnie	Nnsgn		42	3	1	nmod														
rasmó_trivь.	расмо́_тривь.	rasmotrivъ	rasъmotriti	Vmpa-sea	Amsnn	42	4	10	advcl					1									
í+	и́+	i	i	C		42	5	9	cc				and as she understood it was divine										
bžstv'no	бжств͛но	bžstvno	božestven	Ansnn		42	6	8	obl	pred													
toʺ	то̏	to	to	Qd		42	7	8	nsubj														
býti	бы́ти	biti	sъm	Vmn---i		42	8	9	advcl														
razoúmě_vь.	разоу́мѣ_вь.	razouměvъ	razumeja	Vmpa-sia	Amsnn	42	9	4	conj					1									
radoujaše+	радоуꙗше+	radoujaše	radvam	Vmii3si		42	10	0	root				she rejoiced about being freed from the body										
se	се	se	se	Px---a		42	11	10	expl														
oúbò	оу́бо̀	oubo	ubo	C		42	12	10	cc														
w´+	ѡ́+	o	o (2)	Sl		42	13	15	case														
tě´lesnomь	тѣ́лесномь	tělesnomъ	tělesen	Ansin		42	14	15	amod														
ra_spréženi,	ра_спре́жени,	raspreženi	raspręženie	Nnsln		42	15	10	obl					1		Miklosich: raspręženie 'diazeuxis, disiunctio'							
																							
pečálujaše+	печáлꙋꙗше+	pečalujaše	pečalja	Vmii3si		43	1	0	root				but she was worried about leaving the desert										
že	же	že	že	Qd		43	2	1	cc														
w´+	ѡ́+	o	o (2)	Sl		43	3	4	case														
wstávljeni	ѡстáвлѥни	ostavljeni	ostavlenie	Nnsln		43	4	1	obl					1									
pustýnjè.	пꙋсты́нѥ̀.	pustinje	pustinja	Nfsgn		43	5	4	nmod														
																							
Ničtòže	Ничто̀же	ničtože	ničьtože	Pz		44	1	6	nsubj				for nothing else purifies the soul and brings it to the primordial (perfection) than the desert and the silence										
bw	бѡ	bo	bo	C		44	2	6	cc														
inò	ино̀	ino	in	Ansnn		44	3	1	amod	det													
táko	тáко	tako	taka	Pr		44	4	6	advmod														
dšu	дшꙋ	dšu	duša	Nfsay		44	5	6	obj					2									
wčíštaetь	ѡчи́щаеть	očištaetъ	očistja	Vmip3se		44	6	0	root		194r	/img/petka/000391.jpg											
í+	и́+	i	i	C		44	7	10	cc														
vь+	вь+	vъ	v	Sa		44	8	10	case														
prь´vo_w´bráznojè	прь́во_ѡ́брáзноѥ̀	prъvoobraznoje	pъrvoobrazen	Ansny		44	9	10	obl	lat													
privódi_tь,	приво́ди_ть,	privoditъ	priveda	Vmip3se		44	10	6	conj					1									
jákóže	ꙗ́ко́же	jakože	jakože	R		44	11	12	mark														
poústynjà	поу́стынꙗ̀	poustinja	pustinja	Nfsnn		44	12	6	advcl														
í+	и́+	i	i	C		44	13	14	cc														
bez'mlь´vïe.	без͛мль́вїе.	bezmlъvie	bezmъlvie	Nnsnn		44	14	12	conj					1									
																							
w´báče	ѡ́бáче	obače	obače	C		45	1	10	cc				but even though she didn't want to leave the desert, she returned to the world										
oúbò	оу́бо̀	oubo	ubo	C		45	2	10	discourse														
i+	и+	i	i	C		45	3	5	advmod														
ne+	не+	ne	ne	Qz		45	4	5	advmod														
xótešti	хо́тещи	xotešti	xotěti	Vmpp-sia	Afsnn	45	5	7	advcl														
pustýnjù	пꙋсты́ню̀	pustinju	pustinja	Nfsan		45	6	7	obj														
w´stá_v'lь	ѡ́стá_в͛ль	ostavlъ	ostavja	Vmpa-sea	Amsnn	45	7	10	advcl					1									
vь+	вь+	vъ	v	Sa		45	8	9	case														
mírь	ми́рь	mirъ	mir	Nmsnn		45	9	10	obl	lat													
vьzvráti+	вьзврáти+	vъzvrati	vъzvratiti	Vmia3se		45	10	0	root														
se.	се.	se	se	Px---a		45	11	10	expl														
																							
I+	И+	i	i	C		46	1	10	cc				and as she arrived to Tsarigrad (ʺthe reigning cityʺ), she entered the temple of the of (John) the Evangelist										
kъ+	къ+	kъ	k	Sd		46	2	5	case														
crstvou_juštomou	црствоу_ющомоу	crstvoujuštomou	carstvuvam	Amsdy	Vmpp-sia	46	3	5	amod					1									
prišь´d'ši	пришь́д͛ши	prišъdši	priida	Vmpa-sea	Afsnn	46	4	10	advcl														
grádou,	грáдоу,	gradou	grad	Nmsdy		46	5	4	obl	lat													
vь+	вь+	vъ	v	Sa		46	6	11	case														
bžïà	бжїà	bžia	božii	Amsgn		46	7	8	amod	poss				1									
slóva	сло́ва	slova	slovo	Nmsgn		46	8	11	nmod	poss													
prěkrásnyʺ	прѣкрáсны̏	prěkrasnii	prekrasen	Amsny		46	9	11	amod														
prïíde	прїи́де	priide	priida	Vmia3se		46	10	0	root														
xrámь.	хрáмь.	xramъ	xram	Nmsnn		46	11	10	obl	lat													
																							
čtò	что̀	čto	čьto	Pq		47	1	3	obj				And what she wouldn't do be doing (there)?	1									
ne+	не+	ne	ne	Qz		47	2	3	advmod														
dějušti	дѣющи	dějušti	dějati	Vmpp-sia	Afsnn	47	3	23	advcl														
í+	и́+	i	i	C		47	4	5	cc														
tvóreštïi.	тво́рещїи.	tvoreštii	tvorja	Vmpp-sia	Afsny	47	5	3	conj														
kolě´nomь	колѣ́номь	kolěnomъ	kolěno	Nnsin		47	6	8	obl				Doing frequent knee-bendings,										
čé_staà	че́_стаà	čestaa	čęst	Anpny		47	7	9	amod					1									
tvóreštïi	тво́рещїи	tvoreštii	tvorja	Vmpp-sia	Afsny	47	8	3	conj														
poklónjenïa.	покло́нѥнїа.	poklonjenia	poklonenie	Nnpnn		47	9	8	obj														
slь´znyjè	сль́зныѥ̀	slъznije	sъlzen	Ampny		47	10	12	amod				pouring wells of tears,	1									
tóčeštïi	то́чещїи	točeštii	toča	Vmpp-sia	Afsny	47	11	8	conj														
ístóčniky.	и́сто́чникы.	istočniki	iztočnik	Nmpnn		47	12	11	obj														
wt+	ѿ+	ot	ot	Sg		47	13	14	case				letting frequent moanings from the heart,										
srdca	срдца	srdca	sъrdce	Nmsgn		47	14	16	obl	abl													
čéstaà	че́стаà	čestaa	čęst	Anpny		47	15	17	amod					1									
íspoúštajuštiʺ	и́споу́щающи̏	ispouštajuštii	izpustja	Vmpp-sia	Afsny	47	16	11	conj														
sténanïa.	сте́нанїа.	stenania	stenanie	Nnpnn		47	17	16	obj														
í+	и́+	i	i	C		47	18	20	cc				and remembering the life in the desert,										
poústyn'noè	поу́стын͛ноѐ	poustinnoe	pustinen	Ansny		47	19	21	amod					1									
pomínajušti	поми́нающи	pominajušti	pomnja	Vmpp-sia	Afsnn	47	20	16	conj														
prěbývanïe,	прѣбы́ванїе,	prěbivanie	prebivanie	Nnsnn		47	21	20	obj														
ljútojù	лю́тою̀	ljutoju	ljut	Afsin		47	22	25	amod				as she was being overcome by sadness.										
sьně´daemaʺ	сьнѣ́даема̏	sъnědaemaa	sъněsti	Vmpp-se	Afsny	47	23	0	root	pass				1		Cejtlin et al. 663: sъněsti 'sníst'							
bě´še	бѣ́ше	běše	sъm	Vmii3si		47	24	23	cop														
pečálïjù.	печáлїю̀.	pečaliju	pečal	Nfsin		47	25	23	obl														
																							
í+	и́+	i	i	C		48	1	22	cc				and afterwards										
po+	по+	po	po	Sl		48	2	3	case														
sémь,	се́мь,	semъ	sii	Pd-msl		48	3	22	obl														
jákó_že	ꙗ́ко́_же	jakože	jakože	R		48	4	16	mark				as she dilligently visited all of the places there as a dilligent bee (visits) the spring flowers	1									
ljúbodě´l'naʺ	лю́бодѣ́л͛на̏	ljubodělna	ljubodělen	Afsny		48	5	6	amod														
p'čéla	п͛че́ла	pčela	pčela	Nfsny		48	6	10	advcl														
vьsè	вьсѐ	vъse	vse	Ampan		48	7	9	amod	det													
prolě´tniè	пролѣ́тниѐ	prolětnie	proleten	Ampny		48	8	9	amod					1									
cvě´ty,	цвѣ́ты,	cvěti	cvět	Nmpnn		48	9	6	obj														
síce	си́це	sice	sice	R		48	10	22	advmod														
íže	и́же	iže	iže	Pr-msn		48	11	12	mark														
támo	тáмо	tamo	tamo	R	Pr---a	48	12	17	acl														
vьsà	вьсà	vъsa	vse	Anpnn		48	13	17	amod	det													
staa	стаа	staa	svęt	Anpny		48	14	17	amod														
ljú_botroúdně	лю́_ботроу́днѣ	ljubotroudně	ljubotrudně	R		48	15	16	advmod					1									
w´býšьdь	ѡ́бы́шьдь	obišъdъ	obida	Vmpa-sea	Amsnn	48	16	22	advcl														
mě´sta.	мѣ́ста.	města	město	Nnpnn		48	17	16	obj														
kь+	кь+	kъ	k	Sd		48	18	19	case				she came to the shiny temple of the mother of Christ, which is also called Blachernae										
prě_svě´tlomu	прѣ_свѣ́тломꙋ	prěsvětlomu	presvětъl	Amsdy		48	19	23	amod					1									
xvì	хвѝ	xvi	Xristov	Afsgn		48	20	21	amod	poss													
mtére	мте́ре	mtere	mati	Nfsgy		48	21	23	nmod	poss													
prïíde	прїи́де	priide	priida	Vmia3se		48	22	0	root														
xrámou,	хрáмоу,	xramou	xram	Nmsdn		48	23	22	obl	lat				1									
íže	и́же	iže	iže	Pr-msn		48	24	27	mark														
i+	и+	i	i	C		48	25	26	amod														
vláxer'na	влáхер͛на	vlaxerna	Vlaxerna	Nfsnn		48	26	27	obl	pred													
íménoujet+	и́ме́ноуѥт+	imenoujet	imenuvam	Vmip3si		48	27	23	acl														
se	се	se	se	Px---a		48	28	27	expl														
dáže	дáже	daže	daže	Qg		48	29	31	advmod														
do	до	do	do	Sg		48	30	31	case					1									
dnsь.	днсь.	dnsъ	dnes	R		48	31	27	advmod														
																							
í+	и́+	i	i	C		49	1	11	cc				and there, falling to her honorable icon										
támo	тáмо	tamo	tamo	R	Pr---a	49	2	11	advmod														
kь+	кь+	kъ	k	Sd		49	3	7	case														
tojè	тоѥ̀	toje	tja	Pp3fsg		49	4	7	nmod	poss													
čь´stněì	чь́стнѣѝ	čъstněi	česten	Afsdy		49	5	7	amod														
pripá_d'ši	припá_д͛ши	pripadši	pripadna	Vmpa-sea	Afsnn	49	6	11	advcl					1									
íkóně,	и́ко́нѣ,	ikoně	ikona	Nfsdn		49	7	6	obl	lat													
tóplyjè	то́плыѥ̀	toplije	topъl	Afpny		49	8	12	amod				she poured hot tears unsparingly										
ne+	не+	ne	ne	Qz		49	9	10	advmod														
štédno	ще́дно	štedno	štędno	R		49	10	11	advmod														
íslívaʺ_še	и́сли́ва̏_ше	islivaše	izlivam	Vmii3si		49	11	0	root					1									
slь´zy.	сль́зы.	slъzi	sъlza	Nfpny		49	12	11	obj														
Tébě	Те́бѣ	tebě	ty	Pp2-sd		49	13	19	obl	iobj			saying: ʺI gave you all my life, o Lady of the Worldʺ										
gljúšti	глю́щи	gljušti	glagolati	Vmpp-sia	Afsnn	49	14	11	advcl														
vldčce	влдчце	vldčce	vladičica	Nfsvy		49	15	13	vocative														
mí_rou	ми́_роу	mirou	mir	Nmsdn		49	16	15	nmod	poss				1									
vь´sь`	вь́сь̀	vъsъ	vse	Amsnn		49	17	20	amod	det													
moì	моѝ	moi	moi	Amsny		49	18	20	amod	poss													
vьzlóžix	вьзло́жих	vъzložix	vъzloža	Vmia1se		49	19	14	advcl														
žívotь.	жи́воть.	životъ	život	Nmsnn		49	20	19	obj														
																							
ná+	нá+	na	na	Sa		50	1	2	case				ʺupon you I lay all my hopes, o Virginʺ										
tè	тѐ	te	ty	Pp2-sa		50	2	5	obl	lat				1									
vьsoù	вьсоу̀	vъsou	vse	Afsan		50	3	6	amod	det													
mojù	мою̀	moju	moi	Afsay		50	4	6	amod	poss													
vьzlágajù+	вьзлáгаю̀+	vъzlagaju	vъzlagam	Vmip1si		50	5	0	root														
nadéždu+	наде́ждꙋ+	nadeždu	nadežda	Nfsan		50	6	5	obj														
dvíce,	дви́це,	dvice	devica	Nfsvy		50	7	2	vocative					2									
																							
ne+	не+	ne	ne	Qz		51	1	2	advmod		194v	/img/petka/000392.jpg	ʺdon't cast my poor self awayʺ										
wtríni	ѿри́ни	otrini	otrina	Vmm-2se		51	2	0	root														
oúbógojù	оу́бо́гою̀	oubogoju	ubog	Afsay		51	3	4	amod														
méne.	ме́не.	mene	az	Pp1-sg		51	4	2	obj														
																							
ne+	не+	ne	ne	Qz		52	1	2	advmod				ʺdo not turn in disgust from your servant, following your only Son from the youthʺ										
vьz'gnoú_šaí+	вьз͛гноу́_шаи́+	vъzgnoušai	vъzgnusiti	Vmm-2si		52	2	0	root					1									
se	се	se	se	Px---a		52	3	2	expl														
svojù	свою̀	svoju	svoi	Afsay		52	4	5	amod	poss						Kałužniacki 1901: <i>ne vьzgnoušai se svojee raby</i>. The rather unexpected sg.acc can be seen in Zogr. 107 too.							
rábu	рáбꙋ	rabu	raba	Nfsay		52	5	2	obj														
íže	и́же	iže	iže	Pr-msn		52	6	11	mark														
wt+	ѿ+	ot	ot	Sg		52	7	8	case														
junósti	юно́сти	junosti	junostь	Nfsgn		52	8	11	obl	abl													
tvoemu	твоемꙋ	tvoemu	tvoi	Amsdy		52	9	12	amod	poss				1									
edínorwdnomu	еди́норѡдномꙋ	edinorodnomu	edinoroden	Amsdy		52	10	12	amod														
poslě´dovav'šoujù	послѣ́довав͛шоую̀	poslědovavšouju	posledvam	Vmpa-sea	Afsay	52	11	5	acl														
snu.	снꙋ.	snu	sin	Nmsdy	Nmsgy	52	12	11	obl	iobj				1									
																							
Vě´si	Вѣ́си	věsi	věděti	Vmip2si		53	1	0	root				ʺyou know, o Virgin, the frailty of the female natureʺ										
nemóštь	немо́щь	nemoštъ	nemošt	Nfsnn		53	2	1	obj														
žén'skàgo	же́н͛скàго	ženskago	ženski	Ansgy		53	3	4	amod														
jéstva	ѥ́ства	jestva	estestvo	Nnsgn		53	4	2	nmod														
dvo.	дво.	dvo	deva	Nfsvy		53	5	1	vocative					1									
																							
vě´si	вѣ́си	věsi	věděti	Vmip2si		54	1	0	root				ʺyou know the evils of my soulʺ										
dše	дше	dše	duša	Nfsgy		54	2	4	nmod	poss													
mojeè	моѥѐ	mojee	moi	Afsgy		54	3	2	amod	poss													
w´zlóbljenïe.	ѡ́зло́блѥнїе.	ozlobljenie	ozloblenie	Nnsnn		54	4	1	obj														
																							
ne	не	ne	ne	Qz		55	1	2	advmod				ʺI have no other hopeʺ										
ímámь	и́мáмь	imamъ	imam	Vmip1si		55	2	0	root					1									
ínyʺje	и́ны̏ѥ	inije	in	Afsgy		55	3	4	amod														
nadéžde.	наде́жде.	nadežde	nadežda	Nfsgn		55	4	2	obj														
																							
ne	не	ne	ne	Qz		56	1	2	advmod				ʺI have no other roofʺ										
imámь	имáмь	imamъ	imam	Vmip1si		56	2	0	root														
ínógò	и́но́го̀	inogo	in	Amsgy		56	3	4	amod					1									
pokróva.	покро́ва.	pokrova	pokrov	Nmsgn		56	4	2	obj														
																							
tyʺ	ты̏	ti	ty	Pp2-sn		57	1	2	nsubj				ʺyou (are my) advisorʺ										
nastávnica,	настáвница,	nastavnica	nastavnica	Nfsny		57	2	0	root														
																							
tyʺ	ты̏	ti	ty	Pp2-sn		58	1	2	nsubj				ʺyou (are my) guardianʺ										
zástu_p'nica.	зáстꙋ_п͛ница.	zastupnica	zastъpnica	Nfsny		58	2	0	root					1									
																							
tyʺ	ты̏	ti	ty	Pp2-sn		59	1	5	nsubj				ʺyou (are my) protector for all my lifeʺ										
vьsejè	вьсеѥ̀	vъseje	vse	Afsgy		59	2	3	amod	det													
žízny	жи́зны	žizni	žiznь	Nfsdn		59	3	5	obl														
mojeè	моѥѐ	mojee	moi	Afsgy		59	4	3	amod	poss													
xráni_tel'nica.	хрáни_тел͛ница.	xranitelnica	xranitelnica	Nfsny		59	5	0	root					1									
																							
Don'dě´že	Дон͛дѣ́же	donъděže	donьdeže	Pr		60	1	4	mark				ʺyou were my helper, when I walked in the desertʺ										
vь+	вь+	vъ	v	Sl		60	2	3	case														
poustýni	поусты́ни	poustini	pustinja	Nfsdn		60	3	4	obl	loc													
xó_ždaàxь,	хо́_ждаàхь,	xoždaaxъ	xodja	Vmii1si		60	4	7	advcl					1									
tébe	те́бе	tebe	ty	Pp2-sg		60	5	7	obj														
posóbnicu	посо́бницꙋ	posobnicu	posobьnica	Nfsay		60	6	7	obl	pred													
ímějaxь.	и́мѣꙗхь.	imějaxъ	imam	Vmii1si		60	7	0	root					1									
																							
nnja+	ннꙗ+	nnja	nyně	R		61	1	13	advmod				ʺand now, as I returned to the world, what other help do I need but yourself?ʺ										
že	же	že	že	Qd		61	2	13	cc														
jáko	ꙗ́ко	jako	jako (2)	R		61	3	6	mark														
kь+	кь+	kъ	k	Sd		61	4	5	case														
mírou	ми́роу	mirou	mir	Nmsdn		61	5	6	obl	lat													
vьz'vrátix'+	вьз͛врáтих͛+	vъzvratix	vъzvratiti	Vmia1se		61	6	13	advcl														
se,	се,	se	se	Px---a		61	7	6	expl														
kó_toroujù	ко́_тороую̀	kotorouju	kotor	Afsay		61	8	10	amod					1									
droùgouʺ	дроу̀гоу̏	drougou	drug	Afsan		61	9	10	amod														
pomóštь	помо́щь	pomoštъ	pomošt	Nfsnn		61	10	13	obj														
rázvě`	рáзвѣ̀	razvě	razvě	Sg		61	11	12	case														
tébè	те́бѐ	tebe	ty	Pp2-sg		61	12	13	obl					1									
trě´bujù.	трѣ́бꙋю̀.	trěbuju	trěbva	Vmip1si		61	13	0	root														
																							
Nnja	Ннꙗ	nnja	nyně	R		62	1	4	advmod				ʺbut now, come to my poor self, o Ladyʺ										
oúbò	оу́бо̀	oubo	ubo	C		62	2	4	cc														
vldčce	влдчце	vldčce	vladičica	Nfsvy		62	3	4	vocative														
prědstáni	прѣдстáни	prědstani	predstoja	Vmm-2se		62	4	0	root					1									
mi	ми	mi	az	Pp1-sd		62	5	4	obl	iobj													
oúbózěì.	оу́бо́зѣѝ.	oubozěi	ubog	Afsdy		62	6	5	appos														
																							
i+	и+	i	i	C		63	1	2	cc				ʺand be my companion, my advisor and my supportʺ										
boúdi+	боу́ди+	boudi	bъda	Vmm-2se		63	2	0	root														
mi	ми	mi	az	Pp1-sd		63	3	2	obl	iobj													
supoútni_ca,	сꙋпоу́тни_ца,	supoutnica	sъpъtnica	Nfsny		63	4	2	obl	pred				1									
nastávnica,	настáвница,	nastavnica	nastavnica	Nfsny		63	5	4	conj														
w´krь´mitel'nica	ѡ́крь́мител͛ница	okrъmitelnica	okrъmitelьnica	Nfsny		63	6	5	conj														
dá_že	дá_же	daže	daže	Qg		63	7	9	amod				ʺeven until the end of my lifeʺ	1									
do+	до+	do	do	Sg		63	8	9	case														
kón'ca	ко́н͛ца	konca	konec	Nmsgy		63	9	2	obl														
žízny	жи́зны	žizni	žiznь	Nfsgn		63	10	9	nmod	poss													
mojeè.	моѥѐ.	mojee	moi	Afsgy		63	11	10	amod	poss													
																							
ínouju+	и́ноую+	inouju	in	Afsay		64	1	3	amod				ʺfor I have no hope but yourselfʺ										
bò	бо̀	bo	bo	C		64	2	7	cc					1									
