text	cyrillic	diplomatic	lemma	PoS_tag	PoS_ext	sent_id	UD_id	UD_ncy	UD_type	UD_ext	page	folio	translation	eol	chapter	ref	desc	lat_header	cyr_header	lat_page_nr	cyr_page_nr	chunk	
tyʺ	ты̏	ti	ti	Pp2-sn		66	3	4	obl	iobj													
podobáe	подобáе	podobae	podobati	Vaip3si		66	4	0	root														
(da)+	(да)+	da	da	C		66	5	7	mark							iztrito i doplьneno							
sî	си̂	si	se	Px---d		66	6	7	expl														
wstávišь	ѡстáвишь	ostavišъ	ostavja	Vmip2se		66	7	4	advcl														
těló+	тѣло́+	tělo	tělo	Nnsnn		66	8	7	obj														
to.	то.	to	tъ	Pd-nsn		66	9	8	det	p_nom													
																							
a+	а+	a	a	C		67	1	7	cc				ʺand your soul shall be in the beautiful and immaterial Paradiseʺ										
dšá	дшá	dša	duša	Nfsny		67	2	7	nsubj					1									
ta+	та+	ta	tъ	Pd-fsn		67	3	2	det	p_nom													
ti	ти	ti	ti	Pp2-sd		67	4	2	nmod	poss													
šteʺ	ще̏	šte	šta	Vaip3si		67	5	7	aux	fut													
(da)+	(да)+	da	da	C		67	6	5	fixed	inf						iztrito, no ličitь sę čęstь bukvy <д>							
búde	бꙋ́де	bude	bъda	Vmip3se		67	7	0	root														
na+	на+	na	na	Sl		67	8	13	case							Ljub.d.: na+ xúbavyʺ i+ na+ slád'kyʺ rái.							
krásnyi	крáсныи	krasnii	krasen	Amsny		67	9	13	amod														
i+	и+	i	i	C		67	10	12	cc														
ne+	не+	ne	ne	Qz		67	11	12	amod							Demina et al. 545: neveštestestven 'kojto ne e izgraden ot veštestvo, nematerialen'							
veštestь´vnyi	вещесть́вныи	veštestъvnii	veštestven	Amsny		67	12	9	conj					1									
rái.	рáи.	rai	rai	Nmsnn		67	13	7	obl	loc													
																							
Katô	Като̂	kato	kato	C		68	1	2	mark				as St. Petka saw this apparition and heard those words										
(ví)dě	(ви́)дѣ	vidě	vidja	Vmia3si		68	2	11	advcl														
staa	стаа	staa	svęt	Afsny		68	3	4	amod														
pétka	пе́тка	petka	Petka	Nfsny		68	4	2	nsubj														
tovà	товà	tova	tova	Pd-nsn		68	5	6	det														
vidě´nie,	видѣ́ние,	viděnie	videnie	Nnsnn		68	6	2	obj					1									
i+	и+	i	i	C		68	7	8	cc														
čju	чю	čju	čuja	Vmia3si		68	8	2	conj														
tïjá	тїꙗ́	tija	tozi	Pd-fpn		68	9	10	det														
d(umì).	д(ꙋмѝ).	dumi	duma	Nfpnn		68	10	8	obj														
razumě`	разꙋмѣ̀	razumě	razumeja	Vmia3se		68	11	0	root				she understood, that this apparition was from God										
če+	че+	če	če	C		68	12	13	mark														
è	ѐ	e	sъm	Vmip3si		68	13	11	advcl														
wt+	ѿ+	ot	ot	Sg		68	14	15	case														
ba	ба	ba	bog	Nmsgy		68	15	13	obl	abl													
tovà	товà	tova	tova	Pd-nsn		68	16	17	det														
vidě´_nïe	видѣ́_нїе	viděnie	videnie	Nnsnn		68	17	13	nsubj					1									
																							
i+	и+	i	i	C		69	1	2	cc				and she found out that she will die soon										
poznà	познà	pozna	poznaja	Vmia3se		69	2	0	root														
(čï)	(чї)	či	če	C		69	3	7	mark														
štè	щѐ	šte	šta	Vaip3si		69	4	7	aux	fut													
da+	да+	da	da	C		69	5	4	fixed	inf													
se	се	se	se	Px---a		69	6	7	expl														
prěstávi	прѣстáви	prěstavi	prestavja	Vmip3se		69	7	2	advcl														
skóro,	ско́ро,	skoro	skoro	R		69	8	7	advmod														
																							
i+	и+	i	i	C		70	1	2	cc				and she was glad										
za_raduva+	за_радꙋва+	zaraduva	zaradvam	Vmia3se		70	2	0	root					1									
se	се	se	se	Px---a		70	3	2	expl														
																							
i+	и+	i	i	C		71	1	2	cc				and she worried:										
grï(ž)ěše+	грї(ж)ѣше+	grižěše	grižja	Vmii3si		71	2	0	root														
se	се	se	se	Px---a		71	3	2	expl														
																							
kak'+	как͛+	kak	kak	Pq		72	1	3	advmod				ʺhow can I leave the desert?ʺ										
sî	си̂	si	se	Px---d		72	2	3	expl														
ostávě	остáвѣ	ostavě	ostavja	Vmip1se		72	3	0	root														
pústy_nja+	пꙋ́сты_нꙗ+	pustinja	pustinja	Nfsnn		72	4	3	obj					1									
ta.	та.	ta	tъ	Pd-fsn		72	5	4	det	p_nom													
																							
zašt(o)	защ(о)	zašto	zašto	C		73	1	7	cc				because nothing else can purify the human soul as a desert			<o> iztrito							
ne+	не+	ne	ne	Qz		73	2	3	advmod														
móže	мо́же	može	moga	Vaip3si		73	3	7	aux														
níšto	ни́що	ništo	ništo	Pz		73	4	7	nsubj														
drúgo	дрꙋ́го	drugo	drug	Ansnn		73	5	4	amod														
da+	да+	da	da	C		73	6	3	fixed	inf													
wčísti	ѡчи́сти	očisti	očistja	Vmip3se		73	7	0	root					1									
člku	члкꙋ	člku	človek	Nmsdy		73	8	7	obl	iobj													
dš(a)+	дш(а)+	dša	duša	Nfsny		73	9	7	obj														
(ta),	(та),	ta	tъ	Pd-fsn		73	10	9	det	p_nom													
katô	като̂	kato	kato	C		73	11	12	mark														
pustynja.	пꙋстынꙗ.	pustinja	pustinja	Nfsnn		73	12	7	advcl														
																							
I+	И+	i	i	C		74	1	17	cc				and then, as St. Petka heard that voice										
togazì	тогазѝ	togazi	togazi	Pr		74	2	17	advmod					2									
staa	стаа	staa	svęt	Afsny		74	3	4	amod		55v	/img/petka/55v.JPG											
pet'ka	пет͛ка	petka	Petka	Nfsny		74	4	17	nsubj														
katô	като̂	kato	kato	C		74	5	6	mark														
čjû	чю̂	čju	čuja	Vmia3si		74	6	17	advcl														
w´n'zi	ѡ́н͛зи	onzi	onzi	Pd-msn		74	7	8	det	ext													
glàs,	глàс,	glas	glas	Nmsnn		74	8	6	obj														
i+	и+	i	i	C		74	9	14	mark				even though she didn't want										
da+	да+	da	da	C		74	10	14	aux	opt													
i+	и+	i	tja	Pp3fsd		74	11	14	obl	iobj													
sè	сѐ	se	se	Px---a		74	12	14	expl														
ne	не	ne	ne	Qz		74	13	14	advmod					1									
ště´še.	щѣ́ше.	štěše	šta	Vmii3si		74	14	17	advcl														
à+	à+	a	a	C		74	15	17	cc				she left that desert										
tïja	тїꙗ	tija	tja	Pp3fsn		74	16	4	expl														
w´stávi	ѡ́стáви	ostavi	ostavja	Vmia3se		74	17	0	root														
wnь´zi	ѡнь́зи	onъzi	onzi	Pd-fsa		74	18	19	det	ext													
pústynja.	пꙋ́стынꙗ.	pustinja	pustinja	Nfsnn		74	19	17	obj					1									
																							
I+	И+	i	i	C		75	1	2	cc				and first she went to Tsarigrad										
poidè	поидѐ	poide	poida	Vmia3se		75	2	0	root														
prь´věnь	прь́вѣнь	prъvěnъ	pъrvěn	R		75	3	2	advmod														
na+	на+	na	na	Sa		75	4	5	case														
cári_grádь,	цáри_грáдь,	carigradъ	Carigrad	Nmsnn		75	5	2	obl	lat													
																							
i+	и+	i	i	C		76	1	2	cc				and entered the church of Christ										
ulě´ze	ꙋлѣ́зе	ulěze	vlěza	Vmia3se		76	2	0	root														
u	ꙋ	u	u	Sg		76	3	4	case					1									
crkva	црква	crkva	cъrkva	Nfsnn		76	4	2	obl	lat													
xva.	хва.	xva	Xristov	Afsnn		76	5	4	amod	poss													
																							
i+	и+	i	i	C		77	1	4	cc				and she prayed (ʺdid prayerʺ) perpetually										
mlba	млба	mlba	molba	Nfsnn		77	2	4	obj														
neprěstánno	непрѣстáнно	neprěstanno	neprestanno	R		77	3	4	advmod														
číněše.	чи́нѣше.	činěše	činja	Vmii3si		77	4	0	root														
																							
kak'+	как͛+	kak	kak	Pq		78	1	3	advmod				how could one describe so many kneelings and meditation and tears	1									
da	да	da	da	C		78	2	1	fixed														
iskáže	искáже	iskaže	izkaža	Vmip3se		78	3	0	root														
člkь	члкь	člkъ	človek	Nmsny		78	4	3	nsubj														
tól'kozi	то́л͛кози	tolkozi	tolkozi	Pr		78	5	6	amod														
metánïa	метáнїа	metania	metanie	Nnpnn		78	6	3	obj														
i+	и+	i	i	C		78	7	8	cc														
póklony	по́клоны	pokloni	poklon	Nmpnn		78	8	6	conj					1									
i+	и+	i	i	C		78	9	10	cc														
slь´zy	сль́зы	slъzi	sъlza	Nfpnn		78	10	8	conj														
																							
i+	и+	i	i	C		79	1	8	cc				and she was awake for all the days and nights										
síč'ki	си́ч͛ки	sički	sički	Amsnn		79	2	3	amod														
dnì	днѝ	dni	den	Nmpnn		79	3	8	nmod														
i+	и+	i	i	C		79	4	5	cc														
nóšti	но́щи	nošti	nošt	Nfpnn		79	5	3	conj														
na+	на+	na	na	Sl		79	6	7	case														
bdě´nïe,	бдѣ́нїе,	bděnie	bdenie	Nnsnn		79	7	8	obl	loc													
bě´še.	бѣ́ше.	běše	sъm	Vmii3si		79	8	0	root					1									
																							
i+	и+	i	i	C		80	1	2	cc				and she wept and craved for the desert										
pláčaše	плáчаше	plačaše	plača	Vmii3si		80	2	0	root														
i+	и+	i	i	C		80	3	4	cc														
tьgùvaše	тьгꙋ̀ваше	tъguvaše	tъguvam	Vmii3si		80	4	2	conj														
za+	за+	za	za	Sa		80	5	6	case														
pústynja+	пꙋ́стынꙗ+	pustinja	pustinja	Nfsnn		80	6	2	obl														
ta.	та.	ta	tъ	Pd-fsn		80	7	6	det	p_nom													
																							
i+	и+	i	i	C		81	1	2	cc				and she visited all the churches as a diligent bee										
wby_dè	ѡбы_дѐ	obide	obida	Vmia3se		81	2	0	root					1									
sič'ky	сич͛кы	sički	sički	Afpnn		81	3	4	amod														
crkvi,	цркви,	crkvi	cъrkva	Nfpnn		81	4	2	obj														
katô	като̂	kato	kato	C		81	5	7	mark														
ednà	еднà	edna	edin	Afsnn		81	6	7	det														
pčelà	пчелà	pčela	pčela	Nfsnn		81	7	2	advcl														
rabótnaa	рабо́тнаа	rabotna	raboten	Afsny		81	8	7	amod					1									
štô	що̂	što	što	Pq		81	9	10	mark				which visits all the vernal flowers										
w´b'xodi	ѡ́б͛ходи	obxodi	obxodja	Vmip3se		81	10	7	acl														
síč'ki	си́ч͛ки	sički	sički	Ampnn		81	11	12	amod														
cvě´toově	цвѣ́тоовѣ	cvětoově	cvět	Nmpnn		81	12	10	obj					1									
prolě´tny.	пролѣ́тны.	prolětni	proleten	Ampnn		81	13	12	amod														
																							
i+	и+	i	i	C		82	1	2	cc				and (then) she went to (the) church of most-holy Mother of God which is called Blachernae										
poide	поиде	poide	poida	Vmia3se		82	2	0	root														
u+	ꙋ+	u	u	Sg		82	3	4	case														
crkva	црква	crkva	cъrkva	Nfsnn		82	4	2	obl	lat													
prstě´i	прстѣ́и	prstěi	presvęt	Afsdy		82	5	6	amod														
bci,	бци,	bci	Bogorodica	Nfsdy		82	6	4	nmod	poss													
čtô+	что̂+	čto	čьto	Pq		82	7	9	mark							Demina et al. 1119: čto 'što', Ljub.d.: što							
sè	сѐ	se	se	Px---a		82	8	9	expl														
zovè	зовѐ	zove	zova	Vmip3se		82	9	4	acl														
vla_xérna.	вла_хе́рна.	vlaxerna	Vlaxerna	Nfsnn		82	10	9	obl	pred				1									
																							
i+	и+	i	i	C		83	1	3	cc				and there she came (ʺfellʺ?) to the icon of most-holy Mother of God										
támo	тáмо	tamo	tamo	R		83	2	3	advmod														
pripáde	припáде	pripade	pripasti	Vmia3se		83	3	0	root														
na+	на+	na	na	Sa		83	4	5	case														
ikóna	ико́на	ikona	ikona	Nfsnn		83	5	3	obl	lat													
prstěi	прстѣи	prstěi	presvęt	Afsdy		83	6	7	amod														
bci	бци	bci	Bogorodica	Nfsdy		83	7	5	nmod	poss				1									
																							
i+	и+	i	i	C		84	1	8	cc				and she poured a lot of tears from her eyes										
slь´zi	сль́зи	slъzi	sъlza	Nfpnn		84	2	8	obj														
wt+	ѿ+	ot	ot	Sg		84	3	4	case														
ꙫči+	ꙫчи+	oči	oko	Nndnn		84	4	8	obl														
te+	те+	te	tъ	Pd-ndn		84	5	4	det	p_nom													
sî	си̂	si	se	Px---d		84	6	4	nmod	poss													
mnw^go	мнѡ̂го	mnogo	mnogo	R		84	7	2	amod														
izlïă.	излїӑ.	izlia	izleja	Vmia3se		84	8	0	root														
																							
i+	и+	i	i	C		85	1	2	cc				and she said and prayed to the Mother of God:										
dúmaše	дꙋ́маше	dumaše	dumam	Vmii3si		85	2	0	root					1									
i+	и+	i	i	C		85	3	4	cc														
mljaše+	млꙗше+	mljaše	molja	Vmii3si		85	4	2	conj														
se	се	se	se	Px---a		85	5	4	expl														
bci.	бци.	bci	Bogorodica	Nfsdy		85	6	2	obl	iobj													
																							
Tébě`	Те́бѣ̀	tebě	ti	Pp2-sg	Pp2-sd	86	1	18	obl	iobj			ʺUpon yourself, o Lady (ʺwhich isʺ) of the whole worldʺ			Vuković 1536: Tébě (ʺ-) gljúšti (-ʺ) vldčce mí_rou vь´sь` moì vьzlóžix žívotь. ná+ tè vьsoù mojù vьzlágajù+ nadéždu+ dvíce, newtríni oúbógojù méne.							
vldčce	влдчце	vldčce	vladičica	Nfsvy		86	2	1	vocative														
što+	що+	što	što	Pq		86	3	4	mark														
sî	си̂	si	sъm	Vmip2si		86	4	2	acl														
na+	на+	na	na	Sa		86	5	7	case														
síč'ki	си́ч͛ки	sički	sički	Amsny		86	6	7	amod					1									
svě´tь,	свѣ́ть,	světъ	svět	Nmsnn		86	7	4	obl	iobj													
i+	и+	i	i	C		86	8	9	cc				ʺand who gave birth to Lord Godʺ										
porodíla	породи́ла	porodila	porodja	Vmp--se		86	9	4	conj							Ljub.d.: poro_díla+ si							
esì	есѝ	esi	sъm	Vaip2si		86	10	9	aux	prf													
ga	га	ga	Gospod	Nmsgy		86	11	9	obj														
ba.	ба.	ba	bog	Nmsgy		86	12	11	appos														
azь	азь	azъ	az	Pp1-sn		86	13	18	nsubj				ʺto yourself I dedicated (ʺleftʺ) my lifeʺ										
móì	мо́ѝ	moi	moi	Amsny		86	14	15	amod	poss													
živótь	живо́ть	životъ	život	Nmsnn		86	15	18	obj					1									
ú+	ꙋ́+	u	u	Sg		86	16	17	case														
tébe	те́бе	tebe	ti	Pp2-sg		86	17	1	expl														
w´stávix.	ѡ́стáвих.	ostavix	ostavja	Vmia1se		86	18	0	root														
																							
i+	и+	i	i	C		87	1	5	cc				ʺand in yourself I hope that you have mercy upon meʺ										
na+	на+	na	na	Sl		87	2	3	case														
tebě`+	тебѣ̀+	tebě	ti	Pp2-sg	Pp2-sd	87	3	5	obl	iobj													
se	се	se	se	Px---a		87	4	5	expl														
nadě´ja	надѣ́ꙗ	naděja	nadeja	Vmip1se		87	5	0	root														
da+	да+	da	da	C		87	6	8	mark														
mê	ме̂	me	az	Pp1-sa		87	7	8	obj					1									
pomíluvašь.	поми́лꙋвашь.	pomiluvašъ	pomilvam	Vmip2se		87	8	5	advcl														
																							
i+	и+	i	i	C		88	1	5	cc				ʺdon't turn away in disgust from me, your servantʺ										
ne+	не+	ne	ne	Qz		88	2	3	advmod														
dě´ĭ+	дѣ́й+	děi	dějati	Vmm-2se		88	3	5	aux	opt													
se	се	se	se	Px---a		88	4	5	expl														
gnusì	гнꙋсѝ	gnusi	gnusja	Vmn---i		88	5	0	root														
wt+	ѿ+	ot	ot	Sg		88	6	7	case														
méne	ме́не	mene	az	Pp1-sg		88	7	5	obl														
štô+	що̂+	što	što	Pq		88	8	11	mark														
sъm	съм	sъm	sъm	Vmip1si		88	9	11	cop					1									
tvoà	твоà	tvoa	tvoi	Afsny		88	10	11	amod	poss													
robýnja.	робы́нꙗ.	robinja	robinja	Nfsny		88	11	7	acl														
																							
zaštô	защо̂	zašto	zašto	C		89	1	8	cc				ʺbecause I followed your son and prayed since my youthʺ										
í+	и́+	i	i	C		89	2	8	cc														
ázь	áзь	azъ	az	Pp1-sn		89	3	8	nsubj														
wt+	ѿ+	ot	ot	Sg		89	4	5	case														
mládostь,	млáдость,	mladostъ	mladost	Nfsnn		89	5	8	obl					1									
tvoému	твое́мꙋ	tvoemu	tvoi	Amsdy		89	6	7	amod	poss													
snu	снꙋ	snu	sin	Nmsdy		89	7	8	obl	iobj													
poslědovax	послѣдовах	poslědovax	posledvam	Vmia3se		89	8	0	root														
																							
i+	и+	i	i	C		90	1	2	cc				ʺand I pray (you)ʺ										
mlju+	млю+	mlju	molja	Vmip1si		90	2	0	root														
se.	се.	se	se	Px---a		90	3	2	expl														
																							
i+	и+	i	i	C		91	1	3	cc				ʺand you know, o Virgin, my womanly nature and my weaknessʺ										
tyʺ	ты̏	ti	ti	Pp2-sn		91	2	3	nsubj														
zná_ešь	знá_ешь	znaešъ	znaja	Vmip2si		91	3	0	root					1									
dvce	двце	dvce	devica	Nfsvy		91	4	2	vocative														
móe+	мо́е+	moe	moi	Ansny		91	5	8	amod	poss													
to	то	to	tъ	Pd-nsn		91	6	5	det	p_adj													
žén'sko	же́н͛ско	žensko	ženski	Ansnn		91	7	8	amod														
jesstvo	ѥсство	jesstvo	estestvo	Nnsnn		91	8	3	obj							Demina et al. 263: estestvo 'sъvkupnost ot otličitelnite vъnšni i vъtrešni kačestva i svoistva', Ljub.d.: rábo_ta							
i+	и+	i	i	C		91	9	11	cc														
móa	мо́а	moa	moi	Afsny		91	10	11	amod	poss													
slá_bostь.	слá_бость.	slabostъ	slabost	Nfsnn		91	11	8	conj					1									
što+	що+	što	što	Pq		91	12	18	mark				ʺwhich worries my soulʺ (ʺwhich is my soul's worryʺ)										
è	ѐ	e	sъm	Vmip3si		91	13	18	cop														
na+	на+	na	na	Sa		91	14	17	case														
móa+	мо́а+	moa	moi	Afsny		91	15	17	amod	poss													
ta	та	ta	tъ	Pd-fsn		91	16	15	det	p_adj													
dša	дша	dša	duša	Nfsny		91	17	18	nmod	poss													
oznóba.	озно́ба.	oznoba	oznoba	Nfsnn		91	18	11	obl	pred						Demina et al. 597: oznoba 'griža, duševno bezpokoistvo, trevoga'							
																							
àmì	àмѝ	ami	ami	C		92	1	8	cc				ʺbut you, o St Mother of Godʺ	1									
i+	и+	i	i	C		92	2	8	cc														
tyʺ	ты̏	ti	ti	Pp2-sn		92	3	8	nsubj														
staa	стаа	staa	svęt	Afsny		92	4	5	amod														
bce,	бце,	bce	Bogorodica	Nfsvy		92	5	3	vocative														
tyʺ+	ты̏+	ti	ti	Pp2-sn		92	6	3	expl				ʺyou be my helperʺ										
mi	ми	mi	az	Pp1-sd		92	7	8	obl	iobj													
budì	бꙋдѝ	budi	bъda	Vmm-2se		92	8	0	root														
pomóštnica.	помо́щница.	pomoštnica	pomoštnica	Nfsny		92	9	8	obl	pred				1									
																							
zaštô	защо̂	zašto	zašto	C		93	1	9	cc				ʺbecause I have no hope at another place than by yourselfʺ			Vuković 1536: ne ímámь ínyʺje nadéžde							
ósvě´nь	о́свѣ́нь	osvěnъ	osven	Sg		93	2	3	case							Ljub.d.: zaštô osvě´nь tébe na+ drúgo mě´sto né+mam da+ sè nadě´a.							
tébe	те́бе	tebe	ti	Pp2-sg		93	3	9	obl														
na+	на+	na	na	Sl		93	4	6	case														
drúgo	дрꙋ́го	drugo	drug	Ansnn		93	5	6	amod														
mě´sto	мѣ́сто	město	město	Nnsnn		93	6	9	obl	loc													
nade_žda	наде_жда	nadežda	nadežda	Nfsnn		93	7	9	obj					1									
ne+	не+	ne	ne	Qz		93	8	9	advmod														
ĭmam.	ймам.	imam	imam	Vmip1si		93	9	0	root														
																							
amì	амѝ	ami	ami	C		94	1	4	cc				ʺbut you be my teacherʺ										
tyʺ+	ты̏+	ti	ti	Pp2-sn		94	2	4	nsubj														
mi	ми	mi	az	Pp1-sd		94	3	4	obl	iobj													
budì	бꙋдѝ	budi	bъda	Vmm-2se		94	4	0	root														
nastávnica	настáвница	nastavnica	nastavnica	Nfsny		94	5	4	obl	pred				1		Demina et al. 534: nastavnica 'žena, kojato napъtstva, poučava xorata'							
da+	да+	da	da	C		94	6	8	mark				ʺso that you leads me to the goodness and remorseʺ										
mê	ме̂	me	az	Pp1-sa		94	7	8	obj														
nastávišь	настáвишь	nastavišъ	nastavja	Vmip2se		94	8	4	advcl														
na+	на+	na	na	Sa		94	9	10	case														
dobrô	добро̂	dobro	dobro	Nnsnn		94	10	8	obl														
i+	и+	i	i	C		94	11	13	cc														
na+	на+	na	na	Sa		94	12	13	case														
pokaánïe	покаáнїе	pokaanie	pokajanie	Nnsnn		94	13	10	conj					1									
																							
tyʺ	ты̏	ti	ti	Pp2-sn		95	1	4	nsubj				ʺ(so that) you shall protect me from all evilʺ										
da+	да+	da	da	C		95	2	4	aux	opt													
mê	ме̂	me	az	Pp1-sa		95	3	4	obj														
oúpázišь	оꙋ́пáзишь	oupazišъ	upazja	Vmip2se		95	4	0	root														
wt+	ѿ+	ot	ot	Sg		95	5	7	case														
síč'ko	си́ч͛ко	sičko	sički	Ansnn		95	6	7	amod														
zloʺ.	зло̏.	zlo	zlo	Nnsnn		95	7	4	obl	abl													
																							
zaštô	защо̂	zašto	zašto	C		96	1	7	cc				ʺbecause I had yourself as my helper as I was in (the) desertʺ	1									
kogà	когà	koga	koga	Pq		96	2	3	mark														
bě´x	бѣ́х	běx	sъm	Vmii1si		96	3	7	advcl														
vъ+	въ+	vъ	v	Sl		96	4	5	case														
pústynja,	пꙋ́стынꙗ,	pustinja	pustinja	Nfsnn		96	5	3	obl	loc													
tébe	те́бе	tebe	ti	Pp2-sg		96	6	7	obj														
ímax	и́мах	imax	imam	Vmia1si		96	7	0	root														
pomoštni_ca.	помощни_ца.	pomoštnica	pomoštnica	Nfsny		96	8	7	obl	pred				1									
																							
à+	à+	a	a	C		97	1	4	cc				ʺbut now I have returned into (the) worldʺ										
segà+	сегà+	sega	sega	R		97	2	4	advmod														
sè	сѐ	se	se	Px---a		97	3	4	expl														
vrь´nax	врь́нах	vrъnax	vъrna	Vmia1se		97	4	0	root														
vъ+	въ+	vъ	v	Sa		97	5	6	case														
mírь.	ми́рь.	mirъ	mir	Nmsnn		97	6	4	obl	lat													
																							
àmì	àмѝ	ami	ami	C		98	1	6	cc				ʺbut now, hear and protect me againʺ										
pà´kь	пà́кь	pakъ	pak	R		98	2	6	advmod														
i	и	i	i	C		98	3	6	cc					1									
segà+	сегà+	sega	sega	R		98	4	6	advmod														
mê	ме̂	me	az	Pp1-sa		98	5	6	obj														
učjúvai	ꙋчю́ваи	učjuvai	učjuvam	Vmm-2se		98	6	0	root														
i+	и+	i	i	C		98	7	8	cc														
upazì,	ꙋпазѝ,	upazi	upazja	Vmm-2se		98	8	6	conj														
																							
i+	и+	i	i	C		99	1	4	cc				ʺand be my helperʺ										
pomóštnica+	помо́щница+	pomoštnica	pomoštnica	Nfsny		99	2	4	obl	pred													
mi	ми	mi	az	Pp1-sd		99	3	4	obl	iobj				1									
budì,	бꙋдѝ,	budi	bъda	Vmm-2se		99	4	0	root														
																							
i+	и+	i	i	C		100	1	2	cc				ʺand cover me from all evilʺ										
pokrŷi+	покры̂и+	pokrii	pokrija	Vmm-2se		100	2	0	root														
mê	ме̂	me	az	Pp1-sa		100	3	2	obj														
wt+	ѿ+	ot	ot	Sg		100	4	6	case														
sič'ko	сич͛ко	sičko	sički	Ansnn		100	5	6	amod														
zloʺ.	зло̏.	zlo	zlo	Nnsnn		100	6	2	obl														
																							
I+	И+	i	i	C		101	1	4	cc				and thus she prayed									7	Death of Petka
tovà+	товà+	tova	tova	Pd-nsn		101	2	4	obj														
se	се	se	se	Px---a		101	3	4	expl					1									
pomóli,	помо́ли,	pomoli	pomolja	Vmia3se		101	4	0	root														
																							
i+	и+	i	i	C		102	1	2	cc				and wept from all heart										
plakà	плакà	plaka	plača	Vmia3si		102	2	0	root														
wt+	ѿ+	ot	ot	Sg		102	3	5	case														
síč'ko	си́ч͛ко	sičko	sički	Ansnn		102	4	5	amod														
srdce.	срдце.	srdce	sъrdce	Nnsnn		102	5	2	obl														
																							
I+	И+	i	i	C		103	1	2	cc				and she left										
izlě´ze,	излѣ́зе,	izlěze	izlěza	Vmia3se		103	2	0	root					2									
																							
i+	и+	i	i	C		104	1	4	cc		56r	/img/petka/56r.JPG	and went (ʺto goʺ) to her (ʺownʺ) homeland										
trь`gna	трь̀гна	trъgna	trъgna	Vaia3se		104	2	4	aux														
da+	да+	da	da	C		104	3	2	fixed														
íde	и́де	ide	ida	Vmip3si		104	4	0	root														
na+	на+	na	na	Sa		104	5	9	case														
svóe+	сво́е+	svoe	svoi	Ansny		104	6	9	amod	poss													
to+	то+	to	tъ	Pd-nsn		104	7	6	det	p_adj													
sî	си̂	si	se	Px---d		104	8	6	nmod														
wtčьstvo.	ѿчьство.	otčъstvo	otečestvo	Nnsnn		104	9	4	obl	lat													
																							
i+	и+	i	i	C		105	1	2	cc				and came to Epibates, which was her homeland										
do_ĭdè,	до_йдѐ,	doide	doida	Vmia3se		105	2	0	root					1									
do+	до+	do	do	Sg		105	3	4	case														
epiváti	епивáти	epivati	Epivat	Nmpnn		105	4	2	obl	lat													
čtô	что̂	čto	čьto	Pq		105	5	8	mark														
bě´še	бѣ́ше	běše	sъm	Vmii3si		105	6	8	cop														
néino	не́ино	neino	nein	Ansnn		105	7	8	amod	poss													
wtčьstvo.	ѿчьство.	otčъstvo	otečestvo	Nnsnn		105	8	4	acl					1									
																							
i+	и+	i	i	C		106	1	2	cc				and stayed there for quite some time										
prěbŷ	прѣбы̂	prěbi	prebъda	Vmia3se		106	2	0	root														
tamô	тамо̂	tamo	tamo	R		106	3	2	advmod														
vrě´me	врѣ́ме	vrěme	vreme	Nnsnn		106	4	2	obj														
ne+	не+	ne	ne	Qz		106	5	6	amod														
málo,	мáло,	malo	malo	R		106	6	4	amod														
																							
i+	и+	i	i	C		107	1	4	cc				and nobody recognized her										
níkoi	ни́кои	nikoi	nikoi	Pz---n		107	2	4	nsubj														
ne+	не+	ne	ne	Qz		107	3	4	advmod														
pozná_vaše	познá_ваше	poznavaše	poznavam	Vmii3si		107	4	0	root					1									
jù.	ю̀.	ju	tja	Pp3fsa		107	5	4	obj														
																							
i+	и+	i	i	C		108	1	8	cc				and there (she did much) fasting, meditation (and) staying awake										
támo	тáмо	tamo	tamo	R		108	2	8	advmod														
pos	пос	pos	post	Nmsnn		108	3	8	obj														
metnïe	метнїе	metnie	metanie	Nnsnn		108	4	3	conj														
bdě´nïe,	бдѣ́нїе,	bděnie	bdenie	Nnsnn		108	5	4	conj														
kói	ко́и	koi	koi	Pq---n		108	6	8	nsubj				who could tell (how much?)										
móže	мо́же	može	moga	Vaip3si		108	7	8	aux					1									
iskáza.	искáза.	iskaza	izkaža	Vmn---e		108	8	0	root														
																							
Vrě´me	Врѣ́ме	vrěme	vreme	Nnsnn		109	1	3	nsubj				some time passed										
ně´koe	нѣ́кое	někoe	někoi	Ansny		109	2	1	amod														
promína+	проми́на+	promina	premina	Vmia3se		109	3	0	root														
se,	се,	se	se	Px---a		109	4	3	expl														
																							
i+	и+	i	i	C		110	1	2	cc				and she understood that she will die (soon)										
poznà	познà	pozna	poznaja	Vmia3se		110	2	0	root					1									
čê+	че̂+	če	če	C		110	3	7	mark														
štè	щѐ	šte	šta	Vaip3si		110	4	7	aux	fut													
da+	да+	da	da	C		110	5	4	fixed	inf													
se	се	se	se	Px---a		110	6	7	expl														
prěstávi.	прѣстáви.	prěstavi	prestavja	Vmip3se		110	7	2	advcl														
																							
i+	и+	i	i	C		111	1	2	cc				and she gave (ʺdid herʺ) a prayer to God										
stóri+	сто́ри+	stori	storja	Vmia3se		111	2	0	root														
sî	си̂	si	se	Px---d		111	3	2	expl														
mlba	млба	mlba	molba	Nfsnn		111	4	2	obj														
na+	на+	na	na	Sa		111	5	6	case														
ba,	ба,	ba	bog	Nmsgy		111	6	2	obl	iobj				1									
																							
i+	и+	i	i	C		112	1	2	cc				and said with tears:										
